model_type,n_train,n_test,mse_train,rmse_train,r2_train,mse_test,rmse_test,r2_test,y_test_mean,bias,Game of season_weight,Game for player_weight,Age (days)_weight,Home?_weight,Game Started?_weight,Year_weight,Month of Season_weight
Linreg,959,240,61.87990882912366,7.866378380749534,0.20223112017539935,65.29286808991239,8.080400243175605,0.1428317979713618,16.6375,16.25261497262095,-10.743205882684306,20.937545624484024,-17.229949978233343,-0.43954280999348183,4.608909473309718,12.178383066343667,-7.771955191370349
Lasso (lambda=0.05),959,240,62.60755626078169,7.912493681563461,0.19285013549967756,65.1091673980214,8.069025182636462,0.14524343030405062,16.6375,15.63914512296941,0.0,2.686395892039843,-6.296899531365984,-0.11753799338450521,4.649802221322338,-0.0,-0.0
"Random Forest (500 estimators, 5 depth)",959,240,42.3041233070262,6.504161998830149,0.4546062898088141,56.30953818764413,7.503968162755232,0.2607654248102639,16.6375,,0.06164869549040211,0.06422036572034298,0.7733285946305792,0.007993649827683597,0.07194029464945265,0.008049882208145034,0.01281851747339442
"Random Forest (100 estimators, 5 depth)",959,240,42.24000355082928,6.499230996881806,0.45543293527490714,56.02484304351947,7.484974485161554,0.26450291761697564,16.6375,,0.06754597982579227,0.06151523794120905,0.7754299788501495,0.0075992404714371855,0.06769294555083585,0.0078062084865076105,0.012410408874068496
Ridge (lambda=2.0),959,240,62.093871458595096,7.8799664630374595,0.19947266867688296,65.27315059574553,8.079180069521012,0.14309065027051715,16.6375,16.319928642317315,1.7367977816271387,6.762265270110473,-3.9165198594109207,-0.3934209862191017,4.573791757906463,-2.4801249381955093,-5.514981281168293
