Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
15,1,2012-11-28,8203,HOU,A,OKC,L (-22),0,2:34,0,0,,0,0,,2,2,1.000,0,0,0,1,0,0,0,0,2,2.7,-3
26,2,2012-12-22,8227,HOU,H,MEM,W (+25),0,4:08,1,1,1.000,0,0,,0,0,,0,1,1,2,1,0,2,0,2,2.4,+1
27,3,2012-12-25,8230,HOU,A,CHI,W (+23),0,2:36,0,2,.000,0,1,.000,0,0,,0,0,0,2,0,0,2,0,0,-2.0,+1
30,4,2012-12-29,8234,HOU,H,OKC,L (-30),0,7:06,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,2,0,2,0.7,-5
31,5,2012-12-31,8236,HOU,H,ATL,W (+19),0,2:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
33,6,2013-01-04,8240,HOU,A,MIL,W (+14),0,2:37,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,2,0,2,-0.3,-4
2,1,2019-03-24,10509,LAL,H,SAC,W (+5),0,1:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5
3,2,2019-03-26,10511,LAL,H,WAS,W (+18),0,1:06,1,2,.500,0,0,,1,1,1.000,0,0,0,0,0,0,0,0,3,2.0,+5
4,3,2019-03-27,10512,LAL,A,UTA,L (-15),0,15:21,3,4,.750,1,1,1.000,0,0,,0,0,0,3,1,0,0,2,7,7.7,+3
5,4,2019-03-29,10514,LAL,H,CHO,W (+14),0,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
