Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1992-11-06,8353,WSB,A,CHH,L (-7),1,37:00,9,12,.750,0,2,.000,2,2,1.000,2,4,6,7,2,1,2,3,20,22.2,
2,2,1992-11-07,8354,WSB,H,ORL,L (-5),1,19:00,1,6,.167,0,0,,2,2,1.000,1,8,9,0,0,0,4,4,4,-2.3,
3,3,1992-11-10,8357,WSB,A,CLE,L (-39),1,31:00,8,14,.571,0,0,,1,2,.500,2,5,7,1,1,1,1,2,17,13.5,
4,4,1992-11-12,8359,WSB,A,ORL,L (-27),1,25:00,1,9,.111,0,1,.000,3,4,.750,0,4,4,1,5,0,3,3,5,1.4,
5,5,1992-11-13,8360,WSB,H,NYK,W (+2),1,34:00,6,13,.462,0,2,.000,4,6,.667,3,11,14,5,2,0,1,1,16,18.0,
6,6,1992-11-15,8362,WSB,A,NJN,L (-7),1,42:00,9,12,.750,0,0,,1,2,.500,4,11,15,3,2,2,6,4,19,17.8,
7,7,1992-11-17,8364,WSB,H,BOS,W (+4),1,38:00,7,15,.467,0,1,.000,3,4,.750,2,10,12,6,2,0,2,4,17,15.9,
8,8,1992-11-20,8367,WSB,A,MIN,W (+8),1,44:00,9,19,.474,1,1,1.000,5,6,.833,4,3,7,7,1,1,2,3,24,21.0,
9,9,1992-11-21,8368,WSB,H,UTA,W (+17),1,41:00,17,24,.708,3,6,.500,2,5,.400,2,13,15,5,0,0,0,1,39,36.2,
10,10,1992-11-24,8371,WSB,A,NYK,L (-10),1,21:00,0,8,.000,0,1,.000,0,0,,2,3,5,2,1,0,7,4,0,-9.5,
11,11,1992-11-25,8372,WSB,A,BOS,L (-38),1,32:00,7,15,.467,0,0,,3,4,.750,6,5,11,6,1,0,2,2,17,17.0,
12,12,1992-11-27,8374,WSB,H,MIN,L (-19),1,32:00,6,10,.600,2,2,1.000,1,2,.500,1,5,6,1,1,0,6,2,15,7.1,
13,13,1992-11-28,8375,WSB,A,MIL,L (-2),1,26:00,4,11,.364,0,2,.000,1,2,.500,1,4,5,3,2,0,4,5,9,2.5,
14,14,1992-12-01,8378,WSB,H,SAS,W (+13),1,39:00,7,16,.438,2,3,.667,6,6,1.000,3,8,11,2,2,0,1,3,22,19.3,
15,15,1992-12-03,8380,WSB,H,MIL,W (+18),1,29:00,8,11,.727,0,0,,1,2,.500,4,10,14,5,4,0,5,4,17,18.8,
16,16,1992-12-05,8382,WSB,H,IND,L (-2),1,40:00,8,21,.381,1,2,.500,2,2,1.000,2,10,12,11,5,0,3,3,19,20.4,
17,17,1992-12-08,8385,WSB,A,SAC,W (+8),1,38:00,6,13,.462,1,1,1.000,7,10,.700,3,6,9,3,1,2,1,3,20,18.3,
18,18,1992-12-10,8387,WSB,A,UTA,L (-16),1,32:00,3,13,.231,1,4,.250,0,0,,3,5,8,3,1,0,4,1,7,1.4,
19,19,1992-12-11,8388,WSB,A,LAL,L (-25),1,40:00,6,19,.316,0,0,,2,4,.500,3,6,9,3,2,0,3,3,14,6.1,
20,20,1992-12-13,8390,WSB,A,POR,L (-19),1,29:00,2,7,.286,0,1,.000,1,2,.500,0,6,6,6,0,0,4,1,5,2.1,
21,21,1992-12-15,8392,WSB,A,PHO,L (-15),1,40:00,12,16,.750,1,2,.500,2,5,.400,3,6,9,4,2,0,3,3,27,23.9,
22,22,1992-12-17,8394,WSB,H,CHI,L (-8),1,40:00,11,19,.579,1,3,.333,2,4,.500,4,9,13,1,3,2,6,1,25,19.5,
23,23,1992-12-19,8395,WSB,H,CHH,L (-9),1,35:00,6,23,.261,1,5,.200,6,8,.750,2,12,14,3,1,0,3,4,19,8.0,
24,24,1992-12-21,8397,WSB,H,CLE,L (-4),1,33:00,4,10,.400,0,1,.000,2,2,1.000,2,8,10,4,3,1,5,2,10,9.1,
25,25,1992-12-23,8399,WSB,A,CHI,L (-9),1,39:00,5,14,.357,0,2,.000,4,4,1.000,6,10,16,3,0,2,2,2,14,14.1,
26,26,1992-12-26,8402,WSB,H,DET,L (-2),1,39:00,5,11,.455,0,0,,0,0,,3,10,13,2,1,0,3,4,10,7.2,
