Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
11,1,2021-01-15,8387,NOP,A,LAL,L (-17),0,3:22,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,+7
13,2,2021-01-19,8391,NOP,A,UTA,L (-16),0,2:57,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+2
14,3,2021-01-21,8393,NOP,A,UTA,L (-11),0,1:59,0,1,.000,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,0.2,+6
38,4,2021-03-12,8442,NOP,H,CLE,W (+34),0,4:37,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,1,0,1,0,0.3,-3
39,5,2021-03-14,8444,NOP,H,LAC,W (+20),0,4:04,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.7,-8
43,6,2021-03-23,8453,NOP,H,LAL,W (+17),0,3:16,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-10
45,7,2021-03-27,8457,NOP,H,DAL,W (+9),0,2:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6
48,8,2021-04-02,8463,NOP,H,ATL,L (-23),1,30:25,3,8,.375,1,4,.250,2,2,1.000,0,5,5,1,3,0,1,4,9,7.2,-23
49,9,2021-04-04,8465,NOP,A,HOU,W (+7),0,23:46,3,6,.500,1,1,1.000,5,7,.714,1,3,4,5,0,1,2,2,12,11.2,+2
50,10,2021-04-06,8467,NOP,A,ATL,L (-16),0,28:13,2,10,.200,0,4,.000,4,6,.667,0,9,9,3,0,1,0,3,8,5.3,-5
51,11,2021-04-07,8468,NOP,A,BRK,L (-28),0,22:55,0,2,.000,0,0,,5,6,.833,0,1,1,3,3,0,1,1,5,7.2,-4
52,12,2021-04-09,8470,NOP,H,PHI,W (+7),1,22:43,0,4,.000,0,2,.000,1,2,.500,0,3,3,4,0,0,0,2,1,0.7,+7
53,13,2021-04-11,8472,NOP,A,CLE,W (+7),1,31:00,6,9,.667,2,4,.500,1,3,.333,1,6,7,4,1,1,1,2,15,15.5,+3
54,14,2021-04-12,8473,NOP,H,SAC,W (+7),0,20:59,0,0,,0,0,,2,2,1.000,0,3,3,3,0,1,0,6,2,3.3,+6
55,15,2021-04-14,8475,NOP,H,NYK,L (-10),1,33:01,5,9,.556,3,5,.600,1,2,.500,0,9,9,4,0,1,2,1,14,13.1,0
56,16,2021-04-16,8477,NOP,A,WAS,L (-2),0,33:22,4,10,.400,2,5,.400,6,6,1.000,1,10,11,6,2,0,1,2,16,18.7,+15
57,17,2021-04-18,8479,NOP,A,NYK,L (-10),0,25:03,2,7,.286,1,3,.333,4,4,1.000,0,2,2,3,1,0,1,3,9,6.4,-14
58,18,2021-04-20,8481,NOP,H,BRK,L (-5),0,34:50,6,15,.400,2,8,.250,1,6,.167,1,5,6,7,2,0,1,1,15,12.6,+1
59,19,2021-04-22,8483,NOP,A,ORL,W (+35),0,17:28,1,4,.250,0,0,,0,0,,1,2,3,4,0,0,2,2,2,0.9,+9
60,20,2021-04-24,8485,NOP,H,SAS,L (-2),0,32:22,2,5,.400,1,3,.333,1,4,.250,0,6,6,2,1,0,2,4,6,2.7,+2
61,21,2021-04-26,8487,NOP,H,LAC,W (+17),0,28:29,2,7,.286,2,3,.667,1,2,.500,1,5,6,4,2,0,1,2,7,7.7,+19
62,22,2021-04-28,8489,NOP,A,DEN,L (-2),0,18:03,2,5,.400,1,3,.333,2,2,1.000,0,5,5,2,1,1,3,1,7,5.5,-2
63,23,2021-04-29,8490,NOP,A,OKC,W (+14),0,23:10,2,7,.286,2,3,.667,2,2,1.000,0,7,7,3,1,0,2,4,8,5.5,+1
64,24,2021-05-01,8492,NOP,A,MIN,W (+4),0,14:35,2,6,.333,2,3,.667,0,0,,0,4,4,4,1,1,1,0,6,7.3,+2
65,25,2021-05-03,8494,NOP,H,GSW,L (-15),0,27:20,4,6,.667,2,4,.500,2,2,1.000,0,6,6,1,1,0,1,0,12,11.9,-14
66,26,2021-05-04,8495,NOP,H,GSW,W (+5),0,23:15,4,9,.444,0,2,.000,2,2,1.000,2,5,7,2,1,0,1,2,10,8.8,-8
67,27,2021-05-07,8498,NOP,A,PHI,L (-2),1,26:49,2,10,.200,0,5,.000,0,0,,0,5,5,5,1,1,0,0,4,4.5,-2
68,28,2021-05-09,8500,NOP,A,CHO,W (+2),1,27:14,6,12,.500,1,5,.200,0,0,,0,1,1,2,0,0,0,4,13,7.1,+15
69,29,2021-05-10,8501,NOP,A,MEM,L (-5),1,30:31,5,13,.385,1,2,.500,1,2,.500,6,5,11,2,3,1,1,3,12,13.1,-5
70,30,2021-05-12,8503,NOP,A,DAL,L (-18),1,29:49,5,11,.455,0,3,.000,2,3,.667,0,6,6,2,1,0,4,3,12,4.9,-8
71,31,2021-05-14,8505,NOP,A,GSW,L (-3),1,35:55,7,15,.467,1,3,.333,5,6,.833,1,12,13,3,0,0,2,3,20,15.1,-5
72,32,2021-05-16,8507,NOP,H,LAL,L (-12),1,35:16,6,13,.462,4,6,.667,2,2,1.000,0,6,6,7,1,0,7,1,18,11.6,-8
1,1,2021-10-20,8664,NOP,H,PHI,L (-20),0,20:10,1,2,.500,0,1,.000,0,0,,0,4,4,2,0,2,1,3,2,2.8,+12
2,2,2021-10-22,8666,NOP,A,CHI,L (-16),0,13:17,1,5,.200,0,0,,0,0,,2,5,7,1,1,0,2,1,2,1.1,-7
3,3,2021-10-23,8667,NOP,A,MIN,L (-7),0,4:07,0,1,.000,0,1,.000,0,0,,1,0,1,1,0,0,3,2,0,-3.1,-11
4,4,2021-10-25,8669,NOP,A,MIN,W (+9),0,10:41,1,1,1.000,0,0,,1,2,.500,0,3,3,1,0,0,1,0,3,2.9,+7
5,5,2021-10-27,8671,NOP,H,ATL,L (-3),0,19:21,0,4,.000,0,4,.000,0,0,,0,6,6,4,1,0,1,2,0,1.0,-3
6,6,2021-10-29,8673,NOP,H,SAC,L (-4),0,12:36,1,2,.500,0,0,,2,2,1.000,2,2,4,2,1,0,0,1,4,7.0,+6
7,7,2021-10-30,8674,NOP,H,NYK,L (-6),0,11:19,0,2,.000,0,1,.000,4,4,1.000,0,2,2,0,0,0,0,3,4,2.0,-12
8,8,2021-11-02,8677,NOP,A,PHO,L (-12),0,17:44,1,1,1.000,0,0,,3,4,.750,0,2,2,1,3,1,1,4,5,6.7,-11
9,9,2021-11-03,8678,NOP,A,SAC,L (-13),0,19:50,2,5,.400,1,3,.333,0,0,,2,3,5,0,0,0,1,0,5,3.6,-9
10,10,2021-11-05,8680,NOP,A,GSW,L (-41),0,21:40,3,7,.429,0,3,.000,2,2,1.000,0,3,3,0,1,0,2,1,8,3.8,-27
11,11,2021-11-08,8683,NOP,A,DAL,L (-16),0,13:19,0,5,.000,0,2,.000,0,0,,2,3,5,0,0,0,2,0,0,-3.2,-25
18,12,2021-11-20,8695,NOP,A,IND,L (-17),0,12:00,3,8,.375,0,3,.000,8,8,1.000,1,5,6,3,0,0,0,0,14,13.9,+15
19,13,2021-11-22,8697,NOP,H,MIN,L (-14),0,6:04,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,1,1,2,0.6,+11
20,14,2021-11-24,8699,NOP,H,WAS,W (+25),0,5:26,2,7,.286,1,3,.333,0,0,,1,0,1,1,0,0,0,1,5,1.9,0
22,15,2021-11-27,8702,NOP,A,UTA,L (-22),0,8:17,3,5,.600,1,1,1.000,3,5,.600,2,0,2,0,0,0,0,0,10,8.3,+16
23,16,2021-11-29,8704,NOP,A,LAC,W (+19),0,2:25,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,1,0,1.0,0
24,17,2021-12-01,8706,NOP,H,DAL,L (-32),0,6:57,0,2,.000,0,1,.000,2,2,1.000,0,1,1,0,1,0,3,0,2,-1.1,-3
