Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
3,1,1999-02-09,7120,SEA,H,GSW,W (+19),0,4:26,2,5,.400,0,0,,0,0,,1,0,1,0,1,0,1,1,4,1.6,-5
5,2,1999-02-13,7124,SEA,H,DEN,W (+13),1,15:11,4,8,.500,0,0,,0,0,,2,3,5,0,0,0,3,0,8,3.3,-3
6,3,1999-02-16,7127,SEA,H,UTA,W (+15),1,14:05,2,4,.500,0,1,.000,0,0,,3,2,5,1,1,0,2,2,4,3.6,0
7,4,1999-02-17,7128,SEA,H,SAC,L (-3),1,15:02,2,6,.333,0,1,.000,0,0,,1,3,4,0,0,0,0,3,4,1.0,0
8,5,1999-02-20,7131,SEA,A,UTA,L (-30),1,12:19,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,-1.2,-15
9,6,1999-02-21,7132,SEA,H,LAL,W (+3),1,13:53,1,3,.333,0,0,,0,0,,1,0,1,1,3,0,0,2,2,3.9,+10
10,7,1999-02-23,7134,SEA,A,HOU,L (-12),1,4:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-1
11,8,1999-02-24,7135,SEA,A,SAS,L (-18),0,1:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
12,9,1999-02-26,7137,SEA,H,SAS,W (+10),0,2:08,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,1,1,-0.5,-7
20,10,1999-03-14,7153,SEA,H,LAC,W (+19),0,1:18,1,1,1.000,0,0,,1,1,1.000,0,0,0,0,0,0,0,0,3,2.7,+1
22,11,1999-03-19,7158,SEA,A,GSW,L (-12),0,4:14,1,2,.500,0,1,.000,0,0,,0,1,1,1,0,0,0,0,2,2.0,-2
24,12,1999-03-22,7161,SEA,H,PHI,W (+16),0,6:38,0,3,.000,0,1,.000,0,0,,1,0,1,0,0,0,1,2,0,-3.2,-11
