Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-10-25,19-264,POR,@,LAC,L (-12),1,35:50,5,11,.455,0,3,.000,1,1,1.000,1,2,3,4,0,0,4,2,11,4.6,-16
2,2,2023-10-27,19-266,POR,,ORL,L (-5),1,25:00,3,12,.250,1,5,.200,0,0,,2,1,3,2,1,0,5,5,7,-3.1,-3
3,3,2023-10-29,19-268,POR,@,PHI,L (-28),1,26:30,2,7,.286,0,4,.000,0,0,,0,1,1,3,0,1,4,5,4,-3.0,-17
4,4,2023-10-30,19-269,POR,@,TOR,W (+8),1,34:25,4,12,.333,0,6,.000,3,4,.750,0,4,4,7,2,0,4,6,11,5.5,+1
5,5,2023-11-01,19-271,POR,@,DET,W (+9),1,20:10,4,10,.400,1,3,.333,2,2,1.000,0,0,0,7,0,0,3,2,11,6.7,-11
6,,2023-11-03,19-273,POR,,MEM,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,,2023-11-05,19-275,POR,,MEM,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,,2023-11-08,19-278,POR,@,SAC,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,,2023-11-12,19-282,POR,@,LAL,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,,2023-11-14,19-284,POR,@,UTA,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,,2023-11-15,19-285,POR,,CLE,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,,2023-11-17,19-287,POR,,LAL,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,,2023-11-19,19-289,POR,,OKC,L (-43),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,,2023-11-21,19-291,POR,@,PHO,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,6,2023-11-22,19-292,POR,,UTA,W (+16),0,16:40,1,7,.143,0,3,.000,1,2,.500,1,2,3,7,0,0,3,4,3,-0.3,+15
16,7,2023-11-26,19-296,POR,@,MIL,L (-6),0,27:11,5,10,.500,3,4,.750,0,0,,1,3,4,1,0,0,2,5,13,6.3,+2
17,8,2023-11-27,19-297,POR,@,IND,W (+4),0,21:55,4,10,.400,2,3,.667,3,6,.500,1,2,3,1,1,0,4,5,13,3.4,+10
18,9,2023-11-30,19-300,POR,@,CLE,W (+8),0,21:42,1,8,.125,0,5,.000,0,0,,0,1,1,7,0,0,3,2,2,-1.8,+12
19,10,2023-12-02,19-302,POR,@,UTA,L (-5),0,21:17,6,15,.400,2,5,.400,3,4,.750,2,3,5,3,1,0,2,5,17,9.9,-5
20,11,2023-12-06,19-306,POR,@,GSW,L (-4),0,25:52,4,9,.444,0,3,.000,1,2,.500,2,0,2,4,1,0,1,5,9,6.1,-15
21,12,2023-12-08,19-308,POR,,DAL,L (-13),0,30:18,4,17,.235,0,6,.000,2,3,.667,1,2,3,3,0,0,4,4,10,-2.9,-19
22,13,2023-12-11,19-311,POR,@,LAC,L (-5),0,29:39,8,16,.500,3,4,.750,0,0,,1,3,4,6,0,2,3,5,19,13.2,+11
23,14,2023-12-14,19-314,POR,,UTA,L (-8),0,35:03,9,21,.429,2,7,.286,3,3,1.000,0,2,2,10,1,0,4,1,23,16.1,0
24,15,2023-12-16,19-316,POR,,DAL,L (-11),0,24:05,5,10,.500,1,1,1.000,2,2,1.000,0,3,3,2,0,1,3,3,13,6.8,-8
25,16,2023-12-17,19-317,POR,,GSW,L (-4),0,21:46,4,9,.444,1,4,.250,5,5,1.000,0,1,1,2,1,0,1,2,14,10.2,0
26,17,2023-12-19,19-319,POR,,PHO,W (+5),0,29:33,3,9,.333,0,2,.000,3,3,1.000,1,3,4,5,0,0,5,4,9,2.4,-5
27,18,2023-12-21,19-321,POR,,WAS,L (-1),0,26:17,0,5,.000,0,0,,4,4,1.000,0,4,4,2,0,0,1,3,4,0.9,+7
28,19,2023-12-23,19-323,POR,@,GSW,L (-20),0,22:48,4,9,.444,2,4,.500,2,4,.500,0,1,1,2,3,0,2,4,12,7.6,-12
29,20,2023-12-26,19-326,POR,,SAC,W (+17),0,28:02,6,15,.400,1,3,.333,4,4,1.000,1,0,1,11,0,0,1,2,17,15.5,+21
30,21,2023-12-28,19-328,POR,,SAS,L (-13),1,36:19,8,23,.348,3,7,.429,6,6,1.000,2,1,3,4,1,0,6,5,25,9.6,-6
31,22,2023-12-29,19-329,POR,,SAS,W (+6),1,36:41,9,21,.429,3,5,.600,1,2,.500,4,3,7,11,1,1,4,5,22,17.6,-2
32,23,2024-01-01,19-332,POR,@,PHO,L (-21),1,33:48,7,18,.389,1,3,.333,2,4,.500,0,3,3,6,1,2,5,1,17,8.5,-18
33,24,2024-01-03,19-334,POR,@,DAL,L (-29),1,32:32,2,11,.182,1,4,.250,2,4,.500,1,4,5,7,0,0,6,4,7,-1.5,-28
34,25,2024-01-05,19-336,POR,@,DAL,L (-36),1,33:13,7,15,.467,3,7,.429,0,0,,1,2,3,10,1,0,1,0,17,17.6,-26
35,26,2024-01-07,19-338,POR,@,BRK,W (+7),1,29:33,3,8,.375,2,3,.667,2,2,1.000,1,2,3,4,0,0,2,2,10,6.9,-12
36,27,2024-01-09,19-340,POR,@,NYK,L (-28),1,24:52,3,8,.375,1,3,.333,1,2,.500,0,3,3,4,1,0,3,2,8,4.1,-26
37,28,2024-01-11,19-342,POR,@,OKC,L (-62),1,31:12,4,21,.190,1,9,.111,4,6,.667,2,4,6,2,1,0,3,3,13,-0.1,-56
38,29,2024-01-12,19-343,POR,@,MIN,L (-23),1,25:11,3,4,.750,0,0,,2,7,.286,0,2,2,4,0,0,6,2,8,1.0,-27
39,30,2024-01-14,19-345,POR,,PHO,L (-11),1,39:54,11,31,.355,4,9,.444,7,9,.778,4,3,7,9,3,0,3,3,33,23.7,-12
