Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2009-10-28,8024,DEN,H,UTA,W (+9),0,26:25,7,13,.538,0,2,.000,3,3,1.000,1,3,4,6,1,0,1,2,17,15.7,+12
2,2,2009-10-29,8025,DEN,A,POR,W (+3),0,17:01,3,5,.600,0,0,,1,2,.500,0,1,1,1,2,0,0,1,7,6.9,-10
3,3,2009-11-01,8028,DEN,H,MEM,W (+10),0,21:38,3,8,.375,2,3,.667,0,0,,0,1,1,3,1,0,1,1,8,5.6,+7
4,4,2009-11-03,8030,DEN,A,IND,W (+18),0,13:25,1,3,.333,0,0,,2,2,1.000,1,2,3,1,1,0,2,0,4,3.3,+1
5,5,2009-11-04,8031,DEN,A,NJN,W (+28),0,27:49,9,10,.900,3,3,1.000,2,2,1.000,0,4,4,2,1,0,1,1,23,21.8,+15
6,6,2009-11-06,8033,DEN,A,MIA,L (-8),0,23:39,5,10,.500,1,3,.333,0,0,,2,0,2,2,1,0,0,2,11,9.0,+18
7,7,2009-11-07,8034,DEN,A,ATL,L (-25),0,26:57,3,7,.429,0,1,.000,4,4,1.000,0,1,1,4,0,0,3,1,10,6.0,-7
8,8,2009-11-10,8037,DEN,A,CHI,W (+1),0,18:01,3,6,.500,2,3,.667,0,0,,1,1,2,1,0,0,2,0,8,4.7,+11
9,9,2009-11-11,8038,DEN,A,MIL,L (-6),0,21:22,1,5,.200,0,2,.000,0,0,,1,0,1,5,2,0,1,2,2,3.3,+1
10,10,2009-11-13,8040,DEN,H,LAL,W (+26),0,21:44,4,7,.571,1,1,1.000,4,4,1.000,0,1,1,6,1,0,0,1,13,14.8,+7
11,11,2009-11-17,8044,DEN,H,TOR,W (+18),0,22:56,1,3,.333,0,0,,2,4,.500,0,0,0,6,2,0,3,1,4,4.3,+10
12,12,2009-11-20,8047,DEN,A,LAC,L (-7),0,17:38,3,4,.750,2,2,1.000,4,4,1.000,1,1,2,0,0,0,1,2,12,9.6,-4
13,13,2009-11-21,8048,DEN,H,CHI,W (+19),0,21:52,3,5,.600,0,1,.000,3,4,.750,0,0,0,3,1,0,0,2,9,8.6,+24
14,14,2009-11-24,8051,DEN,H,NJN,W (+14),0,22:26,2,5,.400,0,1,.000,0,0,,1,1,2,5,1,0,4,1,4,2.4,-2
15,15,2009-11-25,8052,DEN,A,MIN,W (+13),0,22:50,3,9,.333,1,2,.500,1,3,.333,0,5,5,6,0,1,2,2,8,5.7,0
16,16,2009-11-27,8054,DEN,H,NYK,W (+3),0,16:17,1,3,.333,0,0,,0,0,,3,0,3,6,0,0,0,0,2,6.6,+5
17,17,2009-11-29,8056,DEN,H,MIN,L (-6),0,17:28,3,4,.750,0,1,.000,0,0,,0,1,1,3,1,0,4,1,6,3.4,-4
18,18,2009-12-01,8058,DEN,H,GSW,W (+28),0,24:04,5,7,.714,1,1,1.000,2,3,.667,1,4,5,5,0,0,0,2,13,14.3,+22
19,19,2009-12-03,8060,DEN,H,MIA,W (+18),0,21:15,2,4,.500,0,0,,2,2,1.000,0,0,0,1,0,0,1,1,6,3.3,+5
20,20,2009-12-05,8062,DEN,A,SAS,W (+7),0,21:26,3,6,.500,0,0,,5,7,.714,1,2,3,2,1,0,1,2,11,9.1,-1
21,21,2009-12-07,8064,DEN,A,PHI,W (+10),0,23:36,4,9,.444,1,2,.500,3,4,.750,1,5,6,4,1,1,1,2,12,11.8,+17
22,22,2009-12-08,8065,DEN,A,CHA,L (-12),0,18:42,2,5,.400,1,2,.500,0,0,,0,0,0,2,1,0,1,0,5,3.7,+1
23,23,2009-12-10,8067,DEN,A,DET,L (-2),0,15:28,0,1,.000,0,1,.000,0,0,,1,2,3,4,1,0,3,3,0,0.2,-6
24,24,2009-12-12,8069,DEN,H,PHO,W (+6),0,11:46,0,1,.000,0,0,,2,2,1.000,0,1,1,1,1,0,2,3,2,0.1,-18
25,25,2009-12-14,8071,DEN,H,OKC,W (+9),0,14:41,1,3,.333,0,0,,1,2,.500,0,0,0,4,1,0,2,1,3,2.3,+8
26,26,2009-12-16,8073,DEN,H,HOU,W (+10),0,21:43,3,8,.375,0,0,,0,0,,3,0,3,6,2,0,1,1,6,8.5,+9
27,27,2009-12-18,8075,DEN,A,NOH,L (-6),0,25:34,6,10,.600,2,4,.500,0,0,,0,3,3,2,0,0,2,2,14,8.9,+12
28,28,2009-12-20,8077,DEN,A,MEM,L (-6),1,17:53,0,3,.000,0,2,.000,0,0,,0,0,0,2,0,0,1,2,0,-2.5,-11
29,29,2009-12-23,8080,DEN,H,ATL,W (+20),1,25:45,7,11,.636,0,2,.000,2,3,.667,3,3,6,5,0,0,2,1,16,14.8,+8
30,30,2009-12-25,8082,DEN,A,POR,L (-11),0,18:27,0,3,.000,0,1,.000,2,2,1.000,1,1,2,1,0,0,0,2,2,0.8,-3
31,31,2009-12-27,8084,DEN,H,DAL,L (-8),1,29:32,6,11,.545,1,2,.500,3,3,1.000,2,1,3,4,2,0,2,2,16,14.4,-1
32,32,2009-12-28,8085,DEN,A,SAC,L (-5),1,38:08,5,13,.385,0,2,.000,2,2,1.000,2,2,4,6,2,0,1,4,12,10.5,+2
33,33,2010-01-02,8090,DEN,A,UTA,W (+10),1,38:02,9,14,.643,1,1,1.000,4,5,.800,0,2,2,9,3,0,3,2,23,22.5,+17
34,34,2010-01-03,8091,DEN,H,PHI,L (-3),1,30:53,8,13,.615,1,2,.500,6,7,.857,1,2,3,9,0,0,0,3,23,23.1,+3
35,35,2010-01-05,8093,DEN,H,GSW,W (+1),1,34:45,8,12,.667,3,5,.600,2,4,.500,0,1,1,8,1,0,3,1,21,18.5,-3
40,36,2010-01-17,8105,DEN,H,UTA,W (+7),0,26:37,3,7,.429,1,3,.333,4,5,.800,0,0,0,1,2,0,1,1,11,8.2,0
41,37,2010-01-20,8108,DEN,A,GSW,W (+5),0,16:45,1,5,.200,0,1,.000,3,3,1.000,1,1,2,0,1,0,0,2,5,3.1,+1
42,38,2010-01-21,8109,DEN,H,LAC,W (+20),0,20:03,4,6,.667,2,3,.667,1,2,.500,1,5,6,4,1,0,0,1,11,13.6,+3
43,39,2010-01-23,8111,DEN,H,NOH,W (+6),0,21:16,2,7,.286,0,1,.000,4,6,.667,1,1,2,6,0,0,1,1,8,6.9,-1
44,40,2010-01-25,8113,DEN,H,CHA,W (+11),0,16:35,1,5,.200,0,0,,0,0,,0,1,1,0,0,0,1,1,2,-2.2,-1
45,41,2010-01-27,8115,DEN,A,HOU,W (+5),0,23:47,3,7,.429,0,1,.000,2,2,1.000,1,0,1,0,0,0,0,3,8,3.8,+11
46,42,2010-01-29,8117,DEN,A,OKC,L (-17),0,25:45,2,7,.286,1,3,.333,0,0,,0,1,1,3,1,0,2,2,5,1.5,-11
47,43,2010-01-31,8119,DEN,A,SAS,W (+14),0,13:46,0,3,.000,0,0,,2,4,.500,1,1,2,0,0,0,1,2,2,-1.7,-4
48,44,2010-02-01,8120,DEN,H,SAC,W (+3),0,27:26,6,10,.600,1,1,1.000,2,2,1.000,0,3,3,2,1,0,1,2,15,11.9,+5
49,45,2010-02-03,8122,DEN,H,PHO,L (-12),0,20:04,3,3,1.000,0,0,,3,3,1.000,0,0,0,0,1,0,1,1,9,7.7,-10
50,46,2010-02-05,8124,DEN,A,LAL,W (+13),0,19:18,5,6,.833,1,1,1.000,2,2,1.000,1,0,1,3,1,0,1,2,13,12.8,+8
51,47,2010-02-06,8125,DEN,A,UTA,L (-10),1,36:32,8,13,.615,1,2,.500,8,11,.727,2,2,4,4,1,0,2,3,25,20.5,-1
52,48,2010-02-09,8128,DEN,H,DAL,W (+36),0,20:51,6,8,.750,0,1,.000,1,2,.500,2,3,5,7,0,0,1,2,13,14.8,+17
53,49,2010-02-11,8130,DEN,H,SAS,L (-19),0,19:36,1,2,.500,0,1,.000,2,2,1.000,0,0,0,5,0,0,2,1,4,4.1,-9
54,50,2010-02-18,8137,DEN,A,CLE,W (+2),0,15:00,1,2,.500,0,0,,0,0,,1,0,1,1,2,0,1,2,2,2.6,-2
55,51,2010-02-19,8138,DEN,A,WAS,L (-10),0,14:48,2,4,.500,0,0,,2,2,1.000,0,1,1,3,0,0,1,0,6,5.4,-7
56,52,2010-02-21,8140,DEN,H,BOS,W (+9),0,13:23,2,3,.667,0,0,,0,2,.000,1,1,2,2,1,0,1,0,4,4.3,-8
57,53,2010-02-25,8144,DEN,A,GSW,W (+15),0,23:19,5,8,.625,2,3,.667,0,2,.000,2,1,3,3,0,0,4,1,12,7.0,-1
58,54,2010-02-26,8145,DEN,H,DET,W (+5),0,14:03,1,2,.500,0,0,,0,0,,0,1,1,4,0,0,4,0,2,0.1,+11
59,55,2010-02-28,8147,DEN,A,LAL,L (-6),0,6:07,1,3,.333,0,1,.000,4,4,1.000,0,0,0,0,0,0,0,0,6,4.3,+2
72,56,2010-03-24,8171,DEN,A,BOS,L (-14),0,8:17,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,3,0,2,-1.3,+2
73,57,2010-03-26,8173,DEN,A,TOR,W (+1),0,3:13,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-7
75,58,2010-03-29,8176,DEN,A,DAL,L (-16),0,19:31,5,9,.556,0,2,.000,0,0,,0,2,2,1,0,0,1,1,10,5.6,+10
76,59,2010-04-01,8179,DEN,H,POR,W (+17),0,7:44,1,2,.500,0,0,,0,0,,0,2,2,1,1,0,0,1,2,2.9,+5
77,60,2010-04-03,8181,DEN,H,LAC,W (+8),0,28:19,4,7,.571,0,2,.000,0,1,.000,1,2,3,4,1,0,1,1,8,8.0,+11
78,61,2010-04-07,8185,DEN,A,OKC,W (+4),0,4:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6
79,62,2010-04-08,8186,DEN,H,LAL,W (+2),0,9:01,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,0,0,2,2.7,-7
80,63,2010-04-10,8188,DEN,H,SAS,L (-19),0,5:48,1,2,.500,0,0,,2,4,.500,0,0,0,3,0,0,0,0,4,4.3,+1
81,64,2010-04-12,8190,DEN,H,MEM,W (+22),0,20:02,2,5,.400,1,2,.500,0,0,,0,2,2,5,1,0,0,2,5,6.6,+10
82,65,2010-04-13,8191,DEN,A,PHO,L (-22),0,25:13,5,9,.556,1,2,.500,2,3,.667,0,1,1,5,1,0,1,2,13,11.3,+1
1,1,2010-10-27,8388,DEN,H,UTA,W (+22),0,24:25,3,6,.500,0,1,.000,4,4,1.000,0,0,0,4,2,0,1,4,10,9.2,+6
2,2,2010-10-29,8390,DEN,A,NOH,L (-6),0,17:07,2,5,.400,0,1,.000,0,2,.000,2,1,3,1,2,0,2,0,4,2.9,-16
3,3,2010-10-30,8391,DEN,A,HOU,W (+13),0,19:54,2,7,.286,0,2,.000,0,0,,1,2,3,3,0,0,4,3,4,-1.9,+9
4,4,2010-11-03,8395,DEN,H,DAL,L (-1),0,28:12,4,9,.444,0,2,.000,1,3,.333,0,2,2,9,0,0,1,3,9,8.2,+5
5,5,2010-11-05,8397,DEN,H,LAC,W (+7),0,19:59,4,8,.500,0,2,.000,0,1,.000,2,0,2,3,0,0,0,2,8,6.3,-5
6,6,2010-11-06,8398,DEN,A,DAL,W (+11),0,24:59,4,11,.364,1,3,.333,1,2,.500,1,0,1,5,3,0,2,1,10,8.3,+14
7,7,2010-11-08,8400,DEN,A,CHI,L (-2),0,20:48,0,2,.000,0,1,.000,1,2,.500,0,2,2,3,0,0,2,1,1,-0.5,-7
8,8,2010-11-09,8401,DEN,A,IND,L (-31),0,27:34,8,14,.571,1,2,.500,2,2,1.000,1,2,3,3,0,0,0,2,19,15.0,-20
9,9,2010-11-11,8403,DEN,H,LAL,W (+6),0,22:40,5,10,.500,1,2,.500,6,8,.750,1,1,2,5,0,0,1,0,17,14.7,+16
10,10,2010-11-15,8407,DEN,A,PHO,L (-6),0,26:47,4,10,.400,1,3,.333,0,2,.000,0,1,1,3,0,0,0,1,9,4.8,0
11,11,2010-11-16,8408,DEN,H,NYK,W (+2),0,24:17,3,8,.375,0,1,.000,0,4,.000,1,3,4,3,0,1,1,1,6,3.0,-3
12,12,2010-11-18,8410,DEN,A,POR,L (-3),0,20:48,0,4,.000,0,1,.000,1,2,.500,1,1,2,5,0,0,2,2,1,-0.5,-6
13,13,2010-11-20,8412,DEN,H,NJN,W (+4),0,20:25,6,8,.750,3,4,.750,0,0,,0,1,1,3,0,0,0,1,15,13.8,+3
14,14,2010-11-22,8414,DEN,A,GSW,W (+17),1,33:02,5,8,.625,2,3,.667,2,2,1.000,0,4,4,5,0,0,3,3,14,10.9,+17
15,15,2010-11-26,8418,DEN,H,CHI,W (+1),1,33:31,7,14,.500,3,6,.500,0,0,,0,1,1,3,1,0,4,1,17,9.0,+3
16,16,2010-11-28,8420,DEN,H,PHO,W (+5),0,27:03,4,7,.571,2,3,.667,5,6,.833,1,1,2,7,0,0,0,2,15,16.4,-8
17,17,2010-12-01,8423,DEN,H,MIL,W (+11),0,18:44,0,3,.000,0,1,.000,0,2,.000,0,1,1,1,0,0,0,0,0,-1.9,-3
18,18,2010-12-03,8425,DEN,H,LAC,W (+5),0,16:20,4,6,.667,3,4,.750,0,0,,1,1,2,2,3,0,3,1,11,10.4,-2
19,19,2010-12-05,8427,DEN,H,MEM,W (+1),0,17:07,0,2,.000,0,1,.000,1,2,.500,0,4,4,6,0,0,1,2,1,2.8,+7
20,20,2010-12-07,8429,DEN,A,CHA,L (-2),0,19:12,2,4,.500,0,2,.000,0,0,,1,0,1,5,1,0,1,3,4,5.0,-8
21,21,2010-12-08,8430,DEN,A,BOS,L (-16),0,33:49,9,14,.643,0,1,.000,6,7,.857,0,2,2,7,3,0,3,2,24,22.1,+4
22,22,2010-12-10,8432,DEN,A,TOR,W (+7),0,19:14,3,6,.500,1,2,.500,1,1,1.000,1,1,2,3,0,0,2,0,8,6.1,-8
