Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1988-11-04,8159,PHO,A,POR,L (-15),0,8:00,1,2,.500,0,0,,2,4,.500,3,1,4,0,0,0,0,3,4,3.4,
2,2,1988-11-05,8160,PHO,A,GSW,L (-13),0,3:00,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,1,0,-1.1,
3,3,1988-11-11,8166,PHO,H,GSW,W (+38),0,7:00,1,1,1.000,0,0,,2,2,1.000,1,1,2,0,0,1,1,3,4,3.2,
4,4,1988-11-12,8167,PHO,A,LAC,L (-11),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,
5,5,1988-11-15,8170,PHO,A,SAC,W (+30),0,4:00,0,0,,0,0,,0,0,,0,0,0,0,2,0,0,2,0,1.2,
6,6,1988-11-16,8171,PHO,H,IND,W (+19),0,1:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,
7,7,1988-11-19,8174,PHO,A,UTA,L (-13),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,
8,8,1988-11-25,8180,PHO,H,SEA,W (+5),1,22:00,0,2,.000,0,0,,2,4,.500,1,4,5,1,0,3,0,4,2,2.9,
9,9,1988-11-26,8181,PHO,A,SAS,L (-13),1,12:00,0,1,.000,0,0,,0,0,,2,2,4,0,0,1,1,4,0,-0.6,
10,10,1988-11-29,8184,PHO,A,HOU,W (+17),1,5:00,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,1.4,
11,11,1988-12-02,8187,PHO,H,HOU,W (+15),1,12:00,1,6,.167,0,0,,0,0,,4,3,7,0,0,2,0,2,2,2.5,
12,12,1988-12-03,8188,PHO,H,LAC,W (+8),1,10:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,1,0,5,0,-1.7,
13,13,1988-12-06,8191,PHO,H,WSB,W (+38),1,13:00,1,2,.500,0,0,,0,0,,0,2,2,0,0,2,2,6,2,-1.4,
14,14,1988-12-07,8192,PHO,A,LAL,L (-14),1,19:00,4,6,.667,0,0,,2,3,.667,3,4,7,0,1,3,0,2,10,12.6,
15,15,1988-12-09,8194,PHO,H,GSW,W (+5),1,7:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1.8,
16,16,1988-12-13,8198,PHO,A,SEA,L (-10),1,8:00,1,1,1.000,0,0,,2,2,1.000,2,3,5,0,1,0,1,2,4,5.2,
17,17,1988-12-16,8201,PHO,H,POR,W (+7),1,14:00,1,3,.333,0,0,,2,2,1.000,2,0,2,0,0,1,1,3,4,2.2,
18,18,1988-12-17,8202,PHO,A,POR,L (-18),1,15:00,1,3,.333,0,0,,2,2,1.000,1,0,1,0,3,1,0,4,4,5.1,
19,19,1988-12-20,8205,PHO,H,SAS,W (+18),1,10:00,3,3,1.000,0,0,,0,0,,0,0,0,0,0,1,2,2,6,3.0,
20,20,1988-12-22,8207,PHO,A,DEN,W (+8),1,4:00,0,0,,0,0,,0,0,,0,3,3,0,0,1,1,3,0,-0.6,
21,21,1988-12-23,8208,PHO,H,DEN,W (+12),1,12:00,2,3,.667,0,0,,0,0,,0,3,3,0,1,1,1,1,4,3.9,
22,22,1988-12-26,8211,PHO,H,LAL,W (+15),1,6:00,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0.3,
23,23,1988-12-28,8213,PHO,A,DET,L (-6),1,6:00,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,1,2,2,0.2,
24,24,1988-12-30,8215,PHO,A,NJN,W (+7),1,6:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,2,0,1,0,0.6,
25,25,1989-01-02,8218,PHO,A,WSB,W (+3),1,8:00,2,2,1.000,0,0,,1,1,1.000,2,0,2,0,1,1,0,5,5,5.5,
26,26,1989-01-04,8220,PHO,A,BOS,W (+2),1,20:00,2,4,.500,0,0,,0,0,,1,5,6,1,2,0,0,2,4,6.1,
27,27,1989-01-06,8222,PHO,H,DAL,W (+9),1,5:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,
28,28,1989-01-07,8223,PHO,H,MIA,W (+8),1,14:00,0,2,.000,0,0,,2,2,1.000,1,3,4,0,0,2,3,1,2,0.2,
29,29,1989-01-09,8225,PHO,A,GSW,L (-6),1,8:00,0,2,.000,0,0,,0,0,,1,3,4,0,0,2,1,3,0,-0.6,
30,30,1989-01-11,8227,PHO,H,CLE,L (-3),1,8:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,1,0,-0.5,
31,31,1989-01-13,8229,PHO,H,SAC,W (+21),0,4:00,0,1,.000,0,0,,0,0,,0,0,0,0,1,1,0,4,0,-0.6,
32,32,1989-01-16,8232,PHO,A,CLE,L (-16),0,1:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,
33,33,1989-01-30,8246,PHO,H,DEN,W (+26),0,3:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,3,2,0.5,
34,34,1989-02-04,8251,PHO,H,ATL,L (-2),0,2:00,0,1,.000,0,0,,0,0,,0,2,2,0,0,1,0,0,0,0.6,
35,35,1989-02-06,8253,PHO,H,UTA,W (+17),0,4:00,0,3,.000,0,0,,0,0,,1,1,2,0,0,0,1,1,0,-2.5,
36,36,1989-02-15,8262,PHO,H,SEA,W (+23),0,4:00,3,3,1.000,0,0,,0,0,,2,0,2,0,0,1,1,1,6,5.8,
