Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
4,1,2000-02-17,8603,MIL,H,IND,L (-2),0,4:43,2,4,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,4,1.6,-1
5,2,2000-02-19,8605,MIL,H,VAN,L (-11),0,4:31,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-3
6,3,2000-02-22,8608,MIL,A,WAS,L (-25),0,15:14,1,6,.167,0,0,,0,0,,0,0,0,4,0,0,3,2,2,-2.8,+2
8,4,2000-02-25,8611,MIL,H,PHI,L (-14),0,5:40,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,+4
9,5,2000-02-27,8613,MIL,H,ORL,W (+7),0,15:13,2,4,.500,1,1,1.000,0,0,,0,0,0,3,0,0,0,2,5,4.3,-8
10,6,2000-03-02,8617,MIL,A,NYK,L (-15),0,15:45,0,5,.000,0,2,.000,0,0,,1,1,2,1,1,0,0,1,0,-1.2,-2
12,7,2000-03-06,8621,MIL,H,ATL,W (+33),0,12:06,0,2,.000,0,0,,0,0,,0,0,0,6,0,0,1,1,0,1.4,-1
13,8,2000-03-08,8623,MIL,A,BOS,L (-11),0,1:05,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,1.4,+1
14,9,2000-03-10,8625,MIL,H,NJN,L (-28),0,21:52,0,5,.000,0,2,.000,0,0,,0,0,0,7,2,0,3,0,0,0.4,-14
15,10,2000-03-12,8627,MIL,H,CLE,W (+31),0,6:15,3,3,1.000,0,0,,0,0,,0,0,0,1,1,0,2,1,6,4.4,+6
16,11,2000-03-14,8629,MIL,A,MIA,L (-4),0,12:21,1,4,.250,0,1,.000,0,0,,1,0,1,2,0,0,1,1,2,0.3,-5
17,12,2000-03-16,8631,MIL,H,HOU,W (+10),0,14:36,1,6,.167,0,0,,2,2,1.000,1,1,2,0,0,0,1,3,4,-1.0,-8
18,13,2000-03-18,8633,MIL,A,NJN,L (-2),0,5:42,0,1,.000,0,0,,0,0,,0,0,0,2,0,0,0,0,0,0.7,-2
19,14,2000-03-19,8634,MIL,A,MIN,L (-27),0,27:25,0,4,.000,0,0,,0,0,,0,2,2,3,1,0,1,2,0,-0.9,+4
20,15,2000-03-23,8638,MIL,A,IND,W (+21),0,15:29,1,2,.500,0,0,,1,2,.500,0,0,0,7,1,0,1,2,3,5.7,+7
21,16,2000-03-24,8639,MIL,H,MIA,L (-12),0,13:53,0,0,,0,0,,0,0,,0,3,3,2,0,0,2,0,0,0.3,-6
22,17,2000-03-26,8641,MIL,H,BOS,W (+15),0,13:43,1,3,.333,0,0,,0,0,,0,2,2,3,1,0,1,3,2,1.8,-8
23,18,2000-03-30,8645,MIL,A,LAC,W (+19),0,20:48,2,5,.400,0,0,,0,0,,0,1,1,2,2,0,2,2,4,2.2,-1
24,19,2000-04-01,8647,MIL,A,POR,L (-34),0,18:49,2,4,.500,1,1,1.000,0,0,,0,1,1,4,0,0,1,0,5,5.1,-10
25,20,2000-04-02,8648,MIL,A,GSW,W (+4),0,9:55,0,3,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,2,0,-1.5,-11
26,21,2000-04-04,8650,MIL,H,CHI,W (+19),0,9:22,1,3,.333,0,0,,0,0,,1,0,1,2,0,0,0,1,2,2.0,-10
28,22,2000-04-08,8654,MIL,H,NJN,W (+8),0,4:44,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-1.0,-11
29,23,2000-04-10,8656,MIL,H,ORL,W (+17),0,27:53,1,5,.200,1,2,.500,0,0,,0,3,3,5,0,0,2,2,3,1.5,+5
30,24,2000-04-12,8658,MIL,A,CLE,W (+1),0,16:10,1,5,.200,0,1,.000,0,0,,0,3,3,3,3,0,1,1,2,3.5,-10
31,25,2000-04-14,8660,MIL,H,CHH,L (-3),0,14:39,2,5,.400,0,1,.000,0,0,,0,1,1,3,0,0,2,1,4,1.3,-11
33,26,2000-04-17,8663,MIL,A,ORL,W (+2),0,11:05,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,3,0,2,-1.3,-9
34,27,2000-04-19,8665,MIL,H,WAS,W (+5),0,21:16,5,10,.500,0,0,,0,0,,1,0,1,4,0,0,0,0,10,8.5,-7
1,1,2000-10-31,8859,MIL,A,DAL,L (-4),0,0:20,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,0
2,2,2000-11-02,8861,MIL,A,HOU,L (-22),0,2:37,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-2
3,3,2000-11-04,8863,MIL,H,DET,W (+9),0,1:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6
8,4,2000-11-17,8876,MIL,H,CLE,W (+13),0,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
10,5,2000-11-22,8881,MIL,H,POR,L (-9),0,16:35,5,6,.833,1,2,.500,1,1,1.000,0,4,4,3,0,0,1,1,12,11.7,-5
11,6,2000-11-24,8883,MIL,H,CHH,L (-16),0,26:32,3,8,.375,1,3,.333,1,1,1.000,0,1,1,7,3,0,1,1,8,10.4,-2
12,7,2000-11-25,8884,MIL,A,WAS,L (-7),0,7:34,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,2,2,3,0.6,-4
13,8,2000-11-27,8886,MIL,A,ORL,W (+9),0,7:43,1,2,.500,0,1,.000,1,2,.500,0,1,1,3,1,0,1,1,3,3.6,+4
15,9,2000-11-30,8889,MIL,H,BOS,W (+11),0,0:43,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0
16,10,2000-12-02,8891,MIL,A,ATL,L (-7),0,6:51,2,2,1.000,0,0,,0,0,,0,1,1,2,1,0,1,1,4,4.7,+3
17,11,2000-12-03,8892,MIL,H,IND,W (+12),0,1:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
18,12,2000-12-06,8895,MIL,A,NJN,W (+22),0,4:22,0,1,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,0,0,1.0,+2
20,13,2000-12-09,8898,MIL,H,WAS,W (+8),0,0:22,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3
25,14,2000-12-21,8910,MIL,H,NJN,W (+2),0,2:21,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-7
28,15,2000-12-28,8917,MIL,A,CLE,W (+18),0,3:56,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,1,0,0,-1.7,-4
29,16,2000-12-30,8919,MIL,A,DEN,L (-7),1,17:48,1,4,.250,1,1,1.000,0,0,,0,0,0,2,0,0,0,3,3,0.8,-15
30,17,2001-01-02,8922,MIL,A,CHI,W (+34),0,10:07,0,2,.000,0,1,.000,0,2,.000,0,1,1,2,1,0,1,0,0,-0.5,-4
36,18,2001-01-13,8933,MIL,H,NJN,W (+34),0,8:09,2,4,.500,1,1,1.000,0,0,,1,2,3,0,0,0,1,0,5,3.3,+7
38,19,2001-01-16,8936,MIL,H,LAC,W (+21),0,4:56,0,2,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-0.4,-9
41,20,2001-01-23,8943,MIL,H,NYK,W (+14),0,1:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
42,21,2001-01-27,8947,MIL,H,DET,L (-5),0,0:20,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,1,0,0.3,+1
43,22,2001-01-29,8949,MIL,A,MIN,L (-3),0,16:19,1,3,.333,1,1,1.000,0,0,,0,0,0,8,1,0,0,1,3,7.5,+6
45,23,2001-02-03,8954,MIL,H,IND,W (+19),0,6:21,1,3,.333,0,0,,0,0,,0,0,0,1,0,0,0,0,2,1.0,-9
54,24,2001-02-25,8976,MIL,H,GSW,W (+27),0,9:25,0,2,.000,0,0,,0,0,,0,0,0,3,0,0,0,1,0,0.3,+4
56,25,2001-02-28,8979,MIL,A,IND,L (-13),0,2:56,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6,-1
57,26,2001-03-01,8980,MIL,H,HOU,L (-17),0,3:06,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,0.6,+4
62,27,2001-03-11,8990,MIL,A,CLE,L (-14),0,1:12,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0
65,28,2001-03-17,8996,MIL,H,PHI,W (+9),0,22:17,2,7,.286,0,4,.000,0,0,,0,2,2,8,0,0,0,4,4,4.5,+22
70,29,2001-03-26,9005,MIL,A,PHI,L (-12),0,12:49,2,3,.667,0,1,.000,2,2,1.000,1,0,1,1,0,0,1,2,6,4.3,+2
73,30,2001-04-01,9011,MIL,A,PHO,L (-7),0,22:52,4,6,.667,1,1,1.000,0,0,,0,2,2,8,1,0,2,2,9,10.8,-3
75,31,2001-04-04,9014,MIL,A,GSW,W (+30),0,10:47,0,4,.000,0,1,.000,2,2,1.000,0,1,1,5,2,0,1,1,2,3.6,+1
77,32,2001-04-08,9018,MIL,A,SEA,L (-13),0,1:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
78,33,2001-04-10,9020,MIL,H,CHI,W (+21),0,7:12,2,2,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,2,0,5,3.4,-4
79,34,2001-04-12,9022,MIL,H,UTA,W (+22),0,3:55,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-3
80,35,2001-04-14,9024,MIL,H,TOR,W (+26),0,8:14,0,2,.000,0,1,.000,2,2,1.000,0,2,2,3,1,0,3,0,2,1.3,+2
81,36,2001-04-16,9026,MIL,A,ORL,W (+12),0,0:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
82,37,2001-04-17,9027,MIL,A,MIA,L (-2),1,30:56,2,8,.250,0,3,.000,0,1,.000,0,6,6,6,1,0,1,2,4,4.0,+2
1,1,2001-10-30,9223,MIL,A,UTA,W (+7),0,9:57,2,2,1.000,2,2,1.000,0,0,,0,2,2,0,0,0,0,0,6,6.0,-6
2,2,2001-11-01,9225,MIL,A,DEN,W (+1),0,17:04,3,6,.500,0,0,,0,0,,0,2,2,5,0,0,0,1,6,6.7,+4
3,3,2001-11-03,9227,MIL,H,BOS,W (+6),0,12:20,0,4,.000,0,0,,0,0,,0,3,3,3,2,0,1,0,0,1.2,-3
4,4,2001-11-08,9232,MIL,H,MIA,W (+4),0,13:38,1,3,.333,0,0,,0,0,,1,3,4,3,0,0,1,1,2,2.6,+2
5,5,2001-11-10,9234,MIL,H,MIN,L (-16),0,15:13,5,8,.625,1,1,1.000,0,0,,1,4,5,2,2,0,2,1,11,10.3,+1
6,6,2001-11-14,9238,MIL,A,WAS,W (+9),0,19:18,3,6,.500,1,1,1.000,3,4,.750,0,0,0,5,1,0,2,1,10,8.7,+11
7,7,2001-11-17,9241,MIL,H,UTA,W (+11),1,38:35,4,11,.364,3,4,.750,3,4,.750,0,3,3,10,5,0,2,3,14,17.2,+16
8,8,2001-11-21,9245,MIL,H,CHI,W (+4),0,14:56,0,6,.000,0,2,.000,2,2,1.000,0,1,1,7,0,0,1,1,2,1.6,-13
9,9,2001-11-22,9246,MIL,A,TOR,W (+3),0,13:54,0,4,.000,0,3,.000,0,0,,0,0,0,0,1,0,0,1,0,-2.2,-2
10,10,2001-11-24,9248,MIL,H,ATL,W (+7),0,16:45,4,7,.571,2,2,1.000,0,0,,1,1,2,4,2,0,3,0,10,9.5,-9
11,11,2001-11-27,9251,MIL,A,LAL,L (-19),0,10:48,1,4,.250,1,3,.333,0,0,,0,2,2,3,0,0,1,0,3,2.3,0
12,12,2001-11-28,9252,MIL,A,PHO,L (-20),0,22:30,2,7,.286,0,1,.000,2,2,1.000,0,4,4,3,2,0,0,1,6,6.8,-2
13,13,2001-11-30,9254,MIL,A,POR,L (-6),0,5:42,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,-0.4,+5
14,14,2001-12-02,9256,MIL,A,SEA,L (-14),0,16:03,1,3,.333,0,1,.000,0,0,,0,1,1,5,2,1,3,1,2,3.4,-3
15,15,2001-12-04,9258,MIL,H,NYK,L (-14),0,0:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2
17,16,2001-12-08,9262,MIL,H,NJN,W (+16),0,3:52,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-1.0,-1
19,17,2001-12-14,9268,MIL,A,PHI,W (+16),0,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
20,18,2001-12-15,9269,MIL,H,IND,W (+20),0,4:18,0,3,.000,0,2,.000,0,0,,0,0,0,2,0,0,0,1,0,-1.1,-3
22,19,2001-12-20,9274,MIL,A,DAL,L (-12),0,4:39,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+5
23,20,2001-12-22,9276,MIL,A,HOU,L (-5),0,10:48,3,6,.500,0,2,.000,0,0,,0,1,1,3,0,0,0,0,6,5.4,-5
24,21,2001-12-23,9277,MIL,A,SAS,W (+10),0,11:44,0,1,.000,0,0,,0,0,,0,2,2,2,1,0,1,0,0,1.3,+4
25,22,2001-12-26,9280,MIL,H,ATL,W (+10),0,12:52,4,4,1.000,2,2,1.000,0,0,,1,1,2,3,0,0,0,1,10,11.5,-4
26,23,2001-12-28,9282,MIL,A,CHH,W (+16),0,14:28,2,6,.333,2,4,.500,0,0,,0,1,1,3,1,0,0,1,6,5.6,+11
27,24,2001-12-29,9283,MIL,H,SAS,W (+3),0,12:14,1,4,.250,1,2,.500,0,2,.000,1,1,2,8,1,0,1,0,3,6.4,+7
28,25,2001-12-31,9285,MIL,A,CHI,L (-7),0,17:13,3,7,.429,1,3,.333,0,0,,0,4,4,5,0,0,1,2,7,6.2,-5
29,26,2002-01-02,9287,MIL,A,MIN,L (-18),1,39:58,3,11,.273,1,5,.200,3,7,.429,1,4,5,8,2,0,2,3,10,8.2,-8
30,27,2002-01-05,9290,MIL,A,LAC,L (-3),0,9:58,0,1,.000,0,1,.000,0,0,,0,2,2,3,1,0,2,1,0,0.6,+7
31,28,2002-01-06,9291,MIL,A,SAC,L (-14),1,36:59,6,11,.545,2,3,.667,0,0,,1,3,4,6,2,1,5,3,14,11.0,-12
32,29,2002-01-08,9293,MIL,A,GSW,W (+16),0,1:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
33,30,2002-01-11,9296,MIL,H,WAS,W (+19),0,3:24,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,2,2.0,0
38,31,2002-01-19,9304,MIL,A,ATL,W (+9),0,13:11,2,4,.500,1,1,1.000,1,2,.500,0,0,0,4,0,0,1,2,6,4.6,+2
39,32,2002-01-21,9306,MIL,A,DET,W (+18),0,2:25,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-5
43,33,2002-01-29,9314,MIL,H,BOS,W (+19),0,3:00,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0,-1.0,-1
44,34,2002-01-31,9316,MIL,A,NJN,L (-25),0,3:37,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-1
48,35,2002-02-13,9329,MIL,H,CLE,L (-8),1,18:36,0,6,.000,0,3,.000,0,0,,0,1,1,4,0,0,1,1,0,-2.5,-9
49,36,2002-02-15,9331,MIL,H,MIA,L (-2),1,25:41,1,6,.167,1,3,.333,0,0,,0,0,0,10,0,0,1,2,3,4.4,-9
50,37,2002-02-17,9333,MIL,A,TOR,W (+5),0,3:30,0,1,.000,0,1,.000,0,0,,0,0,0,1,1,0,0,0,0,1.0,-1
51,38,2002-02-18,9334,MIL,H,CHH,L (-9),1,26:50,3,6,.500,1,1,1.000,0,0,,1,3,4,5,2,0,1,3,7,8.9,-12
52,39,2002-02-20,9336,MIL,H,HOU,W (+39),0,9:34,0,0,,0,0,,0,0,,1,1,2,5,1,0,1,1,0,4.1,+10
58,40,2002-03-03,9347,MIL,A,CLE,W (+10),1,21:14,4,11,.364,0,2,.000,0,0,,0,4,4,7,0,0,0,4,8,6.4,-8
59,41,2002-03-05,9349,MIL,A,NYK,L (-13),0,1:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
62,42,2002-03-26,9370,MIL,H,DAL,L (-6),0,15:09,2,5,.400,2,3,.667,0,2,.000,0,0,0,3,1,0,0,1,6,5.2,+3
63,43,2002-03-28,9372,MIL,H,DEN,W (+7),0,2:20,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-3
64,44,2002-03-29,9373,MIL,A,WAS,L (-9),0,3:58,1,4,.250,0,2,.000,0,0,,0,1,1,1,0,0,0,1,2,0.2,+7
65,45,2002-03-31,9375,MIL,A,BOS,L (-30),0,8:43,2,4,.500,2,2,1.000,0,0,,0,2,2,1,0,0,1,0,6,4.3,-5
66,46,2002-04-02,9377,MIL,A,ATL,L (-8),0,1:53,0,2,.000,0,1,.000,0,0,,1,0,1,1,0,0,0,1,0,-0.4,+2
67,47,2002-04-03,9378,MIL,H,WAS,W (+15),0,1:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
71,48,2002-04-10,9385,MIL,A,CLE,L (-25),0,13:38,1,4,.250,1,3,.333,4,4,1.000,0,2,2,1,2,0,2,1,7,5.5,-4
74,49,2002-04-16,9391,MIL,H,TOR,W (+16),0,1:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
75,50,2002-04-17,9392,MIL,A,DET,L (-34),0,8:28,1,4,.250,0,1,.000,0,0,,0,1,1,3,0,0,1,0,2,1.0,-6
1,1,2003-01-10,9660,TOR,H,NJN,L (-15),0,31:25,7,10,.700,2,4,.500,1,2,.500,1,4,5,3,3,0,5,1,17,14.0,-11
2,2,2003-01-12,9662,TOR,H,MIN,W (+14),0,29:50,5,7,.714,2,3,.667,0,0,,1,5,6,8,0,0,3,2,12,13.1,+3
3,3,2003-01-14,9664,TOR,A,WAS,W (+9),0,33:37,5,9,.556,3,5,.600,0,0,,0,4,4,11,2,0,3,5,13,14.6,+13
4,4,2003-01-15,9665,TOR,H,MIL,L (-12),0,34:32,5,14,.357,4,6,.667,0,0,,0,1,1,5,0,1,1,4,14,8.1,-11
5,5,2003-01-17,9667,TOR,A,NJN,L (-11),0,32:44,1,8,.125,0,5,.000,3,4,.750,0,5,5,8,0,0,5,5,5,-0.5,+1
6,6,2003-01-19,9669,TOR,H,ORL,L (-8),0,20:25,1,3,.333,0,1,.000,1,2,.500,0,1,1,1,1,0,1,2,3,1.1,-13
7,7,2003-01-20,9670,TOR,A,MIN,L (-8),0,19:37,1,5,.200,0,1,.000,0,0,,1,0,1,5,0,0,0,0,2,3.1,-19
8,8,2003-01-22,9672,TOR,A,IND,L (-3),0,21:24,3,6,.500,1,2,.500,2,2,1.000,0,3,3,2,0,0,0,2,9,7.5,-1
9,9,2003-01-26,9676,TOR,H,SAC,W (+4),0,19:17,1,4,.250,0,1,.000,0,0,,0,3,3,7,2,0,1,3,2,5.2,+6
10,10,2003-01-29,9679,TOR,A,NOH,L (-21),0,23:41,6,12,.500,0,3,.000,1,2,.500,1,0,1,2,2,0,1,2,13,8.9,-7
11,11,2003-01-31,9681,TOR,H,IND,W (+12),0,15:25,0,2,.000,0,0,,0,0,,0,0,0,6,0,0,3,3,0,-1.4,+7
