Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2022-10-19,20-248,DET,,ORL,W (+4),1,31:44,8,15,.533,2,4,.500,1,1,1.000,1,2,3,4,3,0,2,3,19,15.6,-4
2,2,2022-10-21,20-250,DET,@,NYK,L (-24),1,29:05,6,12,.500,1,4,.250,4,4,1.000,1,1,2,9,0,0,4,4,17,12.7,-5
3,3,2022-10-22,20-251,DET,@,IND,L (-9),1,34:28,6,13,.462,2,3,.667,3,6,.500,2,8,10,5,1,0,5,3,17,11.2,-4
4,4,2022-10-25,20-254,DET,@,WAS,L (-21),1,28:50,4,10,.400,1,3,.333,2,4,.500,0,2,2,4,2,0,0,5,11,8.2,-18
5,,2022-10-26,20-255,DET,,ATL,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,5,2022-10-28,20-257,DET,,ATL,L (-24),1,23:23,4,11,.364,2,6,.333,2,2,1.000,1,1,2,0,0,0,0,2,12,6.1,-12
7,6,2022-10-30,20-259,DET,,GSW,W (+14),1,31:29,5,11,.455,2,5,.400,3,5,.600,1,3,4,3,1,1,2,4,15,10.3,+16
8,7,2022-10-31,20-260,DET,@,MIL,L (-2),1,40:16,8,17,.471,0,4,.000,3,4,.750,2,5,7,1,2,0,3,3,19,11.3,-9
9,8,2022-11-02,20-262,DET,@,MIL,L (-25),1,30:15,3,11,.273,1,4,.250,0,0,,0,2,2,1,4,0,2,0,7,3.8,-13
10,9,2022-11-04,20-264,DET,,CLE,L (-24),1,34:11,6,13,.462,1,5,.200,5,6,.833,1,5,6,3,0,1,4,4,18,10.3,-21
11,10,2022-11-07,20-267,DET,,OKC,W (+9),1,33:51,6,15,.400,2,7,.286,1,1,1.000,3,8,11,6,2,3,2,2,15,16.9,+13
12,11,2022-11-09,20-269,DET,@,BOS,L (-16),1,31:23,6,12,.500,2,5,.400,5,7,.714,3,7,10,6,1,0,0,0,19,21.6,-19
13,12,2022-11-11,20-271,DET,@,NYK,L (-9),1,25:02,4,11,.364,0,1,.000,2,5,.400,1,2,3,4,2,0,4,1,10,4.4,-17
14,13,2022-11-12,20-272,DET,,BOS,L (-9),1,34:10,8,15,.533,4,6,.667,6,6,1.000,2,2,4,3,0,0,4,4,26,17.2,-4
15,14,2022-11-14,20-274,DET,,TOR,L (-4),1,34:16,6,16,.375,1,5,.200,8,10,.800,0,4,4,8,1,0,4,6,21,12.8,+3
16,15,2022-11-17,20-277,DET,@,LAC,L (-5),1,37:46,8,21,.381,1,7,.143,1,2,.500,1,3,4,5,0,0,4,5,18,5.2,-3
17,16,2022-11-18,20-278,DET,@,LAL,L (-7),1,33:32,5,18,.278,1,9,.111,6,8,.750,1,3,4,5,0,1,1,2,17,9.6,-7
18,17,2022-11-20,20-280,DET,@,SAC,L (-8),1,32:10,8,14,.571,4,4,1.000,4,6,.667,1,3,4,3,0,0,3,5,24,15.3,-14
19,18,2022-11-22,20-282,DET,@,DEN,W (+2),1,25:35,3,11,.273,1,4,.250,0,0,,1,5,6,5,1,0,4,2,7,2.4,-10
20,19,2022-11-23,20-283,DET,@,UTA,W (+9),1,32:03,5,13,.385,0,2,.000,6,7,.857,1,4,5,6,1,0,1,1,16,14.2,0
21,,2022-11-25,20-285,DET,@,PHO,L (-6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
