Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2018-10-17,8196,ATL,A,NYK,L (-19),0,4:17,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,0.3,+4
3,2,2018-10-21,8200,ATL,A,CLE,W (+22),0,0:53,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
6,3,2018-10-29,8208,ATL,A,PHI,L (-21),0,5:06,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,0,0,3,2.3,+1
7,4,2018-10-30,8209,ATL,A,CLE,L (-22),0,2:42,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,0,0,0.0,+3
26,5,2018-12-08,8248,ATL,H,DEN,W (+8),0,4:38,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,-5
27,6,2018-12-12,8252,ATL,A,DAL,L (-7),0,2:38,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-7
28,7,2018-12-14,8254,ATL,A,BOS,L (-21),0,4:27,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,+5
29,8,2018-12-16,8256,ATL,A,BRK,L (-17),0,2:45,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,1,0,1,0,3,3.4,+8
44,9,2019-01-15,8286,ATL,H,OKC,W (+16),0,15:27,1,4,.250,0,1,.000,0,0,,0,0,0,2,2,0,0,4,2,1.4,0
54,10,2019-02-07,8309,ATL,H,TOR,L (-18),0,2:15,1,2,.500,1,1,1.000,2,2,1.000,1,0,1,0,0,0,1,0,5,3.7,0
59,11,2019-02-22,8324,ATL,H,DET,L (-3),0,11:27,1,1,1.000,1,1,1.000,0,0,,0,0,0,4,0,0,1,1,3,4.1,+1
60,12,2019-02-23,8325,ATL,H,PHO,W (+8),0,14:23,0,1,.000,0,1,.000,0,0,,1,1,2,1,0,0,2,2,0,-1.8,-5
61,13,2019-02-25,8327,ATL,A,HOU,L (-8),0,13:29,2,4,.500,2,3,.667,0,0,,0,3,3,2,0,1,0,3,6,5.8,-13
62,14,2019-02-27,8329,ATL,H,MIN,W (+8),0,5:29,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-8
63,15,2019-03-01,8331,ATL,H,CHI,L (-7),0,11:52,1,4,.250,1,4,.250,0,0,,1,2,3,2,0,0,0,1,3,2.9,+5
64,16,2019-03-03,8333,ATL,A,CHI,W (+5),0,26:00,5,9,.556,4,7,.571,0,0,,0,4,4,4,0,0,3,1,14,10.3,-12
65,17,2019-03-04,8334,ATL,A,MIA,L (-1),0,18:13,3,5,.600,2,3,.667,0,0,,1,0,1,4,1,0,1,1,8,8.8,-3
