Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2,1,1996-11-03,8498,DEN,A,SAS,W (+9),0,0:53,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
3,2,1996-11-05,8500,DEN,H,LAC,L (-4),0,2:58,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-7
6,3,1996-11-10,8505,DEN,A,CLE,L (-15),0,8:12,1,2,.500,0,0,,2,2,1.000,1,0,1,0,1,0,0,0,4,4.7,+2
7,4,1996-11-11,8506,DEN,A,TOR,W (+11),0,19:11,2,4,.500,0,0,,1,8,.125,1,0,1,0,0,0,5,6,5,-6.5,-7
8,5,1996-11-13,8508,DEN,A,DET,L (-1),0,3:13,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,-2
9,6,1996-11-15,8510,DEN,A,BOS,W (+2),0,9:30,0,0,,0,0,,0,0,,0,3,3,0,0,1,0,1,0,1.2,0
10,7,1996-11-16,8511,DEN,A,NJN,L (-7),0,17:17,0,2,.000,0,0,,2,4,.500,1,2,3,2,0,1,0,3,2,2.0,-1
11,8,1996-11-19,8514,DEN,H,MIA,L (-18),0,13:08,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,1,6,2,-1.0,-3
12,9,1996-11-21,8516,DEN,H,CHI,L (-18),0,9:55,1,1,1.000,0,0,,0,0,,0,1,1,0,1,0,0,6,2,0.6,-1
13,10,1996-11-23,8518,DEN,A,POR,L (-40),0,15:32,1,3,.333,0,0,,1,2,.500,1,1,2,0,0,0,0,1,3,1.5,-11
14,11,1996-11-26,8521,DEN,H,PHO,W (+9),0,5:05,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,2,0,-1.1,-1
15,12,1996-11-27,8522,DEN,A,UTA,L (-4),0,3:48,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3
16,13,1996-11-29,8524,DEN,H,MIN,L (-5),0,4:05,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,3,0,-1.2,-2
17,14,1996-12-01,8526,DEN,A,LAL,L (-8),0,0:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2
18,15,1996-12-03,8528,DEN,A,GSW,L (-15),0,3:32,0,2,.000,0,0,,0,0,,1,0,1,0,1,0,0,0,0,0.3,-2
19,16,1996-12-05,8530,DEN,H,POR,L (-11),0,7:41,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,2,0,-1.5,0
20,17,1996-12-07,8532,DEN,H,UTA,L (-13),0,0:23,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+2
25,18,1996-12-18,8543,DEN,H,SAC,W (+16),0,1:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+5
26,19,1996-12-20,8545,DEN,H,VAN,W (+15),0,0:52,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,0
28,20,1996-12-26,8551,DEN,H,PHI,L (-29),0,7:54,0,0,,0,0,,0,2,.000,1,1,2,1,0,0,1,0,0,-0.1,-2
32,21,1997-01-07,8563,DEN,A,SAC,W (+13),0,15:34,1,2,.500,0,0,,0,0,,3,2,5,2,0,1,1,2,2,4.0,+6
33,22,1997-01-08,8564,DEN,H,SEA,L (-10),0,3:56,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,1,2,2,-0.1,+3
34,23,1997-01-10,8566,DEN,H,IND,L (-19),0,20:03,4,7,.571,0,0,,5,9,.556,1,3,4,0,2,1,0,2,13,11.6,-3
35,24,1997-01-11,8567,DEN,A,DAL,L (-5),0,11:54,2,4,.500,0,0,,1,2,.500,2,3,5,1,0,0,0,5,5,3.6,-3
36,25,1997-01-13,8569,DEN,H,CHH,L (-2),0,18:37,4,4,1.000,0,0,,0,0,,2,1,3,4,0,2,0,1,8,12.3,-13
37,26,1997-01-14,8570,DEN,A,PHO,L (-9),1,25:22,3,5,.600,0,0,,4,4,1.000,5,1,6,0,1,1,2,2,10,10.4,0
38,27,1997-01-16,8572,DEN,H,CLE,W (+1),1,37:50,5,8,.625,0,0,,0,0,,2,3,5,1,1,0,1,5,10,7.4,+10
39,28,1997-01-18,8574,DEN,H,DAL,L (-3),1,14:32,1,5,.200,0,0,,0,0,,4,2,6,0,0,0,2,2,2,-0.5,-9
40,29,1997-01-20,8576,DEN,H,NJN,W (+9),0,7:54,0,0,,0,0,,0,0,,1,2,3,0,0,1,0,1,0,1.6,-2
41,30,1997-01-22,8578,DEN,H,VAN,W (+10),0,3:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+5
44,31,1997-01-28,8584,DEN,A,UTA,L (-15),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
45,32,1997-01-30,8586,DEN,A,HOU,W (+4),0,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-2
47,33,1997-02-02,8589,DEN,H,ATL,W (+11),0,1:46,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0,-0.1,-1
49,34,1997-02-11,8598,DEN,A,SEA,L (-27),0,7:10,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,2,1,4,0.3,-2
50,35,1997-02-13,8600,DEN,H,LAL,L (-15),0,5:08,1,1,1.000,0,0,,0,0,,1,1,2,1,0,0,1,0,2,2.4,+13
55,36,1997-04-12,8658,IND,A,TOR,W (+11),0,4:54,1,1,1.000,0,0,,1,2,.500,0,0,0,0,1,0,1,0,3,2.3,+10
1,1,1997-10-31,8860,WAS,A,DET,L (-13),0,19:37,2,3,.667,0,0,,3,6,.500,1,3,4,1,1,0,2,2,7,5.0,+6
