Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2010-10-27,7336,LAC,H,POR,L (-10),0,0:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
2,2,2010-10-29,7338,LAC,A,GSW,L (-18),0,4:57,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+2
3,3,2010-10-31,7340,LAC,H,DAL,L (-16),0,23:14,3,9,.333,2,3,.667,1,2,.500,0,2,2,0,0,0,2,4,9,0.5,+1
4,4,2010-11-01,7341,LAC,H,SAS,L (-9),0,11:04,1,6,.167,0,1,.000,0,2,.000,3,2,5,1,0,0,1,0,2,-0.2,-11
5,5,2010-11-03,7343,LAC,H,OKC,W (+15),0,8:53,2,4,.500,1,1,1.000,0,0,,1,3,4,0,1,0,1,0,5,4.6,+6
6,6,2010-11-05,7345,LAC,A,DEN,L (-7),0,8:47,0,1,.000,0,0,,0,0,,0,2,2,1,2,0,1,0,0,1.6,+9
7,7,2010-11-06,7346,LAC,A,UTA,L (-2),0,5:38,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,1.6,+2
8,8,2010-11-09,7349,LAC,A,NOH,L (-19),0,29:46,7,10,.700,2,3,.667,4,5,.800,2,6,8,2,2,0,4,1,20,17.6,-7
9,9,2010-11-10,7350,LAC,A,SAS,L (-12),0,26:29,4,7,.571,1,1,1.000,1,2,.500,0,3,3,0,3,0,3,4,10,5.6,-8
10,10,2010-11-12,7352,LAC,H,DET,L (-6),1,19:26,2,5,.400,1,1,1.000,1,2,.500,3,2,5,1,2,1,3,2,6,5.2,+4
11,11,2010-11-15,7355,LAC,H,NJN,L (-14),1,28:20,5,11,.455,2,7,.286,2,2,1.000,0,5,5,1,1,0,1,1,14,10.1,-9
12,12,2010-11-17,7357,LAC,A,MIN,L (-2),1,28:05,7,11,.636,3,5,.600,0,0,,1,3,4,3,1,0,3,1,17,13.4,-3
13,13,2010-11-18,7358,LAC,A,IND,L (-27),1,27:36,3,9,.333,0,0,,6,8,.750,3,5,8,0,2,0,1,4,12,9.1,-5
14,14,2010-11-20,7360,LAC,H,NYK,L (-9),0,4:54,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1.2,-6
15,15,2010-11-22,7362,LAC,H,NOH,W (+4),1,36:18,6,11,.545,2,5,.400,2,2,1.000,0,4,4,1,2,2,4,3,16,10.8,+7
16,16,2010-11-25,7365,LAC,H,SAC,W (+18),1,27:07,5,8,.625,0,1,.000,2,3,.667,2,1,3,0,1,0,4,3,12,5.5,+13
17,17,2010-11-26,7366,LAC,A,PHO,L (-8),1,23:20,1,7,.143,1,3,.333,0,0,,0,2,2,1,0,1,2,1,3,-1.9,-7
18,18,2010-11-28,7368,LAC,H,UTA,L (-12),1,25:45,4,8,.500,4,4,1.000,0,0,,1,2,3,0,0,0,4,3,12,4.1,-11
19,19,2010-12-01,7371,LAC,H,SAS,W (+5),1,14:52,1,3,.333,0,1,.000,0,0,,1,0,1,0,1,1,1,1,2,1.3,+2
20,20,2010-12-03,7373,LAC,A,DEN,L (-5),1,14:48,2,6,.333,2,4,.500,1,2,.500,1,3,4,0,0,0,1,3,7,2.6,+2
21,21,2010-12-05,7375,LAC,A,POR,L (-9),1,13:52,3,7,.429,1,3,.333,0,0,,0,2,2,0,0,0,1,0,7,2.9,-7
22,22,2010-12-06,7376,LAC,H,SAC,W (+7),1,17:47,1,3,.333,1,2,.500,0,0,,0,2,2,0,0,0,2,3,3,-1.3,+14
23,23,2010-12-08,7378,LAC,H,LAL,L (-1),1,21:38,1,9,.111,1,4,.250,0,0,,1,6,7,5,1,0,0,2,3,3.3,+1
24,24,2010-12-11,7381,LAC,H,MEM,L (-1),1,11:35,0,0,,0,0,,0,0,,0,1,1,1,1,0,3,1,0,-1.4,-1
25,25,2010-12-12,7382,LAC,H,ORL,L (-9),0,9:21,1,2,.500,0,1,.000,0,0,,1,2,3,0,1,0,1,0,2,2.3,+1
26,26,2010-12-15,7385,LAC,A,PHI,L (-14),0,15:19,1,3,.333,0,1,.000,0,0,,1,4,5,0,0,0,1,1,2,0.8,-3
27,27,2010-12-17,7387,LAC,A,DET,W (+21),0,10:38,3,5,.600,2,3,.667,0,0,,0,3,3,1,0,0,0,1,8,6.9,-5
29,28,2010-12-20,7390,LAC,H,MIN,W (+23),0,14:21,3,9,.333,1,2,.500,2,2,1.000,4,3,7,0,1,0,0,5,9,6.6,-3
