Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2,1,2019-10-25,7191,POR,A,SAC,W (+10),0,2:03,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6
9,2,2019-11-08,7205,POR,H,BRK,L (-4),0,18:44,3,5,.600,0,0,,2,2,1.000,1,2,3,0,1,1,0,4,8,7.1,-1
10,3,2019-11-10,7207,POR,H,ATL,W (+11),0,6:36,0,3,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-1.5,+2
11,4,2019-11-12,7209,POR,A,SAC,L (-8),0,5:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-7
12,5,2019-11-13,7210,POR,H,TOR,L (-8),1,22:44,3,10,.300,1,5,.200,0,0,,2,3,5,0,1,1,1,4,7,2.6,0
13,6,2019-11-16,7213,POR,A,SAS,W (+5),1,31:50,2,8,.250,1,5,.200,0,0,,2,6,8,1,0,0,1,4,5,1.5,+15
14,7,2019-11-18,7215,POR,A,HOU,L (-24),1,29:12,4,10,.400,0,4,.000,3,6,.500,2,5,7,2,1,0,2,6,11,5.3,-17
15,8,2019-11-19,7216,POR,A,NOP,L (-11),0,22:32,5,6,.833,2,2,1.000,0,2,.000,4,7,11,1,1,1,1,4,12,13.7,+9
16,9,2019-11-21,7218,POR,A,MIL,L (-8),0,16:37,3,5,.600,1,2,.500,5,6,.833,1,0,1,0,0,0,0,1,12,9.6,-5
17,10,2019-11-23,7220,POR,A,CLE,L (-6),0,12:48,0,2,.000,0,1,.000,0,0,,2,4,6,0,1,1,0,1,0,2.5,-10
18,11,2019-11-25,7222,POR,A,CHI,W (+23),0,17:08,1,2,.500,0,1,.000,1,2,.500,2,4,6,1,0,0,1,0,3,3.9,+4
19,12,2019-11-27,7224,POR,H,OKC,W (+17),0,10:13,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,1,2,1.3,+5
20,13,2019-11-29,7226,POR,H,CHI,W (+4),0,10:55,1,2,.500,0,1,.000,0,0,,0,2,2,1,0,0,1,1,2,0.9,-6
21,14,2019-12-03,7230,POR,A,LAC,L (-20),0,16:07,0,3,.000,0,2,.000,0,0,,0,3,3,0,1,0,1,3,0,-2.4,-1
22,15,2019-12-04,7231,POR,H,SAC,W (+11),0,12:05,2,3,.667,0,1,.000,0,0,,0,1,1,0,1,0,1,0,4,3.0,-4
23,16,2019-12-06,7233,POR,H,LAL,L (-23),0,10:55,1,2,.500,0,1,.000,0,0,,0,0,0,1,0,2,0,1,2,2.7,+4
