Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2008-10-29,7584,WAS,H,NJN,L (-10),0,8:49,0,4,.000,0,0,,0,0,,1,1,2,0,0,1,1,0,0,-2.1,-6
3,2,2008-11-05,7591,WAS,A,MIL,L (-8),0,13:28,2,3,.667,0,0,,5,9,.556,2,3,5,0,0,1,0,1,9,8.7,-3
4,3,2008-11-07,7593,WAS,H,NYK,L (-6),0,29:37,5,8,.625,0,0,,2,5,.400,1,9,10,0,1,2,2,2,12,10.2,-2
5,4,2008-11-08,7594,WAS,A,ORL,L (-25),0,17:18,4,9,.444,0,0,,1,3,.333,1,5,6,0,0,0,2,2,9,2.9,+3
6,5,2008-11-12,7598,WAS,H,UTA,W (+8),0,27:05,4,5,.800,0,0,,5,8,.625,6,5,11,0,1,3,1,5,13,15.7,+19
7,6,2008-11-14,7600,WAS,A,MIA,L (-20),0,24:06,6,10,.600,0,0,,1,4,.250,2,2,4,1,0,0,0,1,13,9.5,-10
8,7,2008-11-18,7604,WAS,H,MIA,L (-7),0,27:41,3,7,.429,0,0,,1,1,1.000,0,4,4,0,0,1,1,1,7,3.8,+4
9,8,2008-11-19,7605,WAS,A,ATL,L (-4),1,22:30,2,4,.500,0,0,,1,2,.500,3,2,5,0,1,0,0,0,5,6.3,0
10,9,2008-11-21,7607,WAS,H,HOU,L (-12),1,20:12,4,6,.667,0,0,,0,0,,1,3,4,0,0,2,1,5,8,5.4,-9
11,10,2008-11-22,7608,WAS,A,NYK,L (-5),1,8:34,4,8,.500,0,0,,1,1,1.000,1,2,3,0,0,0,0,3,9,5.1,-2
12,11,2008-11-25,7611,WAS,H,GSW,W (+24),1,20:25,7,15,.467,0,0,,0,0,,4,1,5,2,1,1,1,4,14,9.9,+3
13,12,2008-11-27,7613,WAS,H,ORL,L (-15),1,16:24,2,6,.333,0,0,,2,2,1.000,2,5,7,0,1,1,1,5,6,4.2,-1
14,13,2008-11-29,7615,WAS,H,ATL,L (-4),1,13:25,1,4,.250,0,0,,0,0,,0,0,0,0,0,0,0,2,2,-1.2,-14
15,14,2008-12-02,7618,WAS,A,NJN,W (+20),1,24:18,4,9,.444,0,0,,0,1,.000,2,3,5,0,0,3,0,4,8,5.7,+8
16,15,2008-12-03,7619,WAS,H,POR,L (-6),1,17:46,3,7,.429,0,0,,0,0,,2,5,7,0,2,3,0,4,6,7.7,-10
17,16,2008-12-05,7621,WAS,H,LAL,L (-2),1,8:58,3,6,.500,0,0,,2,2,1.000,2,0,2,0,0,0,2,1,8,4.0,-17
18,17,2008-12-06,7622,WAS,A,CHI,L (-7),1,10:59,3,4,.750,0,0,,0,0,,0,0,0,0,0,4,0,2,6,6.4,-1
19,18,2008-12-09,7625,WAS,H,DET,W (+13),1,4:49,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-8
