Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1979-10-12,7148,NJN,H,CLE,W (+7),1,27:00,4,11.0,0.364,0,0.0,,1,2,0.5,6.0,6.0,12.0,2.0,0.0,2.0,3.0,5.0,9,6.3,
2,2,1979-10-16,7152,NJN,A,IND,L (-13),1,20:00,5,9.0,0.556,0,0.0,,0,1,0.0,,,6.0,2.0,,,,0.0,10,,
3,3,1979-10-17,7153,NJN,H,PHI,L (-25),1,31:00,3,10.0,0.3,0,0.0,,4,8,0.5,,,16.0,1.0,,0.0,,2.0,10,,
4,4,1979-11-06,7173,NJN,A,SAS,L (-13),0,9:00,1,3.0,0.333,0,0.0,,5,7,0.714,,,2.0,1.0,0.0,0.0,1.0,0.0,7,,
5,5,1979-11-07,7174,NJN,A,HOU,L (-5),0,17:00,2,7.0,0.286,0,,,0,0,,,,5.0,3.0,0.0,0.0,,4.0,4,,
6,6,1979-11-13,7180,NJN,H,ATL,W (+19),0,22:00,2,7.0,0.286,0,0.0,,5,6,0.833,,,6.0,0.0,,0.0,0.0,2.0,9,,
7,7,1979-11-16,7183,NJN,H,WSB,L (-1),0,18:00,5,10.0,0.5,0,,,1,2,0.5,,,5.0,0.0,,,,4.0,11,,
8,8,1979-11-17,7184,NJN,A,DET,W (+5),0,16:00,4,9.0,0.444,0,0.0,,4,4,1.0,,,2.0,1.0,,,,4.0,12,,
9,9,1979-11-18,7185,NJN,H,SAS,W (+2),0,11:00,0,5.0,0.0,0,0.0,,0,0,,,,1.0,0.0,0.0,0.0,,,0,,
10,10,1979-11-21,7188,NJN,A,BOS,L (-8),0,15:00,3,11.0,0.273,0,1.0,0.0,1,2,0.5,1.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,7,1.3,
11,11,1979-11-24,7191,NJN,A,PHI,L (-9),0,12:00,1,4.0,0.25,0,0.0,,2,3,0.667,,,7.0,0.0,,0.0,,3.0,4,,
12,12,1979-11-25,7192,NJN,A,CLE,L (-9),0,27:00,7,15.0,0.467,0,0.0,,8,10,0.8,5.0,8.0,13.0,2.0,0.0,1.0,0.0,1.0,22,21.1,
13,13,1979-11-27,7194,NJN,A,MIL,W (+25),0,10:00,2,6.0,0.333,0,0.0,,0,0,,,,5.0,0.0,0.0,0.0,,2.0,4,,
14,14,1979-11-28,7195,NJN,H,DET,W (+9),0,17:00,3,3.0,1.0,0,0.0,,1,3,0.333,,,5.0,0.0,,,,2.0,7,,
15,15,1979-11-30,7197,NJN,H,DEN,W (+9),0,12:00,2,3.0,0.667,0,0.0,,4,4,1.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,5.0,8,7.4,
16,16,1979-12-01,7198,NJN,A,WSB,L (-4),1,27:00,6,13.0,0.462,0,,,1,1,1.0,,,3.0,2.0,,,,2.0,13,,
