Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1980-10-10,8049,WSB,A,DET,W (+10),0,5:00,1,1,1.000,0,0,,0,0,,0,0,0,0,,,,1,2,,
2,2,1980-10-11,8050,WSB,H,PHI,L (-6),0,2:00,2,2,1.000,0,0,,0,0,,,,2,0,0,0,,0,4,,
3,3,1980-10-18,8057,WSB,A,PHI,L (-16),0,8:00,3,5,.600,0,0,,0,0,,,,3,0,,0,,2,6,,
4,4,1980-10-22,8061,WSB,H,CLE,W (+13),0,11:00,4,6,.667,0,0,,0,0,,1,4,5,0,0,1,1,3,8,5.8,
5,5,1980-10-24,8063,WSB,A,CHI,L (-8),1,26:00,5,9,.556,0,0,,2,2,1.000,2,6,8,0,1,0,1,5,12,8.9,
6,6,1980-10-25,8064,WSB,H,BOS,L (-16),0,24:00,1,6,.167,0,0,,0,0,,,,5,2,,,,2,2,,
7,7,1980-10-26,8065,WSB,A,MIL,L (-23),0,5:00,1,3,.333,0,0,,0,0,,,,1,0,0,0,0,0,2,,
8,8,1980-11-01,8071,WSB,A,NYK,L (-18),0,15:00,4,9,.444,0,0,,0,0,,,,0,0,,,,4,8,,
9,9,1980-11-04,8074,WSB,H,ATL,W (+24),0,3:00,0,0,,0,0,,0,0,,,,1,0,,0,0,0,0,,
10,10,1980-11-06,8076,WSB,H,DAL,W (+21),0,6:00,0,0,,0,0,,0,0,,0,0,0,0,,0,1,1,0,,
11,11,1980-11-07,8077,WSB,H,DET,W (+26),0,5:00,0,3,.000,0,0,,0,0,,,,1,0,,,,2,0,,
12,12,1980-11-11,8081,WSB,H,DEN,W (+15),0,1:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,
13,13,1980-11-14,8084,WSB,A,IND,L (-10),0,2:00,1,3,.333,0,0,,0,0,,0,0,0,0,0,1,,0,2,,
14,14,1980-11-21,8091,WSB,H,SDC,W (+12),0,1:00,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-3.2,
15,15,1980-11-27,8097,WSB,H,IND,W (+15),0,1:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,,,1,2,,
16,16,1980-11-28,8098,WSB,A,CLE,L (-21),0,20:00,5,9,.556,0,0,,1,1,1.000,2,2,4,1,1,2,0,2,11,11.0,
17,17,1980-11-29,8099,WSB,H,MIL,W (+9),0,6:00,2,3,.667,0,0,,0,0,,,,1,0,,,,3,4,,
18,18,1980-12-03,8103,WSB,A,IND,L (-13),0,15:00,7,10,.700,0,0,,0,0,,,,5,1,1,0,,2,14,,
19,19,1980-12-07,8107,WSB,A,BOS,W (+10),0,1:00,0,0,,0,0,,0,0,,,,0,1,,,,0,0,,
20,20,1980-12-12,8112,WSB,A,PHI,L (-16),0,10:00,0,1,.000,0,0,,0,0,,0,0,0,0,,0,,1,0,,
21,21,1980-12-13,8113,WSB,H,IND,W (+9),0,14:00,1,5,.200,0,0,,0,2,.000,,,4,1,0,0,,5,2,,
22,22,1980-12-16,8116,WSB,H,CHI,L (-2),0,9:00,1,1,1.000,0,0,,0,0,,0,1,1,1,2,1,0,3,2,4.2,
23,23,1980-12-23,8123,WSB,A,ATL,L (-17),0,22:00,3,9,.333,0,0,,0,0,,,,9,0,,1,1,3,6,,
24,24,1980-12-25,8125,WSB,H,NJN,W (+15),1,30:00,5,6,.833,0,0,,4,4,1.000,,,11,1,,4,,5,14,,
25,25,1980-12-27,8127,WSB,H,HOU,W (+18),0,12:00,2,5,.400,0,0,,0,0,,,,4,0,1,0,,5,4,,
26,26,1980-12-30,8130,WSB,H,MIL,L (-21),0,13:00,2,6,.333,0,0,,0,0,,,,7,0,0,0,0,2,4,,
27,27,1981-01-02,8133,WSB,H,CHI,L (-10),0,20:00,1,4,.250,0,0,,0,0,,2,5,7,1,0,2,0,1,2,4.2,
