Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2023-10-25,27-121,POR,@,LAC,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,2023-10-27,27-123,POR,,ORL,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,2023-10-29,27-125,POR,@,PHI,L (-28),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,,2023-10-30,27-126,POR,@,TOR,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,,2023-11-01,27-128,POR,@,DET,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,,2023-11-03,27-130,POR,,MEM,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,,2023-11-05,27-132,POR,,MEM,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,,2023-11-08,27-135,POR,@,SAC,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,1,2023-11-12,27-139,POR,@,LAL,L (-6),0,14:04,4,10,.400,3,8,.375,0,0,,0,3,3,3,0,1,0,3,11,8.1,+11
10,2,2023-11-14,27-141,POR,@,UTA,L (-16),0,9:47,0,4,.000,0,3,.000,0,0,,1,0,1,0,0,0,2,1,0,-4.5,-5
11,3,2023-11-15,27-142,POR,,CLE,L (-14),0,19:40,6,10,.600,2,5,.400,2,2,1.000,2,0,2,3,0,0,1,2,16,13.1,0
12,4,2023-11-17,27-144,POR,,LAL,L (-12),0,10:12,0,5,.000,0,4,.000,0,0,,1,1,2,0,0,0,0,1,0,-2.9,-5
13,5,2023-11-19,27-146,POR,,OKC,L (-43),0,12:01,1,6,.167,0,2,.000,2,2,1.000,0,2,2,0,0,0,1,2,4,-1.0,-9
14,6,2023-11-21,27-148,POR,@,PHO,L (-13),0,12:39,4,6,.667,2,3,.667,0,0,,1,0,1,1,2,0,0,1,10,10.4,+15
15,7,2023-11-22,27-149,POR,,UTA,W (+16),1,20:11,3,5,.600,2,4,.500,0,0,,0,4,4,1,0,1,1,2,8,6.5,+5
16,8,2023-11-26,27-153,POR,@,MIL,L (-6),0,12:12,1,5,.200,1,4,.250,0,0,,0,0,0,0,2,0,1,2,3,0.1,+7
17,9,2023-11-27,27-154,POR,@,IND,W (+4),0,9:49,1,1,1.000,1,1,1.000,1,2,.500,0,2,2,1,0,0,1,1,4,3.2,+1
18,10,2023-11-30,27-157,POR,@,CLE,W (+8),0,18:19,4,5,.800,3,4,.750,2,2,1.000,1,1,2,2,1,1,1,2,13,13.4,+14
