Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1981-11-05,8286,GSW,A,UTA,L (-9),0,6:00,2,3,0.667,0,0,,0,0,,0,2,2,1,0.0,0,1.0,3,4,1.8,
2,2,1981-11-07,8288,GSW,H,DEN,W (+45),0,14:00,2,7,0.286,0,0,,2,2,1.0,3,1,4,1,0.0,0,2.0,1,6,2.6,
3,3,1981-11-18,8299,GSW,H,NJN,W (+14),0,7:00,2,3,0.667,0,0,,0,0,,0,1,1,0,0.0,0,2.0,3,4,-0.2,
4,4,1981-11-24,8305,GSW,A,WSB,L (-19),0,8:00,0,3,0.0,0,0,,0,0,,0,0,0,0,0.0,0,0.0,1,0,-2.5,
5,5,1981-11-27,8308,GSW,A,MIL,W (+17),0,1:00,1,1,1.0,0,0,,0,0,,0,0,0,0,0.0,0,0.0,0,2,1.7,
6,6,1981-12-05,8316,GSW,H,SDC,W (+25),0,2:00,3,3,1.0,0,0,,0,0,,0,1,1,1,0.0,0,0.0,0,6,6.1,
7,7,1981-12-19,8330,GSW,H,ATL,W (+17),0,6:00,3,4,0.75,0,0,,0,0,,0,0,0,1,,0,,3,6,,
8,8,1981-12-23,8334,GSW,A,PHO,L (-15),0,3:00,0,0,,0,0,,0,2,0.0,0,0,0,0,0.0,0,0.0,0,0,-0.8,
9,9,1981-12-26,8337,GSW,H,PHO,W (+16),0,2:00,0,2,0.0,0,0,,0,0,,0,0,0,0,0.0,0,0.0,0,0,-1.4,
10,10,1982-01-12,8354,GSW,A,PHO,L (-12),0,7:00,5,6,0.833,0,0,,1,2,0.5,1,0,1,0,1.0,1,1.0,2,11,9.0,
11,11,1982-01-13,8355,GSW,H,DEN,W (+15),0,2:00,0,0,,0,0,,0,0,,0,0,0,1,0.0,0,0.0,1,0,0.3,
12,12,1982-01-17,8359,GSW,A,SEA,L (-25),0,11:00,2,5,0.4,0,0,,2,2,1.0,3,0,3,0,1.0,0,3.0,2,6,2.6,
13,13,1982-01-27,8369,GSW,A,CLE,L (-4),0,7:00,1,1,1.0,0,0,,0,0,,0,0,0,0,0.0,0,0.0,1,2,1.3,
14,14,1982-02-09,8382,GSW,A,UTA,L (-16),0,9:00,1,3,0.333,0,0,,2,2,1.0,0,1,1,1,1.0,0,3.0,2,4,0.5,
15,15,1982-02-12,8385,GSW,A,NJN,L (-11),0,7:00,3,4,0.75,0,0,,0,1,0.0,2,1,3,0,1.0,0,1.0,1,6,5.3,
16,16,1982-02-14,8387,GSW,A,KCK,W (+10),0,3:00,0,0,,0,0,,0,0,,0,0,0,0,0.0,0,0.0,0,0,0.0,
1,1,1982-10-29,8644,GSW,A,LAL,W (+15),0,11:00,1,2,0.5,0,0,,0,0,,1,2,3,5,0.0,0,1.0,1,2,4.4,
2,2,1982-10-30,8645,GSW,H,HOU,W (+7),0,11:00,2,6,0.333,0,0,,0,2,0.0,0,0,0,1,0.0,0,0.0,0,4,0.5,
3,3,1982-11-03,8649,GSW,H,NYK,W (+2),0,12:00,2,3,0.667,0,0,,0,0,,0,0,0,0,0.0,0,1.0,1,4,1.3,
4,4,1982-11-05,8651,GSW,H,SAS,L (-1),0,2:00,0,1,0.0,0,0,,0,0,,0,0,0,0,0.0,0,0.0,0,0,-0.7,
5,5,1982-11-06,8652,GSW,A,DEN,L (-9),0,14:00,3,6,0.5,0,0,,3,6,0.5,0,5,5,6,1.0,0,3.0,2,9,7.7,
6,6,1982-11-09,8655,GSW,A,POR,L (-15),0,11:00,1,2,0.5,0,0,,1,2,0.5,0,1,1,1,2.0,0,0.0,1,3,4.2,
7,7,1982-11-10,8656,GSW,H,CLE,L (-12),0,12:00,2,4,0.5,0,0,,0,0,,1,1,2,1,0.0,0,1.0,0,4,2.7,
8,8,1982-11-13,8659,GSW,H,ATL,W (+13),0,4:00,1,4,0.25,0,0,,1,1,1.0,0,1,1,0,0.0,1,0.0,2,3,0.8,
9,9,1982-11-16,8662,GSW,A,CHI,L (-5),0,20:00,7,8,0.875,0,0,,1,2,0.5,3,6,9,1,0.0,1,1.0,2,15,15.3,
10,10,1982-11-17,8663,GSW,A,IND,L (-2),0,7:00,1,3,0.333,0,0,,0,0,,0,2,2,1,1.0,0,2.0,1,2,0.2,
11,11,1982-11-20,8666,GSW,A,SAS,L (-22),0,20:00,6,10,0.6,0,0,,1,2,0.5,2,1,3,2,0.0,1,1.0,3,13,9.6,
