Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1986-11-02,22-322,PHI,,ATL,L (-9),0,5:00,1,4,.250,0,0,,0,0,,0,0,0,1,0,0,1,2,2,-1.5
2,2,1986-11-05,22-325,PHI,,MIL,W (+6),0,26:00,5,7,.714,0,0,,2,4,.500,0,2,2,0,4,0,1,2,12,11.1
3,3,1986-11-07,22-327,PHI,,SAS,W (+17),0,22:00,5,9,.556,0,1,.000,4,4,1.000,1,0,1,1,1,0,1,2,14,10.3
4,4,1986-11-09,22-329,PHI,@,POR,W (+6),0,18:00,2,7,.286,0,0,,3,4,.750,1,1,2,2,0,0,2,4,7,1.3
5,5,1986-11-11,22-331,PHI,@,SEA,W (+7),0,23:00,4,7,.571,0,0,,3,5,.600,1,4,5,6,2,0,3,5,11,10.0
6,6,1986-11-13,22-333,PHI,@,GSW,L (-8),0,27:00,3,12,.250,0,1,.000,1,4,.250,2,4,6,2,2,1,3,3,7,1.1
7,7,1986-11-14,22-334,PHI,@,PHO,L (-30),0,31:00,6,13,.462,0,1,.000,1,2,.500,1,2,3,1,4,0,4,4,13,6.3
8,8,1986-11-16,22-336,PHI,@,LAC,W (+13),0,14:00,3,7,.429,0,0,,1,2,.500,0,3,3,1,1,0,0,4,7,3.9
9,9,1986-11-19,22-339,PHI,,NYK,W (+4),0,22:00,5,9,.556,0,0,,0,0,,1,3,4,3,0,1,1,3,10,7.9
10,10,1986-11-21,22-341,PHI,,DET,L (-10),0,14:00,2,5,.400,0,0,,0,0,,0,0,0,0,0,0,0,2,4,0.5
11,11,1986-11-23,22-343,PHI,,HOU,W (+10),0,6:00,1,3,.333,0,0,,4,4,1.000,1,0,1,0,0,0,0,1,6,4.6
12,12,1986-11-25,22-345,PHI,,BOS,W (+2),0,3:00,0,0,,0,0,,0,0,,1,0,1,1,1,0,1,1,0,1.0
13,13,1986-11-28,22-348,PHI,,POR,W (+4),0,28:00,7,12,.583,0,0,,0,0,,3,1,4,3,0,0,1,2,14,11.1
14,14,1986-12-03,22-353,PHI,,MIL,W (+5),0,8:00,0,4,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2.8
15,15,1986-12-05,22-355,PHI,@,BOS,L (-2),0,20:00,1,3,.333,0,0,,0,0,,0,0,0,3,0,0,0,3,2,1.2
16,16,1986-12-06,22-356,PHI,,NJN,W (+5),0,9:00,0,4,.000,0,1,.000,0,0,,1,2,3,0,1,0,1,1,0,-1.9
17,17,1986-12-10,22-360,PHI,,IND,W (+10),0,26:00,3,8,.375,0,0,,3,6,.500,0,2,2,5,1,1,3,1,9,5.8
18,18,1986-12-12,22-362,PHI,@,NJN,L (-33),0,24:00,3,8,.375,0,0,,6,8,.750,0,1,1,1,1,0,2,4,12,5.2
19,19,1986-12-13,22-363,PHI,@,CLE,L (-3),0,23:00,4,9,.444,0,0,,4,6,.667,0,2,2,1,2,0,4,3,12,4.6
20,20,1986-12-16,23-001,PHI,@,MIL,L (-12),0,10:00,1,2,.500,0,0,,2,2,1.000,0,2,2,1,0,0,1,3,4,2.1
