Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2022-10-19,18-335,DET,,ORL,W (+4),0,21:43,7,13,.538,0,0,,0,4,.000,5,5,10,1,0,3,3,0,14,10.9,+7
2,2,2022-10-21,18-337,DET,@,NYK,L (-24),0,22:40,4,8,.500,0,1,.000,0,1,.000,3,7,10,0,1,0,1,4,8,6.2,-12
3,3,2022-10-22,18-338,DET,@,IND,L (-9),0,18:27,3,3,1.000,0,0,,0,0,,2,1,3,0,0,2,0,0,6,8.2,-8
4,4,2022-10-25,18-341,DET,@,WAS,L (-21),0,23:03,3,6,.500,0,0,,0,1,.000,4,4,8,0,0,0,0,2,6,5.8,-9
5,5,2022-10-26,18-342,DET,,ATL,L (-5),0,20:55,3,4,.750,0,0,,1,2,.500,3,6,9,0,0,1,1,2,7,7.8,-2
6,6,2022-10-28,18-344,DET,,ATL,L (-24),0,23:16,2,4,.500,0,0,,4,6,.667,2,1,3,0,0,2,3,4,8,3.7,-19
7,7,2022-10-30,18-346,DET,,GSW,W (+14),0,15:04,1,3,.333,0,0,,1,2,.500,3,1,4,0,0,1,1,2,3,2.2,+2
8,,2022-10-31,18-347,DET,@,MIL,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,,2022-11-02,18-349,DET,@,MIL,L (-25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,,2022-11-04,18-351,DET,,CLE,L (-24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,8,2022-11-07,18-354,DET,,OKC,W (+9),0,21:24,2,5,.400,0,0,,3,6,.500,2,2,4,0,0,3,1,3,7,5.0,-11
12,9,2022-11-09,18-356,DET,@,BOS,L (-16),0,29:43,5,8,.625,0,0,,0,0,,5,5,10,2,1,1,0,1,10,14.1,-10
13,10,2022-11-11,18-358,DET,@,NYK,L (-9),0,21:10,0,1,.000,0,0,,1,4,.250,2,6,8,0,0,1,1,1,1,1.6,-3
14,11,2022-11-12,18-359,DET,,BOS,L (-9),0,17:11,1,1,1.000,0,0,,0,0,,1,11,12,1,2,0,1,2,2,6.6,-9
15,12,2022-11-14,18-361,DET,,TOR,L (-4),0,19:06,1,1,1.000,0,0,,0,2,.000,2,4,6,0,0,0,1,3,2,1.3,0
