Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1983-10-28,8152,WSB,A,PHI,L (-3),0,36:00,5,18,0.278,0,0,,2,3,0.667,1,0,1,2,1,0,1,2,12,2.3,
2,2,1983-10-29,8153,WSB,A,NYK,L (-3),0,26:00,3,14,0.214,0,2,0.0,6,6,1.0,1,3,4,1,0,0,2,2,12,2.9,
3,3,1983-11-01,8156,WSB,A,ATL,L (-3),0,34:00,8,17,0.471,0,0,,5,6,0.833,1,2,3,0,0,0,2,2,21,10.4,
4,4,1983-11-03,8158,WSB,H,DET,W (+23),1,43:00,8,14,0.571,0,0,,4,4,1.0,0,3,3,2,0,0,1,3,20,13.5,
5,5,1983-11-05,8160,WSB,H,BOS,L (-3),0,29:00,11,19,0.579,1,2,0.5,1,4,0.25,4,1,5,1,2,0,1,3,24,17.5,
6,6,1983-11-08,8163,WSB,H,SDC,W (+6),0,33:00,11,16,0.688,0,0,,6,6,1.0,2,1,3,2,0,0,2,3,28,21.1,
7,7,1983-11-09,8164,WSB,A,NJN,L (-17),0,30:00,4,18,0.222,1,4,0.25,3,3,1.0,1,1,2,0,0,0,2,2,12,-0.8,
8,8,1983-11-11,8166,WSB,H,CHI,W (+1),0,39:00,8,21,0.381,0,1,0.0,3,3,1.0,1,1,2,2,0,1,2,3,19,7.4,
9,9,1983-11-15,8170,WSB,H,KCK,L (-1),0,22:00,3,13,0.231,0,0,,0,0,,1,2,3,3,1,0,0,1,6,2.1,
10,10,1983-11-17,8172,WSB,H,IND,W (+8),0,31:00,9,17,0.529,0,0,,3,4,0.75,2,4,6,4,0,0,3,0,21,14.7,
11,11,1983-11-19,8174,WSB,H,UTA,W (+13),0,26:00,7,11,0.636,0,0,,4,6,0.667,1,0,1,2,2,0,1,2,18,14.6,
12,12,1983-11-22,8177,WSB,H,GSW,L (-1),0,22:00,2,4,0.5,0,0,,0,1,0.0,0,0,0,2,0,0,1,3,4,0.8,
13,13,1983-11-23,8178,WSB,A,CLE,L (-9),0,30:00,8,13,0.615,0,1,0.0,3,4,0.75,1,2,3,0,1,1,3,6,19,10.3,
14,14,1983-11-25,8180,WSB,A,DET,W (+9),0,26:00,10,14,0.714,0,0,,2,2,1.0,0,1,1,2,0,1,0,2,22,17.8,
15,15,1983-11-26,8181,WSB,A,MIL,L (-17),0,34:00,8,18,0.444,0,1,0.0,5,7,0.714,0,2,2,2,0,0,0,2,21,12.0,
16,16,1983-11-29,8184,WSB,H,MIL,L (-6),0,33:00,4,15,0.267,0,1,0.0,5,6,0.833,1,2,3,2,0,0,1,2,13,4.6,
17,17,1983-12-01,8186,WSB,A,NYK,L (-34),0,25:00,9,13,0.692,0,0,,0,1,0.0,1,0,1,4,1,1,4,1,18,12.9,
18,18,1983-12-03,8188,WSB,H,PHI,W (+5),0,21:00,1,5,0.2,0,0,,3,3,1.0,0,1,1,2,1,0,0,2,5,3.8,
19,19,1983-12-06,8191,WSB,A,HOU,W (+4),0,26:00,4,8,0.5,0,0,,0,0,,0,3,3,0,0,0,1,4,8,2.3,
20,20,1983-12-07,8192,WSB,A,DAL,W (+2),0,25:00,4,6,0.667,0,0,,0,0,,1,3,4,2,1,0,2,3,8,6.2,
21,21,1983-12-10,8195,WSB,A,SAS,L (-23),0,37:00,7,20,0.35,2,4,0.5,0,0,,1,0,1,4,0,1,1,3,16,6.8,
22,22,1983-12-13,8198,WSB,H,ATL,L (-5),0,24:00,1,9,0.111,0,0,,2,2,1.0,0,0,0,0,0,1,2,3,4,-4.4,
23,23,1983-12-14,8199,WSB,A,ATL,W (+3),0,26:00,4,11,0.364,0,0,,2,2,1.0,0,0,0,0,0,0,1,2,10,2.1,
24,24,1983-12-16,8201,WSB,A,BOS,W (+7),0,24:00,4,9,0.444,0,0,,4,4,1.0,0,1,1,1,0,0,2,2,12,5.5,
25,25,1983-12-17,8202,WSB,H,CLE,W (+24),0,35:00,10,17,0.588,0,0,,7,8,0.875,1,1,2,5,2,0,0,3,27,24.0,
26,26,1983-12-20,8205,WSB,H,SAS,W (+2),0,26:00,2,9,0.222,0,1,0.0,0,0,,0,1,1,4,0,0,3,5,4,-3.4,
27,27,1983-12-23,8208,WSB,A,CHI,L (-21),0,31:00,5,13,0.385,0,1,0.0,2,3,0.667,1,1,2,4,0,0,1,0,12,7.3,
28,28,1983-12-27,8212,WSB,H,NJN,W (+10),0,21:00,4,11,0.364,0,0,,2,2,1.0,1,0,1,2,0,0,1,3,10,3.8,
29,29,1983-12-30,8215,WSB,H,NYK,W (+5),0,23:00,2,11,0.182,0,0,,4,5,0.8,2,1,3,1,0,1,0,1,8,3.4,
30,30,1984-01-03,8219,WSB,H,DET,W (+1),0,19:00,4,8,0.5,1,1,1.0,2,3,0.667,1,2,3,1,0,0,2,1,11,6.2,
31,31,1984-01-04,8220,WSB,A,BOS,L (-9),0,18:00,2,6,0.333,0,0,,4,4,1.0,0,1,1,1,0,0,1,0,8,4.6,
32,32,1984-01-06,8222,WSB,H,CHI,W (+8),0,19:00,4,13,0.308,0,0,,2,2,1.0,0,2,2,0,0,0,1,1,10,1.7,
33,33,1984-01-07,8223,WSB,A,CHI,L (-14),0,25:00,3,14,0.214,0,1,0.0,0,0,,0,3,3,2,0,0,1,2,6,-2.1,
34,34,1984-01-09,8225,WSB,A,NJN,L (-4),0,25:00,6,10,0.6,0,0,,0,0,,0,1,1,0,0,1,0,2,12,7.6,
35,35,1984-01-11,8227,WSB,A,PHI,L (-22),0,33:00,7,15,0.467,0,0,,2,2,1.0,1,0,1,3,0,1,2,1,16,9.4,
36,36,1984-01-12,8228,WSB,H,ATL,L (-15),0,21:00,1,4,0.25,0,0,,1,2,0.5,0,0,0,1,0,0,0,2,3,0.1,
37,37,1984-01-14,8230,WSB,A,UTA,L (-25),1,27:00,7,16,0.438,0,1,0.0,2,2,1.0,1,0,1,3,0,0,2,1,16,8.0,
38,38,1984-01-15,8231,WSB,A,PHO,L (-9),0,38:00,11,17,0.647,1,1,1.0,7,8,0.875,1,2,3,2,1,0,7,2,30,18.0,
39,39,1984-01-17,8233,WSB,A,LAL,L (-13),0,23:00,3,10,0.3,0,1,0.0,3,3,1.0,0,1,1,0,1,0,3,2,9,0.7,
40,40,1984-01-18,8234,WSB,A,SDC,L (-9),0,17:00,3,8,0.375,0,1,0.0,0,2,0.0,0,1,1,0,0,0,3,1,6,-2.3,
41,41,1984-01-20,8236,WSB,A,MIL,L (-30),0,28:00,5,14,0.357,1,1,1.0,2,3,0.667,1,0,1,5,1,0,2,5,13,6.0,
