Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2021-10-20,21-276,CHI,@,DET,W (+6),0,11:12,3,8,.375,1,3,.333,0,0,,0,2,2,0,0,1,1,1,7,2.5,+7
2,2,2021-10-22,21-278,CHI,,NOP,W (+16),0,2:26,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,0.3,-4
3,3,2021-10-23,21-279,CHI,,DET,W (+15),0,11:24,1,3,.333,0,0,,0,0,,0,1,1,3,1,1,0,0,2,4.4,-1
4,,2021-10-25,21-281,CHI,@,TOR,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,4,2021-10-28,21-284,CHI,,NYK,L (-1),0,9:06,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-0.8,0
6,5,2021-10-30,21-286,CHI,,UTA,W (+8),0,20:39,1,6,.167,1,2,.500,1,2,.500,0,3,3,1,0,0,0,1,4,1.0,+17
7,6,2021-11-01,21-288,CHI,@,BOS,W (+14),0,21:49,6,6,1.000,2,2,1.000,0,0,,1,3,4,2,0,0,2,2,14,12.4,+15
8,7,2021-11-03,21-290,CHI,@,PHI,L (-5),0,13:06,1,3,.333,1,2,.500,0,0,,0,0,0,0,0,0,1,0,3,0.3,-14
9,8,2021-11-06,21-293,CHI,,PHI,L (-9),0,12:40,1,5,.200,0,1,.000,0,0,,0,0,0,1,1,0,1,4,2,-2.0,-1
10,9,2021-11-08,21-295,CHI,,BRK,W (+23),0,19:36,6,10,.600,1,4,.250,2,3,.667,3,4,7,0,0,0,1,1,15,11.9,+22
11,10,2021-11-10,21-297,CHI,,DAL,W (+10),0,18:51,3,9,.333,1,3,.333,0,0,,0,1,1,0,0,0,1,0,7,1.2,-15
12,11,2021-11-12,21-299,CHI,@,GSW,L (-26),0,16:17,2,6,.333,2,3,.667,0,0,,0,0,0,1,0,0,2,1,6,0.9,-19
13,12,2021-11-14,21-301,CHI,@,LAC,W (+10),0,18:36,2,4,.500,0,1,.000,0,0,,0,4,4,2,1,0,2,2,4,2.8,-8
14,13,2021-11-15,21-302,CHI,@,LAL,W (+18),0,20:52,2,7,.286,0,2,.000,1,2,.500,0,1,1,2,0,0,1,4,5,-0.4,-4
15,14,2021-11-17,21-304,CHI,@,POR,L (-5),0,17:02,3,3,1.000,1,1,1.000,1,2,.500,0,2,2,0,1,0,0,0,8,8.3,-9
16,15,2021-11-19,21-306,CHI,@,DEN,W (+6),0,22:38,4,8,.500,2,4,.500,0,0,,4,4,8,0,1,0,1,2,10,9.2,+6
17,16,2021-11-21,21-308,CHI,,NYK,W (+6),0,19:53,2,6,.333,1,4,.250,0,0,,0,2,2,1,1,0,0,1,5,3.5,-15
18,17,2021-11-22,21-309,CHI,,IND,L (-32),0,23:50,3,4,.750,1,2,.500,0,0,,0,1,1,1,0,1,0,3,7,5.9,-17
19,18,2021-11-24,21-311,CHI,@,HOU,L (-5),0,17:20,3,4,.750,0,0,,2,2,1.000,0,0,0,0,2,0,1,0,8,7.4,-12
20,19,2021-11-26,21-313,CHI,@,ORL,W (+35),0,18:27,3,4,.750,2,3,.667,0,0,,0,1,1,2,0,0,1,1,8,6.7,+10
21,20,2021-11-27,21-314,CHI,,MIA,L (-3),0,9:07,1,2,.500,0,0,,0,0,,1,0,1,0,0,0,1,2,2,-0.1,-2
22,21,2021-11-29,21-316,CHI,,CHO,W (+14),0,5:45,2,3,.667,0,1,.000,0,0,,0,2,2,0,0,0,0,1,4,2.9,-1
23,22,2021-12-02,21-319,CHI,@,NYK,W (+4),0,16:59,1,3,.333,0,0,,0,0,,0,0,0,1,1,0,0,3,2,0.8,+6
24,23,2021-12-04,21-321,CHI,@,BRK,W (+4),0,23:05,5,6,.833,0,1,.000,1,4,.250,1,2,3,0,0,2,1,2,11,8.5,+16
25,24,2021-12-06,21-323,CHI,,DEN,W (+12),1,41:53,4,6,.667,1,2,.500,2,2,1.000,1,5,6,8,1,0,3,2,11,13.4,-2
26,25,2021-12-08,21-325,CHI,@,CLE,L (-23),1,34:05,2,2,1.000,0,0,,1,2,.500,0,0,0,3,0,0,0,3,5,4.9,-14
27,,2021-12-11,21-328,CHI,@,MIA,L (-26),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,2021-12-19,21-336,CHI,,LAL,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,,2021-12-20,21-337,CHI,,HOU,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,26,2021-12-26,21-343,CHI,,IND,W (+8),0,23:24,3,4,.750,0,1,.000,0,2,.000,0,2,2,0,0,1,2,1,6,2.5,+6
31,27,2021-12-27,21-344,CHI,@,ATL,W (+12),0,24:42,4,6,.667,0,2,.000,0,0,,0,0,0,2,0,1,1,4,8,4.9,+9
32,28,2021-12-29,21-346,CHI,,ATL,W (+14),0,19:31,6,7,.857,1,1,1.000,1,2,.500,0,2,2,1,1,2,3,2,14,11.0,+1
33,29,2021-12-31,21-348,CHI,@,IND,W (+2),0,21:32,0,1,.000,0,0,,3,4,.750,0,2,2,2,0,1,1,0,3,3.6,-8
34,30,2022-01-01,21-349,CHI,@,WAS,W (+1),0,21:26,1,3,.333,0,0,,2,2,1.000,1,4,5,1,1,1,0,5,4,4.6,-17
35,31,2022-01-03,21-351,CHI,,ORL,W (+4),0,19:15,1,2,.500,1,1,1.000,0,0,,0,2,2,1,0,0,2,2,3,0.5,+8
36,32,2022-01-07,21-355,CHI,,WAS,W (+8),0,31:05,7,9,.778,3,4,.750,1,2,.500,0,5,5,4,3,0,2,2,18,18.6,+15
37,33,2022-01-09,21-357,CHI,@,DAL,L (-14),0,23:19,2,4,.500,2,3,.667,0,0,,0,1,1,2,0,0,0,2,6,4.9,-13
38,34,2022-01-11,21-359,CHI,,DET,W (+46),0,27:10,4,9,.444,1,4,.250,1,1,1.000,0,1,1,0,0,1,1,2,10,4.5,+23
39,35,2022-01-12,21-360,CHI,,BRK,L (-26),0,23:21,1,3,.333,0,2,.000,3,4,.750,0,1,1,1,0,1,2,3,5,1.4,-25
40,36,2022-01-14,21-362,CHI,,GSW,L (-42),0,31:48,0,5,.000,0,1,.000,0,2,.000,1,1,2,0,0,0,0,4,0,-4.9,-29
41,37,2022-01-15,21-363,CHI,@,BOS,L (-2),1,39:34,9,10,.900,3,3,1.000,0,0,,1,3,4,10,0,0,1,2,21,24.4,-6
