Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2021-10-20,20-025,DET,,CHI,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,2021-10-23,20-028,DET,@,CHI,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,2021-10-25,20-030,DET,@,ATL,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,,2021-10-28,20-033,DET,@,PHI,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,1,2021-10-30,20-035,DET,,ORL,W (+7),1,18:55,1,8,.125,0,5,.000,0,0,,2,5,7,2,0,1,2,0,2,-0.2,+1
6,,2021-10-31,20-036,DET,@,BRK,L (-26),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2,2021-11-02,20-038,DET,,MIL,L (-28),1,29:14,2,14,.143,0,9,.000,2,2,1.000,0,2,2,3,0,0,2,2,6,-3.1,-22
8,3,2021-11-04,20-040,DET,,PHI,L (-11),1,31:50,4,17,.235,1,7,.143,9,10,.900,4,6,10,4,1,0,3,3,18,11.5,+7
9,4,2021-11-05,20-041,DET,,BRK,L (-6),1,30:17,6,17,.353,3,7,.429,2,2,1.000,0,4,4,2,1,0,6,4,17,3.5,-16
10,5,2021-11-10,20-046,DET,@,HOU,W (+8),1,30:28,8,18,.444,4,8,.500,0,0,,1,3,4,3,2,1,4,3,20,11.8,+1
11,6,2021-11-12,20-048,DET,@,CLE,L (-20),1,31:06,4,8,.500,1,3,.333,0,0,,1,5,6,3,1,0,7,1,9,2.9,-9
12,7,2021-11-13,20-049,DET,@,TOR,W (+6),1,33:00,4,10,.400,2,8,.250,0,0,,1,2,3,4,1,1,1,4,10,7.8,+4
13,8,2021-11-15,20-051,DET,,SAC,L (-22),1,35:21,10,20,.500,5,11,.455,0,0,,2,6,8,8,2,0,4,1,25,21.4,-15
14,9,2021-11-17,20-053,DET,,IND,W (+8),1,33:32,6,18,.333,1,8,.125,3,4,.750,0,8,8,6,2,1,1,2,16,12.9,+3
15,10,2021-11-19,20-055,DET,,GSW,L (-3),1,36:15,6,12,.500,3,8,.375,4,4,1.000,1,5,6,6,3,2,2,2,19,21.0,-4
16,11,2021-11-21,20-057,DET,,LAL,L (-5),1,38:05,6,21,.286,1,9,.111,0,0,,1,11,12,10,2,0,3,3,13,9.5,0
17,12,2021-11-23,20-059,DET,,MIA,L (-8),1,28:52,2,10,.200,1,7,.143,1,1,1.000,0,3,3,6,1,0,4,4,6,0.3,-11
18,13,2021-11-24,20-060,DET,@,MIL,L (-21),1,29:54,3,10,.300,2,6,.333,1,2,.500,0,8,8,7,0,0,4,1,9,5.7,-23
19,14,2021-11-26,20-062,DET,@,LAC,L (-11),1,28:29,3,13,.231,0,5,.000,4,5,.800,2,4,6,6,3,0,4,5,10,5.5,0
20,15,2021-11-28,20-064,DET,@,LAL,L (-4),1,33:47,6,16,.375,3,9,.333,0,0,,1,10,11,2,0,1,5,1,15,6.6,0
21,16,2021-11-30,20-066,DET,@,POR,L (-18),1,33:04,10,13,.769,5,7,.714,1,2,.500,0,7,7,1,1,3,6,4,26,18.8,0
22,17,2021-12-02,20-068,DET,@,PHO,L (-11),1,31:18,8,15,.533,3,5,.600,0,0,,1,1,2,5,1,1,5,3,19,11.7,+5
23,18,2021-12-06,20-072,DET,,OKC,L (-11),1,36:17,11,24,.458,6,11,.545,0,0,,3,8,11,5,1,0,6,3,28,17.4,-7
24,19,2021-12-08,20-074,DET,,WAS,L (-3),1,37:26,8,20,.400,1,4,.250,4,4,1.000,2,2,4,3,2,0,3,4,21,11.7,-4
25,20,2021-12-10,20-076,DET,@,NOP,L (-16),1,31:22,5,17,.294,2,7,.286,4,5,.800,0,1,1,4,3,0,2,2,16,9.0,-13
26,21,2021-12-12,20-078,DET,,BRK,L (-12),1,35:31,9,18,.500,5,8,.625,3,5,.600,0,8,8,6,3,1,7,1,26,19.1,-16
27,22,2021-12-16,20-082,DET,@,IND,L (-9),1,34:07,8,16,.500,1,4,.250,2,2,1.000,0,6,6,4,1,2,2,5,19,14.0,-7
28,23,2021-12-18,20-084,DET,,HOU,L (-9),1,36:21,8,19,.421,3,9,.333,2,2,1.000,2,5,7,11,2,1,3,3,21,20.0,+3
29,24,2021-12-19,20-085,DET,,MIA,W (+10),1,31:06,2,4,.500,0,2,.000,0,0,,0,3,3,10,2,0,4,6,4,5.5,+4
30,25,2021-12-21,20-087,DET,@,NYK,L (-14),1,32:55,2,13,.154,0,2,.000,3,3,1.000,0,9,9,9,0,1,5,2,7,2.6,-18
31,,2021-12-23,20-089,DET,@,MIA,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
32,,2021-12-26,20-092,DET,@,SAS,L (-35),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
33,,2021-12-29,20-095,DET,,NYK,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
34,,2022-01-01,20-098,DET,,SAS,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
35,26,2022-01-03,20-100,DET,@,MIL,W (+9),1,37:02,8,15,.533,3,7,.429,0,0,,1,3,4,7,0,1,5,4,19,12.3,+13
36,27,2022-01-05,20-102,DET,@,CHO,L (-29),1,26:23,6,12,.500,4,9,.444,0,0,,0,2,2,7,2,0,4,4,16,11.9,-18
37,28,2022-01-06,20-103,DET,@,MEM,L (-30),1,31:22,5,19,.263,2,10,.200,0,0,,1,4,5,6,0,0,1,2,12,5.0,-25
38,29,2022-01-08,20-105,DET,,ORL,W (+5),1,31:55,3,14,.214,0,5,.000,6,8,.750,1,2,3,5,1,0,2,4,12,4.8,+1
39,30,2022-01-10,20-107,DET,,UTA,W (+10),1,38:22,10,17,.588,5,9,.556,4,4,1.000,0,1,1,8,2,2,5,2,29,24.6,+22
40,31,2022-01-11,20-108,DET,@,CHI,L (-46),1,29:22,3,11,.273,2,5,.400,0,0,,1,6,7,3,1,0,6,4,8,-0.5,-30
41,32,2022-01-14,20-111,DET,,TOR,W (+16),1,33:14,8,15,.533,1,4,.250,1,1,1.000,0,7,7,5,1,0,2,1,18,14.9,+12
42,33,2022-01-16,20-113,DET,,PHO,L (-27),1,24:35,9,15,.600,1,3,.333,2,3,.667,0,1,1,4,1,0,0,3,21,16.6,-20
43,34,2022-01-18,20-115,DET,@,GSW,L (-16),1,27:38,3,10,.300,2,4,.500,0,0,,1,0,1,4,1,0,5,2,8,0.9,-20
44,35,2022-01-19,20-116,DET,@,SAC,W (+2),1,20:36,4,8,.500,1,2,.500,4,5,.800,0,1,1,0,0,0,1,6,13,5.5,-24
45,36,2022-01-21,20-118,DET,@,UTA,L (-10),1,41:13,11,23,.478,1,4,.250,2,2,1.000,2,4,6,5,2,3,2,5,25,19.5,-14
46,37,2022-01-23,20-120,DET,@,DEN,L (-6),1,36:14,7,15,.467,1,5,.200,3,3,1.000,1,4,5,8,1,1,6,3,18,12.3,-4
47,38,2022-01-25,20-122,DET,,DEN,L (-5),1,39:50,14,26,.538,6,9,.667,0,0,,0,8,8,8,2,4,4,5,34,28.2,-4
48,39,2022-01-28,20-125,DET,@,ORL,L (-16),1,30:07,3,17,.176,0,5,.000,2,2,1.000,0,2,2,4,0,0,2,1,8,-1.7,-13
