Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
3,1,1999-02-09,7730,SEA,H,GSW,W (+19),0,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.7,-2
5,2,1999-02-13,7734,SEA,H,DEN,W (+13),0,0:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
8,3,1999-03-26,7775,SEA,H,LAC,W (+6),0,6:00,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0.6,-1
9,4,1999-03-28,7777,SEA,A,DET,L (-17),0,18:17,6,6,1.000,0,0,,0,0,,3,3,6,0,0,3,1,1,12,13.9,+5
10,5,1999-03-29,7778,SEA,A,DAL,W (+8),0,12:27,2,3,.667,0,0,,0,0,,1,3,4,1,0,0,1,4,4,2.4,-3
11,6,1999-03-30,7779,SEA,A,SAS,L (-8),0,16:00,3,6,.500,0,0,,2,4,.500,2,3,5,0,0,4,1,5,8,6.3,-8
12,7,1999-04-01,7781,SEA,A,DEN,L (-3),0,9:49,0,0,,0,0,,2,2,1.000,0,0,0,0,1,0,0,3,2,1.8,-1
13,8,1999-04-02,7782,SEA,A,POR,L (-12),0,4:56,2,2,1.000,0,0,,0,1,.000,0,1,1,0,0,0,0,0,4,3.3,-4
14,9,1999-04-04,7784,SEA,H,HOU,W (+17),0,10:00,1,1,1.000,0,0,,0,0,,0,3,3,1,1,0,0,2,2,3.5,+8
15,10,1999-04-06,7786,SEA,H,SAC,L (-6),0,12:00,3,3,1.000,0,0,,0,0,,4,1,5,0,0,0,1,3,6,6.0,-6
16,11,1999-04-08,7788,SEA,H,POR,W (+1),0,9:00,0,0,,0,0,,2,4,.500,1,3,4,0,0,1,1,3,2,1.3,-3
17,12,1999-04-09,7789,SEA,A,VAN,L (-5),0,10:32,1,2,.500,0,0,,0,1,.000,2,2,4,0,1,2,0,2,2,4.2,-18
18,13,1999-04-11,7791,SEA,A,LAL,W (+4),0,6:29,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,2.0,-7
19,14,1999-04-14,7794,SEA,H,PHO,L (-7),0,10:44,2,2,1.000,0,0,,0,0,,0,0,0,1,1,0,0,0,4,5.1,+3
20,15,1999-04-15,7795,SEA,A,SAC,W (+1),0,17:53,3,4,.750,0,0,,1,2,.500,1,2,3,0,1,1,1,2,7,6.2,+14
21,16,1999-04-16,7796,SEA,H,NJN,L (-30),0,17:38,5,7,.714,0,0,,1,2,.500,3,6,9,1,1,0,1,2,11,11.5,-21
23,17,1999-04-19,7799,SEA,A,HOU,L (-7),0,7:32,0,2,.000,0,0,,0,0,,0,3,3,0,0,0,0,1,0,-0.9,-9
24,18,1999-04-21,7801,SEA,H,MIN,W (+14),0,20:29,2,4,.500,0,0,,1,2,.500,0,4,4,0,2,0,1,1,5,4.4,-6
25,19,1999-04-23,7803,SEA,A,VAN,W (+13),0,11:44,2,2,1.000,0,0,,1,2,.500,1,1,2,0,0,0,0,2,5,4.2,+1
