Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2020-12-23,7598,SAC,A,DEN,W (+2),0,30:00,3,7,.429,2,5,.400,4,4,1.000,1,1,2,4,0,1,0,0,12,12.8,+1
2,2,2020-12-26,7601,SAC,H,PHO,W (+3),0,26:09,1,4,.250,0,3,.000,0,0,,0,2,2,5,0,1,1,2,2,2.6,+6
3,3,2020-12-27,7602,SAC,H,PHO,L (-16),0,26:32,5,7,.714,3,4,.750,2,2,1.000,1,0,1,6,0,0,0,2,15,16.2,-19
4,4,2020-12-29,7604,SAC,H,DEN,W (+10),0,24:54,5,7,.714,3,4,.750,0,0,,1,2,3,6,3,0,2,1,13,16.2,+20
5,5,2020-12-31,7606,SAC,A,HOU,L (-3),0,26:43,4,9,.444,2,4,.500,1,2,.500,0,2,2,1,2,0,1,2,11,7.4,-4
8,6,2021-01-06,7612,SAC,H,CHI,W (+4),0,34:30,7,15,.467,3,7,.429,0,0,,4,3,7,6,3,1,0,2,17,20.1,0
9,7,2021-01-08,7614,SAC,H,TOR,L (-21),0,29:01,5,10,.500,5,7,.714,0,0,,0,2,2,8,2,1,1,0,15,17.9,-15
10,8,2021-01-09,7615,SAC,H,POR,L (-26),1,30:44,5,8,.625,1,4,.250,1,1,1.000,0,2,2,8,1,0,3,1,12,12.2,-15
11,9,2021-01-11,7617,SAC,H,IND,W (+5),0,28:53,4,8,.500,3,6,.500,1,2,.500,0,3,3,4,1,0,1,2,12,10.5,+1
12,10,2021-01-13,7619,SAC,H,POR,L (-6),0,31:12,7,10,.700,3,4,.750,0,0,,1,4,5,9,1,0,4,1,17,17.6,-14
13,11,2021-01-15,7621,SAC,H,LAC,L (-38),0,24:27,2,7,.286,1,2,.500,0,0,,0,2,2,5,1,0,0,1,5,5.6,-21
14,12,2021-01-17,7623,SAC,H,NOP,L (-5),0,22:58,1,3,.333,0,1,.000,0,0,,1,2,3,2,0,2,2,1,2,2.0,-12
15,13,2021-01-20,7626,SAC,A,LAC,L (-19),0,24:58,4,11,.364,3,8,.375,0,0,,1,2,3,2,1,0,3,2,11,4.8,-1
16,14,2021-01-22,7628,SAC,H,NYK,W (+9),0,31:10,7,13,.538,2,7,.286,0,0,,1,4,5,2,2,4,3,1,16,14.4,+1
17,15,2021-01-27,7633,SAC,A,ORL,W (+14),0,30:04,3,11,.273,1,4,.250,0,0,,1,1,2,7,0,1,2,1,7,4.7,-8
18,16,2021-01-29,7635,SAC,A,TOR,W (+2),0,33:22,4,10,.400,1,7,.143,1,1,1.000,1,5,6,11,1,1,2,3,10,13.0,+2
19,17,2021-01-30,7636,SAC,A,MIA,L (-1),0,30:59,4,10,.400,2,7,.286,0,0,,3,4,7,6,1,0,3,1,10,9.7,0
20,18,2021-02-01,7638,SAC,A,NOP,W (+9),0,32:26,2,7,.286,1,4,.250,0,0,,3,8,11,6,1,0,1,0,5,9.6,+13
21,19,2021-02-03,7640,SAC,H,BOS,W (+5),0,30:23,8,15,.533,5,9,.556,0,0,,2,1,3,4,2,0,1,1,21,18.8,+13
22,20,2021-02-06,7643,SAC,H,DEN,W (+5),0,35:05,8,12,.667,4,7,.571,3,3,1.000,0,4,4,6,2,1,0,1,23,25.5,+12
23,21,2021-02-07,7644,SAC,A,LAC,W (+3),0,27:29,5,9,.556,3,4,.750,0,0,,0,2,2,6,1,0,2,1,13,12.1,-7
24,22,2021-02-09,7646,SAC,H,PHI,L (-8),0,33:48,6,9,.667,3,4,.750,0,0,,2,0,2,3,2,2,1,3,15,15.8,+2
25,23,2021-02-12,7649,SAC,H,ORL,L (-11),1,26:56,6,12,.500,2,6,.333,0,0,,1,2,3,7,1,0,4,2,14,10.4,-19
26,24,2021-02-14,7651,SAC,H,MEM,L (-14),0,30:47,9,14,.643,3,6,.500,1,2,.500,0,4,4,4,2,0,3,0,22,18.4,+1
27,25,2021-02-15,7652,SAC,H,BRK,L (-11),0,30:07,4,11,.364,2,7,.286,0,0,,1,2,3,3,0,0,1,0,10,6.3,-10
