Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2011-12-26,7913,WAS,H,NJN,L (-6),0,8:15,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-0.7,0
2,2,2011-12-28,7915,WAS,A,ATL,L (-18),0,10:50,0,5,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,1,0,-2.5,+5
3,3,2011-12-30,7917,WAS,A,MIL,L (-21),0,8:52,3,3,1.000,1,1,1.000,0,0,,0,0,0,0,1,0,1,0,7,6.1,-7
4,4,2012-01-01,7919,WAS,H,BOS,L (-8),0,1:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+7
6,5,2012-01-04,7922,WAS,A,ORL,L (-18),0,4:21,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.7,+3
8,6,2012-01-08,7926,WAS,H,MIN,L (-21),0,6:08,0,2,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,-0.1,0
9,7,2012-01-10,7928,WAS,H,TOR,W (+15),0,14:15,2,4,.500,0,1,.000,0,0,,0,1,1,3,1,0,1,0,4,4.4,+10
10,8,2012-01-11,7929,WAS,A,CHI,L (-14),0,8:53,0,3,.000,0,0,,2,2,1.000,0,0,0,2,0,0,0,0,2,1.3,-8
11,9,2012-01-13,7931,WAS,A,PHI,L (-31),0,20:24,3,5,.600,1,3,.333,0,0,,1,5,6,3,0,0,2,1,7,6.6,-5
12,10,2012-01-14,7932,WAS,H,PHI,L (-13),0,11:00,1,3,.333,0,0,,0,0,,1,1,2,3,0,0,0,1,2,3.0,-4
13,11,2012-01-16,7934,WAS,H,HOU,L (-8),0,4:03,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,0
14,12,2012-01-18,7936,WAS,H,OKC,W (+3),0,3:15,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+1
15,13,2012-01-20,7938,WAS,H,DEN,L (-4),0,9:34,4,6,.667,1,2,.500,0,0,,0,2,2,5,1,0,1,1,9,10.1,+12
16,14,2012-01-22,7940,WAS,H,BOS,L (-6),0,5:40,1,3,.333,0,0,,1,2,.500,0,0,0,0,1,0,0,0,3,1.9,-4
17,15,2012-01-23,7941,WAS,A,PHI,L (-20),0,21:54,3,3,1.000,0,0,,0,0,,0,2,2,0,0,0,0,1,6,5.3,+3
18,16,2012-01-25,7943,WAS,H,CHA,W (+17),0,21:44,1,4,.250,1,2,.500,1,2,.500,0,3,3,4,0,0,1,2,4,3.1,+8
