Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
5,1,2006-11-12,7781,POR,H,DAL,L (-7),0,19:11,5,9,.556,0,0,,0,0,,6,2,8,0,0,0,0,2,10,9.7,+3
6,2,2006-11-14,7783,POR,A,MIN,L (-12),0,25:09,3,5,.600,0,0,,1,4,.250,0,4,4,1,0,3,0,5,7,5.5,-10
7,3,2006-11-15,7784,POR,A,CLE,L (-13),0,22:43,5,5,1.000,0,0,,3,4,.750,3,5,8,1,3,0,0,5,13,16.4,+10
8,4,2006-11-17,7786,POR,A,BOS,L (-28),1,26:49,5,5,1.000,0,0,,2,2,1.000,3,2,5,1,1,0,0,3,12,13.7,-3
9,5,2006-11-18,7787,POR,A,NJN,W (+18),1,34:04,5,9,.556,0,0,,2,2,1.000,1,2,3,2,1,2,1,4,12,10.2,+20
10,6,2006-11-20,7789,POR,H,SAS,L (-9),1,22:53,4,8,.500,0,0,,0,0,,1,5,6,0,0,0,1,1,8,4.8,0
11,7,2006-11-22,7791,POR,H,NJN,W (+3),1,26:41,4,12,.333,0,0,,2,2,1.000,4,4,8,0,0,0,1,2,10,5.4,-16
12,8,2006-11-25,7794,POR,A,SAC,L (-20),1,31:17,2,4,.500,0,0,,2,2,1.000,1,2,3,0,0,2,1,3,6,4.5,-6
13,9,2006-11-26,7795,POR,H,PHO,L (-18),1,2:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1.2,-9
14,10,2006-11-28,7797,POR,H,IND,L (-8),0,10:43,0,3,.000,0,0,,2,2,1.000,0,2,2,0,0,1,0,2,2,0.4,-8
15,11,2006-12-01,7800,POR,H,ORL,L (-2),0,25:51,4,8,.500,0,0,,2,2,1.000,2,3,5,0,0,1,0,1,10,8.6,-1
16,12,2006-12-03,7802,POR,H,ATL,L (-11),0,27:36,2,4,.500,0,0,,2,2,1.000,3,5,8,0,0,3,1,2,6,7.9,+7
17,13,2006-12-05,7804,POR,A,DET,W (+3),0,24:23,5,9,.556,0,0,,1,2,.500,5,6,11,0,0,1,0,2,11,11.5,+1
