Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2001-10-30,7101,SAS,H,LAC,W (+11),0,20:30,3,8,.375,2,3,.667,1,2,.500,1,2,3,3,2,0,1,2,9,7.8,+12
2,2,2001-11-01,7103,SAS,A,SEA,L (-6),0,6:49,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,1,2,0.6,-5
3,3,2001-11-03,7105,SAS,A,POR,W (+16),0,26:01,5,12,.417,3,6,.500,2,4,.500,1,1,2,6,1,0,1,0,15,13.0,+15
4,4,2001-11-04,7106,SAS,A,SAC,L (-20),0,23:09,3,8,.375,0,3,.000,3,4,.750,1,1,2,2,1,0,2,2,9,4.8,-9
5,5,2001-11-06,7108,SAS,H,ORL,W (+15),1,31:46,2,9,.222,1,3,.333,7,9,.778,1,2,3,4,2,1,3,2,12,8.7,+10
6,6,2001-11-08,7110,SAS,A,CHH,W (+10),1,37:49,8,16,.500,4,7,.571,2,2,1.000,0,4,4,5,0,0,0,1,22,18.3,+9
7,7,2001-11-10,7112,SAS,H,ATL,W (+22),1,37:30,8,14,.571,3,7,.429,0,0,,0,4,4,8,2,0,1,5,19,18.2,+21
8,8,2001-11-13,7115,SAS,H,HOU,W (+4),1,35:21,4,11,.364,2,6,.333,4,4,1.000,1,4,5,4,2,0,4,3,14,9.4,+9
9,9,2001-11-16,7118,SAS,H,CLE,W (+14),1,28:22,1,5,.200,0,2,.000,0,0,,0,1,1,8,0,1,0,4,2,3.9,-10
10,10,2001-11-21,7123,SAS,H,SEA,W (+17),1,27:09,3,10,.300,1,3,.333,6,8,.750,2,5,7,7,3,0,3,4,13,12.6,+4
11,11,2001-11-23,7125,SAS,A,IND,W (+18),1,30:20,3,9,.333,2,4,.500,1,5,.200,0,2,2,4,1,0,4,2,9,1.9,0
12,12,2001-11-24,7126,SAS,A,MIN,L (-5),1,37:33,6,14,.429,4,6,.667,3,4,.750,1,2,3,4,3,0,1,4,19,15.7,-12
13,13,2001-11-28,7130,SAS,H,GSW,W (+11),1,32:14,3,9,.333,0,3,.000,5,6,.833,0,1,1,2,5,0,0,3,11,11.0,-2
14,14,2001-11-30,7132,SAS,H,SAC,L (-3),1,32:59,3,8,.375,0,2,.000,2,2,1.000,1,2,3,4,2,0,4,2,8,4.9,-7
