Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2,1,2017-10-20,8225,CLE,A,MIL,W (+19),0,1:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+5
3,2,2017-10-21,8226,CLE,H,ORL,L (-21),0,8:21,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,2,0,-0.8,+11
6,3,2017-10-28,8233,CLE,A,NOP,L (-22),0,5:36,2,3,.667,0,1,.000,0,0,,0,3,3,0,0,0,0,0,4,3.6,-6
7,4,2017-10-29,8234,CLE,H,NYK,L (-19),0,1:44,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1
8,5,2017-11-01,8237,CLE,H,IND,L (-17),0,0:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
10,6,2017-11-05,8241,CLE,H,ATL,L (-2),0,10:00,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,0,0,-0.1,+8
14,7,2017-11-13,8249,CLE,A,NYK,W (+3),0,5:54,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+4
16,8,2017-11-17,8253,CLE,H,LAC,W (+5),0,0:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
17,9,2017-11-20,8256,CLE,A,DET,W (+28),0,13:48,2,3,.667,1,2,.500,2,2,1.000,1,3,4,1,0,1,2,3,7,5.5,-9
18,10,2017-11-22,8258,CLE,H,BRK,W (+10),0,7:26,1,2,.500,0,1,.000,0,0,,0,1,1,0,1,0,0,1,2,1.9,-4
19,11,2017-11-24,8260,CLE,H,CHO,W (+1),0,0:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
20,12,2017-11-27,8263,CLE,A,PHI,W (+22),0,4:39,1,2,.500,0,0,,0,0,,0,5,5,0,0,0,0,1,2,2.1,-1
21,13,2017-11-28,8264,CLE,H,MIA,W (+11),0,2:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
22,14,2017-11-30,8266,CLE,A,ATL,W (+7),0,11:18,2,3,.667,1,1,1.000,0,0,,2,2,4,1,1,0,1,2,5,5.6,-5
23,15,2017-12-02,8268,CLE,H,MEM,W (+5),0,6:03,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.8,+5
24,16,2017-12-04,8270,CLE,A,CHI,W (+22),0,5:55,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,0,0,0,0,-0.4,-3
25,17,2017-12-06,8272,CLE,H,SAC,W (+6),0,3:51,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,-1.5,+3
26,18,2017-12-08,8274,CLE,A,IND,L (-4),0,14:29,1,2,.500,0,0,,0,0,,0,5,5,0,0,0,2,2,2,-0.3,-2
27,19,2017-12-09,8275,CLE,H,PHI,W (+7),0,11:07,1,1,1.000,1,1,1.000,0,0,,0,3,3,0,1,0,1,3,3,2.4,+3
28,20,2017-12-12,8278,CLE,H,ATL,W (+9),0,17:37,3,8,.375,1,5,.200,0,0,,0,4,4,0,0,0,1,3,7,1.6,-4
29,21,2017-12-14,8280,CLE,H,LAL,W (+9),0,10:08,2,2,1.000,0,0,,0,0,,0,0,0,0,1,0,0,3,4,3.2,-1
30,22,2017-12-16,8282,CLE,H,UTA,W (+9),0,22:58,4,5,.800,2,2,1.000,0,0,,3,1,4,0,1,0,1,4,10,8.9,+13
31,23,2017-12-17,8283,CLE,A,WAS,W (+7),0,17:00,2,3,.667,1,1,1.000,0,0,,0,1,1,0,1,0,0,3,5,3.8,+7
32,24,2017-12-19,8285,CLE,A,MIL,L (-3),0,5:24,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-1.4,-10
33,25,2017-12-21,8287,CLE,H,CHI,W (+3),0,8:28,0,2,.000,0,1,.000,0,2,.000,0,1,1,1,1,0,0,0,0,-0.2,-2
34,26,2017-12-25,8291,CLE,A,GSW,L (-7),0,5:44,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-4
35,27,2017-12-27,8293,CLE,A,SAC,L (-14),0,2:20,1,1,1.000,0,0,,1,2,.500,0,2,2,0,0,0,0,0,3,2.9,+3
36,28,2017-12-30,8296,CLE,A,UTA,L (-3),0,10:26,0,2,.000,0,1,.000,2,2,1.000,0,2,2,1,0,0,1,3,2,-0.3,+2
37,29,2018-01-02,8299,CLE,H,POR,W (+17),0,5:49,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,-1
38,30,2018-01-03,8300,CLE,A,BOS,L (-14),0,8:51,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,1,2,2.3,0
39,31,2018-01-06,8303,CLE,A,ORL,W (+4),0,13:15,3,6,.500,0,1,.000,0,0,,1,2,3,1,0,0,0,1,6,4.6,+13
40,32,2018-01-08,8305,CLE,A,MIN,L (-28),0,16:09,2,3,.667,1,1,1.000,1,1,1.000,0,2,2,0,0,0,0,0,6,5.3,+11
41,33,2018-01-11,8308,CLE,A,TOR,L (-34),0,15:44,1,3,.333,0,2,.000,3,3,1.000,0,3,3,2,0,0,0,0,5,5.6,-7
42,34,2018-01-12,8309,CLE,A,IND,L (-2),0,17:08,3,6,.500,1,3,.333,1,2,.500,1,4,5,0,2,0,1,1,8,7.1,-7
43,35,2018-01-15,8312,CLE,H,GSW,L (-10),0,1:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+4
45,36,2018-01-20,8317,CLE,H,OKC,L (-24),0,4:15,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+2
46,37,2018-01-23,8320,CLE,A,SAS,L (-12),0,1:16,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+2
47,38,2018-01-26,8323,CLE,H,IND,W (+7),0,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
48,39,2018-01-28,8325,CLE,H,DET,W (+17),0,0:50,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,1.0,+3
51,40,2018-02-03,8331,CLE,H,HOU,L (-32),0,6:38,2,2,1.000,0,0,,0,0,,0,3,3,1,0,0,0,0,4,5.0,+3
52,41,2018-02-06,8334,CLE,A,ORL,L (-18),0,2:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,0
53,42,2018-02-07,8335,CLE,H,MIN,W (+2),0,21:27,3,5,.600,2,4,.500,1,2,.500,1,3,4,0,1,0,2,3,9,5.7,+7
54,43,2018-02-09,8337,CLE,A,ATL,W (+16),1,38:30,6,9,.667,2,5,.400,2,7,.286,1,5,6,5,3,0,2,4,16,15.2,+5
