Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1995-11-04,23-031,MIA,,CLE,W (+14),0,5:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7
2,2,1995-11-10,23-037,MIA,,NJN,W (+26),0,12:00,1,2,.500,0,0,,1,2,.500,1,5,6,0,0,1,3,4,3,-0.1
3,3,1995-11-22,23-049,MIA,,GSW,W (+10),0,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1.2
4,4,1995-11-24,23-051,MIA,@,WSB,L (-16),0,2:00,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0.3
5,5,1995-11-25,23-052,MIA,,VAN,W (+20),0,4:00,2,3,.667,0,0,,1,2,.500,0,0,0,0,1,0,1,1,5,2.9
6,6,1995-11-28,23-055,MIA,,DAL,W (+22),0,11:00,0,2,.000,0,0,,1,2,.500,1,3,4,0,1,0,2,3,1,-1.4
7,7,1995-11-30,23-057,MIA,@,DET,W (+11),0,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8
8,8,1995-12-04,23-061,MIA,@,BOS,L (-1),0,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1.2
9,9,1995-12-09,23-066,MIA,@,PHO,W (+2),0,20:00,4,8,.500,0,0,,0,0,,2,7,9,0,0,0,1,5,8,4.5
10,10,1995-12-10,23-067,MIA,@,SAC,L (-20),1,31:00,11,21,.524,0,1,.000,7,9,.778,5,10,15,1,2,1,5,5,29,20.8
11,11,1995-12-12,23-069,MIA,@,GSW,L (-25),1,41:00,9,16,.563,0,0,,2,4,.500,2,10,12,0,2,1,2,5,20,14.7
12,12,1995-12-14,23-071,MIA,@,LAC,L (-5),1,31:00,7,16,.438,0,1,.000,5,6,.833,0,4,4,0,2,0,3,5,19,8.4
13,13,1995-12-16,23-073,MIA,,UTA,L (-9),0,21:00,6,9,.667,0,0,,2,3,.667,1,5,6,0,0,0,2,6,14,7.5
14,14,1995-12-19,23-076,MIA,@,NYK,L (-19),1,38:00,9,24,.375,0,0,,2,4,.500,4,7,11,1,3,0,1,4,20,12.0
15,15,1995-12-20,23-077,MIA,@,NJN,W (+8),1,32:00,7,14,.500,0,0,,2,4,.500,2,3,5,1,0,1,3,6,16,6.5
16,16,1995-12-22,23-079,MIA,,DET,L (-9),1,33:00,8,17,.471,0,0,,5,10,.500,3,6,9,0,0,2,3,4,21,11.0
17,17,1995-12-23,23-080,MIA,@,CHH,L (-12),1,30:00,6,12,.500,0,0,,0,0,,1,6,7,0,0,2,1,5,12,6.9
18,18,1995-12-26,23-083,MIA,,NJN,W (+3),1,24:00,4,9,.444,0,0,,2,2,1.000,1,3,4,0,0,4,0,4,10,8.1
19,19,1995-12-28,23-085,MIA,@,IND,L (-14),0,19:00,1,2,.500,0,0,,3,5,.600,2,3,5,1,1,0,2,5,5,3.2
20,20,1995-12-30,23-087,MIA,,LAC,W (+9),1,37:00,7,12,.583,0,0,,8,8,1.000,2,5,7,1,2,1,2,4,22,19.1
21,21,1996-01-04,23-092,MIA,,SEA,L (-3),1,29:00,6,10,.600,0,0,,4,8,.500,2,4,6,1,0,1,2,6,16,9.4
22,22,1996-01-06,23-094,MIA,@,DEN,W (+2),1,18:00,2,2,1.000,0,0,,2,4,.500,0,2,2,1,1,0,1,5,6,3.9
23,23,1996-01-08,23-096,MIA,@,UTA,L (-2),1,22:00,2,7,.286,0,0,,0,0,,2,2,4,0,0,1,2,5,4,-1.4
24,24,1996-01-10,23-098,MIA,@,POR,L (-1),1,22:00,2,5,.400,0,0,,2,2,1.000,1,2,3,0,0,1,1,4,6,2.7
25,25,1996-01-12,23-100,MIA,@,SEA,L (-32),0,29:00,3,7,.429,0,0,,2,2,1.000,0,3,3,0,4,0,4,5,8,3.2
26,26,1996-01-13,23-101,MIA,@,VAN,L (-4),0,15:00,3,7,.429,0,0,,1,1,1.000,1,2,3,0,0,0,1,2,7,2.8
27,27,1996-01-15,23-103,MIA,@,LAL,L (-8),0,25:00,3,8,.375,0,0,,0,0,,3,5,8,1,0,1,1,5,6,3.6
28,28,1996-01-17,23-105,MIA,,WSB,W (+7),0,20:00,1,4,.250,0,0,,0,0,,0,2,2,0,0,0,0,2,2,-0.6
29,29,1996-01-19,23-107,MIA,,CHH,L (-8),0,14:00,1,2,.500,0,0,,0,0,,0,5,5,0,0,0,2,5,2,-1.5
30,30,1996-01-20,23-108,MIA,@,ATL,L (-20),0,30:00,6,8,.750,0,0,,1,2,.500,1,6,7,1,3,1,3,4,13,11.7
31,31,1996-01-22,23-110,MIA,,SAS,W (+7),0,12:00,3,6,.500,0,0,,0,0,,1,4,5,0,0,1,0,1,6,5.2
32,32,1996-01-24,23-112,MIA,,NYK,L (-9),0,13:00,4,5,.800,0,0,,0,0,,1,2,3,0,0,0,2,3,8,4.2
33,33,1996-01-26,23-114,MIA,@,CHI,L (-22),0,30:00,5,8,.625,0,0,,3,4,.750,3,6,9,0,0,0,1,5,13,9.9
34,34,1996-01-27,23-115,MIA,@,CLE,W (+17),0,11:00,2,6,.333,0,0,,0,0,,2,1,3,1,0,0,1,0,4,2.0
35,35,1996-01-29,23-117,MIA,@,NYK,L (-9),0,11:00,1,3,.333,0,0,,0,0,,1,2,3,0,0,0,0,5,2,-0.4
36,36,1996-01-30,23-118,MIA,,PHO,L (-15),0,28:00,6,10,.600,0,0,,2,6,.333,2,8,10,0,1,1,1,5,14,10.3
37,37,1996-02-01,23-120,MIA,,PHI,W (+20),0,25:00,3,7,.429,0,0,,3,4,.750,3,2,5,2,1,0,1,4,9,7.4
38,38,1996-02-03,23-122,MIA,,BOS,L (-1),0,4:00,0,0,,0,0,,0,0,,0,3,3,0,0,0,0,3,0,-0.3
39,39,1996-02-05,23-124,MIA,,SAC,W (+11),0,23:00,4,6,.667,0,0,,0,0,,3,5,8,2,1,1,1,3,8,9.9
40,40,1996-02-07,23-126,MIA,,ATL,W (+12),0,15:00,2,4,.500,0,0,,0,1,.000,0,3,3,1,0,1,2,6,4,-0.5
41,41,1996-02-13,23-132,MIA,,TOR,L (-11),0,26:00,6,11,.545,0,0,,1,2,.500,3,5,8,1,0,0,1,6,13,8.2
42,42,1996-02-15,23-134,MIA,,DEN,W (+6),0,19:00,4,7,.571,0,0,,0,0,,1,3,4,1,0,0,2,3,8,3.8
43,43,1996-02-17,23-136,MIA,,ORL,L (-2),0,20:00,2,4,.500,0,0,,2,4,.500,1,6,7,0,0,0,2,5,6,1.7
44,44,1996-02-19,23-138,MIA,@,CLE,L (-3),0,5:00,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-2.8
45,45,1996-02-21,23-140,MIA,@,PHI,W (+9),0,25:00,3,9,.333,0,0,,2,4,.500,1,4,5,0,1,0,4,4,8,-0.6
46,46,1996-02-23,23-142,MIA,,CHI,W (+9),1,16:00,2,6,.333,0,0,,0,0,,1,4,5,0,1,0,1,4,4,0.9
47,47,1996-02-25,23-144,MIA,,PHI,W (+7),1,33:00,8,14,.571,0,0,,2,2,1.000,4,7,11,1,2,0,1,1,18,17.6
48,48,1996-02-27,23-146,MIA,@,NJN,W (+3),1,27:00,2,4,.500,0,0,,2,2,1.000,1,6,7,1,0,0,1,2,6,5.4
49,49,1996-02-28,23-147,MIA,@,ORL,L (-4),1,17:00,3,6,.500,0,0,,0,1,.000,1,4,5,0,0,0,2,4,6,0.9
