Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1990-11-06,8170,SAC,H,ATL,L (-17),0,30:00,3,11,0.273,1,4,0.25,7,8,0.875,0,1,1,3,1,0,3,4,14,5.9,
2,2,1990-11-09,8173,SAC,A,LAL,L (-14),0,20:00,2,8,0.25,0,0,,0,0,,0,2,2,7,0,0,1,2,4,2.9,
3,3,1990-11-10,8174,SAC,H,NYK,L (-5),0,33:00,2,8,0.25,0,1,0.0,6,7,0.857,4,1,5,3,1,0,1,2,10,9.2,
4,4,1990-11-15,8179,SAC,H,SAS,L (-29),0,17:00,2,5,0.4,1,1,1.0,0,2,0.0,0,0,0,1,0,0,2,1,5,-0.2,
5,5,1990-11-17,8181,SAC,A,GSW,L (-1),1,42:00,5,13,0.385,1,5,0.2,5,5,1.0,1,3,4,4,0,0,3,5,16,8.3,
6,6,1990-11-20,8184,SAC,A,WSB,W (+5),1,43:00,3,11,0.273,0,2,0.0,7,9,0.778,0,5,5,0,5,0,4,2,13,7.4,
7,7,1990-11-21,8185,SAC,A,PHI,L (-2),1,44:00,7,18,0.389,2,3,0.667,4,4,1.0,1,2,3,13,2,0,3,2,20,18.8,
8,8,1990-11-23,8187,SAC,A,BOS,L (-10),1,38:00,7,19,0.368,1,3,0.333,9,10,0.9,1,3,4,4,2,1,2,4,24,16.6,
9,9,1990-11-25,8189,SAC,A,DET,L (-13),1,38:00,3,7,0.429,1,1,1.0,3,5,0.6,1,1,2,4,1,0,2,4,10,6.7,
10,10,1990-11-27,8191,SAC,H,MIN,L (-9),1,41:00,7,13,0.538,2,2,1.0,2,4,0.5,0,3,3,4,1,0,2,3,18,12.4,
11,11,1990-11-29,8193,SAC,A,DEN,L (-8),1,39:00,7,19,0.368,3,4,0.75,5,8,0.625,1,4,5,6,3,0,4,3,22,14.2,
12,12,1990-12-01,8195,SAC,A,HOU,L (-24),1,44:00,10,19,0.526,2,6,0.333,1,2,0.5,3,2,5,4,4,1,5,3,23,17.3,
13,13,1990-12-04,8198,SAC,H,DAL,W (+20),1,16:00,2,3,0.667,1,1,1.0,2,4,0.5,0,0,0,4,1,1,2,0,7,7.4,
14,14,1990-12-06,8200,SAC,H,WSB,W (+18),1,36:00,6,17,0.353,3,6,0.5,11,13,0.846,2,1,3,5,4,0,2,5,26,20.9,
15,15,1990-12-08,8202,SAC,H,DET,L (-11),1,38:00,4,12,0.333,1,6,0.167,5,5,1.0,1,2,3,4,1,1,1,6,14,9.6,
16,16,1990-12-22,8216,SAC,A,SEA,L (-28),0,30:00,6,15,0.4,0,3,0.0,2,4,0.5,0,0,0,4,0,0,3,3,14,3.7,
17,17,1990-12-23,8217,SAC,A,LAC,L (-10),1,43:00,5,16,0.313,3,9,0.333,2,2,1.0,0,3,3,6,1,0,3,3,15,7.7,
18,18,1990-12-26,8220,SAC,H,DEN,L (-16),1,42:00,11,18,0.611,2,6,0.333,12,17,0.706,4,2,6,7,4,0,5,3,36,31.9,
19,19,1990-12-28,8222,SAC,A,SAS,L (-16),1,38:00,7,16,0.438,0,1,0.0,5,7,0.714,2,4,6,3,3,0,6,3,19,10.3,
20,20,1990-12-29,8223,SAC,A,DAL,L (-11),1,36:00,2,12,0.167,0,3,0.0,0,3,0.0,0,1,1,5,1,0,3,4,4,-4.6,
