Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-10-25,23-067,POR,@,LAC,L (-12),0,5:18,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+12
2,,2023-10-27,23-069,POR,,ORL,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2,2023-10-29,23-071,POR,@,PHI,L (-28),0,5:47,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,-0.1,-8
4,,2023-10-30,23-072,POR,@,TOR,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,,2023-11-01,23-074,POR,@,DET,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,,2023-11-03,23-076,POR,,MEM,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,,2023-11-05,23-078,POR,,MEM,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,3,2023-11-08,23-081,POR,@,SAC,L (-3),0,9:06,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,0,1,0,-0.4,-5
9,4,2023-11-12,23-085,POR,@,LAL,L (-6),0,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+4
10,5,2023-11-14,23-087,POR,@,UTA,L (-16),0,2:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
11,6,2023-11-15,23-088,POR,,CLE,L (-14),0,17:20,2,5,.400,1,3,.333,0,0,,0,2,2,3,1,0,0,1,5,5.6,+7
12,7,2023-11-17,23-090,POR,,LAL,L (-12),0,5:29,0,2,.000,0,2,.000,0,0,,1,0,1,0,1,0,0,1,0,-0.1,-4
13,8,2023-11-19,23-092,POR,,OKC,L (-43),0,20:55,2,4,.500,1,2,.500,3,4,.750,1,1,2,0,1,0,1,3,8,5.4,-10
14,9,2023-11-21,23-094,POR,@,PHO,L (-13),0,1:39,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.0,+3
15,10,2023-11-22,23-095,POR,,UTA,W (+16),0,17:20,1,5,.200,0,3,.000,0,1,.000,2,0,2,0,1,0,0,0,2,0.9,-9
16,,2023-11-26,23-099,POR,@,MIL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
