,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2001-10-31,19-029,CHI,,IND,L (-25),0,6:20,0,2,0.0,0,0,,1,2,0.5,0,0,0,0,0,0,1,0,1,-1.8,-9
1,2,2,2001-11-02,19-031,CHI,@,BOS,L (-14),0,8:45,0,0,,0,0,,2,2,1.0,0,1,1,0,0,0,2,1,2,-0.1,3
2,3,3,2001-11-03,19-032,CHI,,NYK,W (+5),0,5:23,1,2,0.5,0,0,,1,2,0.5,0,1,1,0,1,1,0,2,3,2.8,1
3,4,4,2001-11-07,19-036,CHI,,DET,L (-24),1,21:06,1,5,0.2,0,0,,3,4,0.75,0,2,2,0,1,1,5,4,5,-2.8,-11
4,5,5,2001-11-08,19-037,CHI,@,MIN,L (-53),0,22:26,3,4,0.75,0,0,,0,2,0.0,1,3,4,0,0,5,3,4,6,4.1,-13
5,8,6,2001-11-14,19-043,CHI,@,LAC,L (-4),0,9:56,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-0.4,-5
6,9,7,2001-11-16,19-045,CHI,@,SAC,L (-34),0,16:36,3,4,0.75,0,0,,1,4,0.25,1,3,4,2,0,1,2,2,7,5.1,-12
7,10,8,2001-11-17,19-046,CHI,@,GSW,L (-5),0,7:29,0,1,0.0,0,0,,0,0,,0,4,4,0,1,0,0,1,0,1.1,5
8,11,9,2001-11-21,19-050,CHI,@,MIL,L (-4),0,4:07,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,6
9,12,10,2001-11-24,19-053,CHI,@,NYK,L (-7),0,5:48,1,1,1.0,0,0,,0,2,0.0,0,0,0,0,0,0,0,0,2,0.9,-2
10,13,11,2001-11-27,19-056,CHI,@,NJN,L (-32),0,6:32,0,2,0.0,0,0,,1,2,0.5,0,0,0,1,0,0,0,1,1,-0.5,-1
11,16,12,2001-12-04,19-063,CHI,,HOU,W (+28),0,7:56,2,3,0.667,0,0,,1,2,0.5,0,3,3,2,0,1,2,1,5,3.9,8
