Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2022-10-20,22-008,MIL,@,PHI,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1,2022-10-22,22-010,MIL,,HOU,W (+20),0,2:14,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-2
3,,2022-10-26,22-014,MIL,,BRK,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,,2022-10-28,22-016,MIL,,NYK,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2,2022-10-29,22-017,MIL,,ATL,W (+8),0,6:48,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,2,1,3,0.3,+1
6,3,2022-10-31,22-019,MIL,,DET,W (+2),0,3:40,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,1,0,0,0,-0.4,-3
7,4,2022-11-02,22-021,MIL,,DET,W (+25),0,16:06,0,3,.000,0,3,.000,3,4,.750,1,3,4,1,2,0,2,2,3,2.0,+12
8,5,2022-11-04,22-023,MIL,@,MIN,W (+13),0,18:23,6,10,.600,2,4,.500,0,1,.000,0,5,5,0,0,0,2,2,14,7.7,+2
9,6,2022-11-05,22-024,MIL,,OKC,W (+14),1,24:48,1,9,.111,0,6,.000,0,0,,3,2,5,0,1,0,2,6,2,-4.6,+12
10,7,2022-11-07,22-026,MIL,@,ATL,L (-19),0,10:33,1,4,.250,1,4,.250,1,2,.500,0,2,2,0,0,0,0,1,4,1.4,+4
11,8,2022-11-09,22-028,MIL,@,OKC,W (+4),1,29:55,7,13,.538,5,8,.625,0,0,,3,5,8,0,2,0,2,5,19,14.3,+14
12,9,2022-11-11,22-030,MIL,@,SAS,L (-18),1,34:23,4,13,.308,0,6,.000,0,0,,1,3,4,2,1,0,0,2,8,3.7,-24
13,10,2022-11-14,22-033,MIL,,ATL,L (-15),1,34:11,7,9,.778,3,4,.750,3,3,1.000,2,6,8,1,0,1,2,2,20,18.3,-14
14,11,2022-11-16,22-035,MIL,,CLE,W (+15),1,26:38,1,8,.125,0,3,.000,0,0,,4,1,5,1,0,0,2,2,2,-2.2,+7
15,12,2022-11-18,22-037,MIL,@,PHI,L (-8),1,14:35,0,3,.000,0,1,.000,0,0,,0,2,2,1,0,0,1,1,0,-2.2,-4
16,13,2022-11-21,22-040,MIL,,POR,W (+8),0,5:12,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,1,1,0,-1.1,-9
17,,2022-11-23,22-042,MIL,,CHI,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,14,2022-11-25,22-044,MIL,,CLE,W (+15),0,3:03,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,1,2,0.3,-7
19,15,2022-11-27,22-046,MIL,,DAL,W (+9),0,1:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-5
20,,2022-11-30,22-049,MIL,@,NYK,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
