Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1997-12-07,8201,PHI,H,NYK,W (+15),0,2:00,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,0,1,-0.1,-5
2,2,1997-12-08,8202,PHI,A,ORL,L (-9),0,0:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,-1
3,3,1997-12-10,8204,PHI,H,TOR,L (-7),0,0:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
4,4,1997-12-12,8206,PHI,H,DEN,W (+15),0,1:29,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.0,+1
5,5,1997-12-13,8207,PHI,A,NYK,L (-12),0,0:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
6,6,1997-12-15,8209,PHI,A,BOS,L (-17),0,11:15,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,1,3,0.9,0
8,7,1997-12-30,8224,PHI,A,POR,L (-10),0,2:02,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,2.0,+1
9,8,1998-01-01,8226,PHI,A,VAN,W (+11),0,0:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
10,9,1998-01-02,8227,PHI,A,SEA,L (-17),0,8:37,0,1,.000,0,0,,1,2,.500,0,0,0,0,1,0,1,0,1,-0.1,+8
11,10,1998-01-04,8229,PHI,A,LAL,W (+6),0,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
13,11,1998-01-13,8238,PHI,H,VAN,W (+18),0,4:04,0,1,.000,0,0,,0,0,,0,0,0,2,0,0,0,1,0,0.3,-4
14,12,1998-01-15,8240,PHI,H,CHI,W (+10),0,1:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-7
15,13,1998-01-17,8242,PHI,H,GSW,W (+28),0,7:59,1,3,.333,1,2,.500,2,2,1.000,0,0,0,1,1,0,0,0,5,5.0,0
16,14,1998-01-19,8244,PHI,H,SAC,W (+13),0,0:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
18,15,1998-01-23,8248,PHI,H,POR,W (+11),0,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
19,16,1998-01-24,8249,PHI,A,CLE,L (-19),0,3:14,2,2,1.000,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,0,6,5.0,+4
23,17,1998-01-31,8256,PHI,H,HOU,L (-16),0,3:11,1,3,.333,0,2,.000,0,0,,0,0,0,2,0,0,0,0,2,1.7,+2
25,18,1998-02-04,8260,PHI,H,MIA,L (-14),0,3:24,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+3
30,19,1998-02-27,8283,PHI,A,DEN,W (+1),0,6:02,0,1,.000,0,1,.000,0,0,,1,2,3,0,0,0,0,0,0,0.6,+8
31,20,1998-02-28,8284,PHI,A,SAS,L (-12),0,0:26,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0.7,-4
35,21,1998-03-09,8293,PHI,H,ORL,L (-10),0,6:03,1,2,.500,1,1,1.000,0,0,,0,2,2,1,0,0,0,0,3,3.3,+4
36,22,1998-03-11,8295,PHI,H,WAS,W (+2),0,1:23,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-2
37,23,1998-03-13,8297,PHI,H,ATL,W (+21),0,3:11,2,3,.667,0,0,,0,0,,2,1,3,0,0,0,0,0,4,4.4,-2
41,24,1998-03-20,8304,PHI,H,UTA,L (-12),0,3:38,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,1.0,+1
42,25,1998-03-22,8306,PHI,A,BOS,L (-18),0,6:38,1,4,.250,0,2,.000,0,0,,0,0,0,0,0,0,1,0,2,-1.4,-1
45,26,1998-03-27,8311,PHI,H,SAS,L (-25),0,19:27,3,5,.600,1,3,.333,2,2,1.000,1,0,1,4,0,1,1,1,9,9.5,-5
46,27,1998-03-29,8313,PHI,H,BOS,W (+5),0,5:30,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,0,0,-0.7,-4
47,28,1998-03-31,8315,PHI,A,CHH,L (-8),0,0:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
48,29,1998-04-01,8316,PHI,A,WAS,W (+21),0,7:18,2,2,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,2,0,5,3.0,-2
49,30,1998-04-03,8318,PHI,H,LAC,W (+15),0,10:55,1,3,.333,0,1,.000,3,3,1.000,0,1,1,0,1,0,0,1,5,4.2,-6
