Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-10-25,23-170,POR,@,LAC,L (-12),0,15:51,2,5,.400,2,2,1.000,1,2,.500,0,2,2,1,0,1,0,2,7,5.1,+13
2,2,2023-10-27,23-172,POR,,ORL,L (-5),0,22:54,0,4,.000,0,2,.000,2,2,1.000,1,3,4,3,0,0,0,0,2,2.9,+2
3,3,2023-10-29,23-174,POR,@,PHI,L (-28),0,27:40,5,16,.313,1,5,.200,1,2,.500,3,0,3,2,0,2,0,3,12,6.1,-13
4,4,2023-10-30,23-175,POR,@,TOR,W (+8),0,23:21,1,4,.250,0,2,.000,1,2,.500,2,5,7,0,0,1,1,2,3,2.0,+12
5,5,2023-11-01,23-177,POR,@,DET,W (+9),0,25:55,2,3,.667,0,0,,3,3,1.000,2,5,7,0,1,1,1,2,7,8.5,+6
6,6,2023-11-03,23-179,POR,,MEM,W (+2),0,31:29,2,8,.250,0,3,.000,1,1,1.000,3,0,3,1,2,0,1,4,5,2.4,+2
7,7,2023-11-05,23-181,POR,,MEM,L (-12),0,24:29,3,5,.600,2,3,.667,0,0,,3,3,6,2,1,0,3,1,8,7.7,-4
8,8,2023-11-08,23-184,POR,@,SAC,L (-3),0,25:21,1,2,.500,0,0,,0,0,,1,3,4,1,3,0,1,3,2,4.1,+7
9,9,2023-11-12,23-188,POR,@,LAL,L (-6),0,23:30,1,3,.333,0,2,.000,0,0,,4,2,6,2,0,1,2,5,2,1.8,0
10,10,2023-11-14,23-190,POR,@,UTA,L (-16),1,25:38,3,6,.500,2,4,.500,1,2,.500,2,3,5,1,0,2,2,2,9,7.2,-8
11,11,2023-11-15,23-191,POR,,CLE,L (-14),1,21:41,0,4,.000,0,3,.000,0,0,,0,1,1,3,2,0,1,1,0,0.2,-12
12,12,2023-11-17,23-193,POR,,LAL,L (-12),1,35:52,3,8,.375,1,6,.167,3,5,.600,2,4,6,0,2,1,1,3,10,7.9,-7
