Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2000-10-31,8193,CHH,A,ATL,W (+24),0,4:04,1,1,1.000,0,0,,2,2,1.000,1,1,2,0,0,0,0,2,4,3.9,+1
2,2,2000-11-01,8194,CHH,H,WAS,L (-18),0,6:56,3,4,.750,0,0,,1,2,.500,2,1,3,0,0,0,0,1,7,6.3,-1
3,3,2000-11-03,8196,CHH,H,MIA,W (+4),0,12:58,0,1,.000,0,0,,0,0,,1,2,3,0,0,2,0,2,0,1.2,-7
4,4,2000-11-04,8197,CHH,A,NJN,W (+11),0,23:58,3,6,.500,0,0,,2,4,.500,5,5,10,1,1,4,0,1,8,13.3,+16
5,5,2000-11-08,8201,CHH,A,ORL,W (+6),0,20:45,5,8,.625,0,0,,0,2,.000,4,4,8,1,0,1,3,3,10,6.8,+11
6,6,2000-11-09,8202,CHH,H,SEA,L (-8),0,18:13,3,7,.429,0,0,,4,5,.800,3,2,5,0,1,0,1,0,10,8.6,+1
7,7,2000-11-11,8204,CHH,A,NYK,L (-14),0,24:00,0,5,.000,0,0,,2,6,.333,2,5,7,0,1,3,1,5,2,-0.1,-9
8,8,2000-11-14,8207,CHH,A,MIA,L (-3),0,11:00,0,0,,0,0,,3,4,.750,2,0,2,0,0,0,1,2,3,2.2,-6
9,9,2000-11-16,8209,CHH,A,HOU,L (-4),0,8:09,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,0
10,10,2000-11-17,8210,CHH,H,DET,L (-7),0,8:16,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,2,2,-0.5,-4
11,11,2000-11-19,8212,CHH,A,DET,W (+9),0,11:54,1,4,.250,0,0,,3,4,.750,2,1,3,0,1,0,2,4,5,1.3,-1
12,12,2000-11-20,8213,CHH,A,TOR,W (+36),0,22:27,5,6,.833,0,0,,6,7,.857,0,8,8,1,0,3,1,2,16,16.8,+23
13,13,2000-11-22,8215,CHH,H,PHI,W (+15),0,13:16,2,3,.667,0,0,,6,6,1.000,1,5,6,0,0,2,1,3,10,10.1,+10
14,14,2000-11-24,8217,CHH,A,MIL,W (+16),0,20:48,5,9,.556,0,1,.000,0,1,.000,2,7,9,1,0,3,3,1,10,8.2,+16
15,15,2000-11-25,8218,CHH,H,CLE,W (+11),0,15:02,2,3,.667,0,0,,7,8,.875,0,2,2,0,0,1,0,2,11,9.8,+4
16,16,2000-11-29,8222,CHH,H,TOR,W (+24),0,18:29,2,3,.667,0,0,,0,0,,1,8,9,2,0,4,1,1,4,8.6,0
17,17,2000-12-01,8224,CHH,A,PHI,L (-21),0,21:33,1,8,.125,0,0,,0,0,,2,2,4,1,1,2,2,2,2,-0.9,-15
18,18,2000-12-02,8225,CHH,H,UTA,W (+5),0,28:19,5,9,.556,0,0,,2,2,1.000,4,5,9,0,0,2,0,0,12,13.4,+7
19,19,2000-12-05,8228,CHH,A,CLE,L (-5),0,17:48,2,7,.286,0,0,,2,2,1.000,2,1,3,1,0,0,1,2,6,2.5,-7
20,20,2000-12-06,8229,CHH,H,IND,W (+3),0,21:09,1,3,.333,0,0,,3,4,.750,2,4,6,0,0,1,0,3,5,5.0,-7
21,21,2000-12-08,8231,CHH,H,LAC,W (+5),0,12:24,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0
22,22,2000-12-09,8232,CHH,A,IND,L (-3),0,13:11,0,2,.000,0,0,,0,0,,0,4,4,0,0,2,2,2,0,-1.6,-4
26,23,2000-12-20,8243,CHH,H,MIA,W (+9),0,14:07,0,2,.000,0,0,,0,0,,2,5,7,2,0,2,2,3,0,1.1,+5
27,24,2000-12-22,8245,CHH,A,MIN,W (+9),0,6:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-2.4,-1
28,25,2000-12-23,8246,CHH,H,SAS,W (+4),0,7:05,1,3,.333,0,0,,0,0,,0,2,2,0,0,0,1,2,2,-0.9,0
33,26,2001-01-03,8257,CHH,A,VAN,L (-10),0,10:14,2,3,.667,0,0,,0,0,,0,3,3,0,0,1,3,1,4,0.9,0
34,27,2001-01-05,8259,CHH,A,LAC,W (+13),0,16:40,2,4,.500,0,0,,0,0,,1,5,6,0,0,0,0,4,4,2.6,+5
35,28,2001-01-07,8261,CHH,A,DEN,L (-7),0,22:43,1,5,.200,0,0,,2,2,1.000,1,4,5,0,0,1,1,3,4,1.3,+3
36,29,2001-01-09,8263,CHH,H,CHI,W (+7),0,29:09,4,7,.571,0,0,,1,2,.500,4,6,10,0,0,2,1,4,9,8.7,+10
37,30,2001-01-11,8265,CHH,H,POR,L (-13),0,11:30,1,3,.333,0,0,,0,0,,3,3,6,0,1,0,1,1,2,2.9,-14
38,31,2001-01-12,8266,CHH,A,CHI,W (+1),0,20:39,3,4,.750,0,0,,3,4,.750,3,5,8,0,0,1,1,3,9,9.1,+2
39,32,2001-01-14,8268,CHH,A,TOR,L (-8),0,10:44,1,2,.500,0,0,,0,0,,1,1,2,0,0,1,0,1,2,2.3,-7
40,33,2001-01-15,8269,CHH,A,PHI,L (-5),0,12:48,3,4,.750,0,0,,0,0,,2,3,5,0,0,0,1,2,6,4.9,-2
41,34,2001-01-17,8271,CHH,H,DAL,L (-1),0,9:21,1,4,.250,0,0,,0,0,,1,2,3,1,0,0,1,1,2,0.2,-1
42,35,2001-01-19,8273,CHH,H,MIL,L (-7),0,19:25,2,2,1.000,0,0,,0,0,,2,1,3,1,0,1,2,2,4,3.7,-10
43,36,2001-01-23,8277,CHH,A,WAS,L (-2),0,3:16,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,1,0,-0.7,-6
44,37,2001-01-24,8278,CHH,H,NYK,W (+14),0,4:34,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,+5
45,38,2001-01-27,8281,CHH,H,HOU,L (-13),0,6:57,0,1,.000,0,0,,0,0,,0,2,2,0,0,1,0,1,0,0.2,+2
46,39,2001-01-29,8283,CHH,A,GSW,W (+8),0,18:08,1,3,.333,0,0,,1,2,.500,3,4,7,0,0,2,1,2,3,3.8,+11
47,40,2001-02-01,8286,CHH,A,UTA,L (-11),0,17:41,2,3,.667,0,0,,2,5,.400,1,2,3,1,1,4,3,2,6,5.5,+11
48,41,2001-02-02,8287,CHH,A,LAL,L (-6),0,10:00,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-2
50,42,2001-02-06,8291,CHH,H,ORL,L (-26),0,13:03,3,5,.600,0,0,,0,0,,0,1,1,0,0,0,0,2,6,3.2,-11
