Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1986-10-31,8354,DEN,H,SAS,W (+30),0,19:00,5,6,0.833,0,0,,2,4,0.5,1,4,5,3,0,0,3,0,12,10.0,
2,2,1986-11-01,8355,DEN,A,GSW,L (-22),1,33:00,5,13,0.385,0,0,,1,2,0.5,4,5,9,2,0,1,4,4,11,4.3,
3,3,1986-11-04,8358,DEN,H,NYK,W (+15),1,27:00,5,8,0.625,0,0,,0,0,,0,2,2,4,0,0,0,4,10,8.2,
4,4,1986-11-06,8360,DEN,H,UTA,W (+14),1,27:00,8,11,0.727,0,0,,0,0,,1,8,9,1,0,1,1,4,16,13.4,
5,5,1986-11-07,8361,DEN,A,LAL,L (-22),1,31:00,5,9,0.556,0,0,,2,2,1.0,1,5,6,3,0,0,4,6,12,5.6,
6,6,1986-11-11,8365,DEN,A,LAC,L (-3),1,20:00,7,11,0.636,0,0,,0,0,,1,3,4,2,0,1,0,3,14,11.6,
7,7,1986-11-12,8366,DEN,H,SAC,L (-2),1,32:00,7,12,0.583,0,1,0.0,6,6,1.0,1,2,3,4,2,0,1,2,20,18.7,
8,8,1986-11-14,8368,DEN,H,DAL,W (+4),0,6:00,0,3,0.0,0,0,,0,0,,1,0,1,0,1,0,0,3,0,-1.6,
9,9,1986-11-15,8369,DEN,A,UTA,L (-8),1,15:00,1,2,0.5,0,0,,0,0,,1,0,1,1,1,0,1,5,2,0.4,
10,10,1986-11-18,8372,DEN,H,NJN,W (+13),0,16:00,1,7,0.143,0,1,0.0,1,2,0.5,0,0,0,1,0,0,0,3,3,-2.4,
11,11,1986-11-20,8374,DEN,H,POR,W (+14),0,24:00,5,14,0.357,0,0,,0,0,,2,4,6,3,2,1,2,2,10,6.8,
12,12,1986-11-22,8376,DEN,H,PHO,W (+12),0,29:00,6,9,0.667,0,0,,3,4,0.75,2,5,7,3,1,1,0,4,15,15.8,
13,13,1986-11-26,8380,DEN,H,CHI,W (+2),0,16:00,2,6,0.333,0,0,,1,2,0.5,0,2,2,0,0,1,0,2,5,1.7,
14,14,1986-11-28,8382,DEN,A,IND,L (-24),1,34:00,4,8,0.5,0,0,,2,4,0.5,1,5,6,1,0,0,1,4,10,5.5,
15,15,1986-11-29,8383,DEN,A,MIL,L (-32),0,21:00,3,8,0.375,0,1,0.0,1,2,0.5,3,3,6,4,0,0,0,3,7,6.8,
16,16,1986-12-09,8393,DEN,A,CHI,L (-6),1,24:00,6,10,0.6,0,0,,2,2,1.0,4,1,5,1,0,0,3,2,14,9.4,
17,17,1986-12-10,8394,DEN,H,UTA,L (-2),1,26:00,3,7,0.429,0,0,,0,2,0.0,1,4,5,0,0,0,2,5,6,-0.6,
18,18,1986-12-12,8396,DEN,H,PHO,W (+12),1,25:00,4,6,0.667,0,0,,3,4,0.75,1,3,4,1,0,0,2,5,11,6.3,
