Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2006-11-01,7521,MEM,H,NYK,L (-1),0,28:10,1,4,.250,0,0,,4,4,1.000,5,5,10,3,2,1,1,5,6,10.4,+7
2,2,2006-11-03,7523,MEM,H,CHA,W (+13),0,18:02,0,1,.000,0,0,,0,0,,3,1,4,4,0,0,2,4,0,0.9,+16
3,3,2006-11-04,7524,MEM,A,DET,L (-9),0,8:40,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-2.1,-2
5,4,2006-11-11,7531,MEM,A,PHO,L (-9),0,11:49,0,0,,0,0,,2,2,1.000,0,1,1,1,0,0,2,1,2,0.6,+2
6,5,2006-11-12,7532,MEM,A,LAL,L (-10),0,10:16,1,3,.333,0,1,.000,4,4,1.000,0,0,0,2,3,0,1,1,6,7.3,+7
7,6,2006-11-15,7535,MEM,A,SAC,L (-4),0,19:01,1,4,.250,1,3,.333,4,4,1.000,1,2,3,8,2,0,2,3,7,10.3,+7
8,7,2006-11-17,7537,MEM,H,DAL,L (-12),0,17:23,2,5,.400,0,0,,3,4,.750,1,2,3,2,1,0,2,2,7,4.8,-1
9,8,2006-11-18,7538,MEM,A,DAL,L (-5),0,20:16,2,5,.400,1,2,.500,3,3,1.000,0,1,1,4,0,0,0,1,8,8.0,-1
10,9,2006-11-20,7540,MEM,H,ORL,W (+9),0,30:19,6,10,.600,1,2,.500,3,5,.600,0,5,5,6,5,0,0,3,16,20.1,+21
11,10,2006-11-21,7541,MEM,A,CLE,L (-3),0,11:29,1,4,.250,0,0,,2,2,1.000,2,1,3,2,1,0,1,0,4,4.7,+4
1,1,2007-10-31,7885,MEM,H,SAS,L (-3),0,21:15,2,6,.333,0,1,.000,4,4,1.000,0,5,5,4,0,1,1,1,8,8.2,-11
2,2,2007-11-03,7888,MEM,H,IND,L (-10),0,25:27,4,5,.800,0,0,,11,13,.846,1,2,3,6,2,0,6,5,19,15.8,+2
3,3,2007-11-07,7892,MEM,A,SEA,W (+7),0,21:02,2,7,.286,1,1,1.000,3,5,.600,3,2,5,2,1,0,1,1,8,6.8,+1
4,4,2007-11-09,7894,MEM,A,POR,L (-12),0,30:03,3,8,.375,1,2,.500,7,9,.778,5,2,7,3,0,0,2,4,14,11.4,-5
5,5,2007-11-10,7895,MEM,A,UTA,L (-24),0,13:17,2,6,.333,0,1,.000,1,2,.500,0,2,2,2,1,0,5,2,5,-1.6,-6
6,6,2007-11-13,7898,MEM,H,HOU,W (+6),0,32:26,1,4,.250,0,1,.000,7,8,.875,0,8,8,3,0,0,0,1,9,10.3,+14
7,7,2007-11-14,7899,MEM,A,MIL,L (-3),0,22:01,3,5,.600,0,0,,0,0,,2,1,3,3,2,0,4,2,6,4.7,-7
8,8,2007-11-16,7901,MEM,H,NOH,L (-2),0,31:04,4,10,.400,0,0,,1,2,.500,1,2,3,8,0,1,1,6,9,7.4,0
9,9,2007-11-17,7902,MEM,A,DAL,L (-3),0,27:37,3,5,.600,1,1,1.000,0,0,,0,3,3,7,1,1,2,3,7,9.0,+3
10,10,2007-11-19,7904,MEM,H,SEA,W (+17),0,25:38,4,7,.571,0,1,.000,4,6,.667,0,2,2,2,1,1,1,1,12,10.2,-2
11,11,2007-11-21,7906,MEM,H,TOR,L (-6),0,25:46,3,8,.375,0,3,.000,5,6,.833,0,6,6,5,2,0,2,1,11,11.1,-9
12,12,2007-11-23,7908,MEM,A,SAS,L (-13),0,21:45,3,8,.375,0,2,.000,2,3,.667,0,5,5,2,1,1,3,2,8,4.0,-14
13,13,2007-11-24,7909,MEM,H,WAS,W (+6),0,31:08,2,5,.400,0,1,.000,13,14,.929,0,5,5,5,0,0,6,5,17,10.9,0
14,14,2007-11-27,7912,MEM,A,NJN,W (+7),0,23:57,3,9,.333,0,1,.000,4,7,.571,1,5,6,2,0,0,0,1,10,6.9,+8
