Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2022-10-19,19-151,OKC,@,MIN,L (-7),0,9:05,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.8,-14
2,2,2022-10-22,19-154,OKC,@,DEN,L (-5),0,7:03,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1.4,+1
3,3,2022-10-23,19-155,OKC,,MIN,L (-10),0,23:27,2,6,.333,1,3,.333,0,0,,1,5,6,3,1,2,1,2,5,6.5,+15
4,4,2022-10-25,19-157,OKC,,LAC,W (+14),0,10:19,1,4,.250,0,3,.000,0,0,,0,1,1,1,0,0,0,0,2,0.6,-9
5,5,2022-10-27,19-159,OKC,,LAC,W (+8),0,12:43,1,3,.333,0,2,.000,0,0,,0,0,0,1,0,0,0,1,2,0.6,-10
6,,2022-10-29,19-161,OKC,@,DAL,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,6,2022-11-01,19-164,OKC,,ORL,W (+8),0,17:14,3,4,.750,2,3,.667,0,0,,0,4,4,2,0,0,1,1,8,7.6,+12
8,7,2022-11-03,19-166,OKC,,DEN,L (-12),0,12:04,1,3,.333,0,2,.000,1,2,.500,1,2,3,1,0,0,1,1,3,1.5,0
9,8,2022-11-05,19-168,OKC,@,MIL,L (-14),0,22:19,3,4,.750,2,3,.667,0,0,,1,3,4,5,0,0,0,0,8,11.5,+11
10,9,2022-11-07,19-170,OKC,@,DET,L (-9),0,20:29,1,7,.143,0,4,.000,0,0,,0,1,1,2,0,0,0,0,2,-0.8,+8
11,,2022-11-09,19-172,OKC,,MIL,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,,2022-11-11,19-174,OKC,,TOR,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,,2022-11-13,19-176,OKC,@,NYK,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,,2022-11-14,19-177,OKC,@,BOS,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,,2022-11-16,19-179,OKC,@,WAS,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,2022-11-18,19-181,OKC,@,MEM,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,2022-11-21,19-184,OKC,,NYK,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
