Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1981-10-30,8016,GSW,A,DEN,L (-13),0,10:00,3,3,1.0,0,0,,0,0,,3,0,3,1,1.0,0,1.0,2,6,7.1,
2,2,1981-10-31,8017,GSW,H,UTA,W (+15),0,9:00,0,1,0.0,0,0,,2,4,0.5,2,5,7,1,,0,,2,2,,
3,3,1981-11-05,8022,GSW,A,UTA,L (-9),0,2:00,0,0,,0,0,,0,2,0.0,0,1,1,0,0.0,0,0.0,0,0,-0.5,
4,4,1981-11-07,8024,GSW,H,DEN,W (+45),0,11:00,2,4,0.5,0,0,,2,2,1.0,2,1,3,4,1.0,1,2.0,1,6,7.8,
5,5,1982-01-09,8087,GSW,H,IND,W (+9),0,21:00,3,5,0.6,0,0,,0,0,,3,3,6,2,0.0,0,1.0,3,6,5.9,
6,6,1982-01-12,8090,GSW,A,PHO,L (-12),0,17:00,2,8,0.25,0,0,,0,1,0.0,5,5,10,0,0.0,1,1.0,4,4,1.9,
7,7,1982-01-13,8091,GSW,H,DEN,W (+15),0,16:00,2,3,0.667,0,0,,1,2,0.5,3,3,6,0,1.0,2,0.0,5,5,6.7,
8,8,1982-01-15,8093,GSW,H,NYK,W (+2),0,14:00,4,6,0.667,0,0,,0,0,,2,4,6,1,0.0,0,1.0,2,8,6.9,
9,9,1982-01-17,8095,GSW,A,SEA,L (-25),0,25:00,1,8,0.125,0,0,,7,9,0.778,3,2,5,2,0.0,0,4.0,6,9,0.7,
10,10,1982-01-20,8098,GSW,H,SDC,L (-9),0,5:00,0,0,,0,0,,2,2,1.0,0,2,2,0,0.0,0,0.0,1,2,2.2,
11,11,1982-01-23,8101,GSW,H,MIL,W (+6),0,7:00,0,0,,0,0,,0,0,,1,2,3,0,0.0,0,0.0,1,0,0.9,
12,12,1982-01-28,8106,GSW,A,CHI,W (+1),0,8:00,1,3,0.333,0,0,,0,0,,1,1,2,0,0.0,1,0.0,2,2,1.2,
13,13,1982-02-03,8112,GSW,A,PHO,W (+2),0,8:00,0,1,0.0,0,0,,0,0,,1,0,1,0,0.0,0,1.0,0,0,-1.0,
14,14,1982-02-07,8116,GSW,H,SAS,W (+5),0,9:00,3,4,0.75,0,0,,2,2,1.0,1,3,4,1,0.0,0,0.0,2,8,7.9,
15,15,1982-02-09,8118,GSW,A,UTA,L (-16),0,14:00,0,0,,0,0,,1,2,0.5,1,3,4,0,0.0,0,0.0,0,1,2.2,
16,16,1982-02-11,8120,GSW,A,NYK,L (-3),0,14:00,1,1,1.0,0,0,,2,2,1.0,0,0,0,0,0.0,0,0.0,5,4,1.7,
17,17,1982-02-12,8121,GSW,A,NJN,L (-11),0,5:00,1,3,0.333,0,0,,0,0,,1,0,1,0,0.0,0,0.0,1,2,0.6,
18,18,1982-02-14,8123,GSW,A,KCK,W (+10),1,40:00,3,5,0.6,0,0,,3,4,0.75,3,4,7,1,0.0,0,2.0,5,9,6.3,
19,19,1982-02-17,8126,GSW,H,BOS,W (+16),0,10:00,1,2,0.5,0,0,,0,0,,2,2,4,0,1.0,0,1.0,1,2,2.6,
20,20,1982-02-19,8128,GSW,A,LAL,L (-20),0,6:00,1,5,0.2,0,0,,1,1,1.0,0,1,1,2,0.0,0,0.0,2,3,0.8,
21,21,1982-02-23,8132,GSW,A,SAS,L (-20),0,12:00,1,6,0.167,0,0,,0,0,,1,3,4,0,0.0,0,0.0,1,2,-0.6,
22,22,1982-02-25,8134,GSW,A,DAL,W (+2),0,13:00,1,3,0.333,0,0,,0,0,,0,0,0,1,0.0,0,0.0,1,2,0.6,
23,23,1982-02-26,8135,GSW,A,HOU,L (-16),0,3:00,0,1,0.0,0,0,,0,0,,0,0,0,0,0.0,0,0.0,0,0,-0.7,
24,24,1982-02-28,8137,GSW,A,ATL,W (+28),0,5:00,1,2,0.5,0,0,,0,0,,1,2,3,0,0.0,0,0.0,0,2,2.3,
25,25,1982-03-02,8139,GSW,H,CLE,W (+9),0,13:00,0,1,0.0,0,0,,2,2,1.0,1,3,4,0,1.0,1,0.0,0,2,4.6,
26,26,1982-03-10,8147,GSW,A,PHI,L (-20),0,3:00,1,2,0.5,0,0,,0,0,,1,1,2,0,0.0,0,1.0,1,2,0.6,
27,27,1982-03-26,8163,GSW,H,POR,W (+13),0,1:00,0,0,,0,0,,0,0,,0,0,0,0,0.0,0,1.0,0,0,-1.0,
28,28,1982-04-03,8171,GSW,A,DAL,W (+5),0,9:00,1,1,1.0,0,0,,0,0,,1,2,3,0,0.0,0,1.0,0,2,2.0,
29,29,1982-04-10,8178,GSW,H,SDC,W (+13),0,3:00,0,0,,0,0,,0,0,,0,2,2,0,0.0,0,0.0,1,0,0.2,
30,30,1982-04-16,8184,GSW,A,LAL,L (-16),0,22:00,1,6,0.167,0,0,,2,6,0.333,2,4,6,4,1.0,0,3.0,3,4,0.8,
1,1,1982-10-30,8381,GSW,H,HOU,W (+7),0,3:00,0,0,,0,0,,0,0,,1,1,2,0,0.0,0,0.0,1,0,0.6,
