Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2023-02-10,23-304,DET,,SAS,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,2023-02-12,23-306,DET,@,TOR,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1,2023-02-15,23-309,DET,@,BOS,L (-18),0,2:07,0,1,.000,0,1,.000,2,2,1.000,0,0,0,0,1,1,0,0,2,3.0,+3
1,,2023-10-25,24-196,DET,@,MIA,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,2023-10-27,24-198,DET,@,CHO,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1,2023-10-28,24-199,DET,,CHI,W (+16),0,0:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
4,2,2023-10-30,24-201,DET,@,OKC,L (-12),0,1:49,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,+8
5,3,2023-11-01,24-203,DET,,POR,L (-9),0,12:10,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,3,0,-1.3,-8
6,4,2023-11-02,24-204,DET,@,NOP,L (-9),0,0:36,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0
7,5,2023-11-05,24-207,DET,,PHO,L (-14),0,4:28,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8,0
8,6,2023-11-06,24-208,DET,,GSW,L (-11),0,15:55,5,8,.625,4,5,.800,1,1,1.000,0,3,3,0,0,0,1,3,15,10.1,-7
9,7,2023-11-08,24-210,DET,@,MIL,L (-2),0,8:55,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,1,2,1,2,-0.7,-2
10,8,2023-11-10,24-212,DET,,PHI,L (-8),0,17:21,1,2,.500,1,2,.500,7,8,.875,0,4,4,1,0,0,0,2,10,9.7,-2
11,,2023-11-12,24-214,DET,@,CHI,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,,2023-11-14,24-216,DET,,ATL,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,9,2023-11-17,24-219,DET,@,CLE,L (-8),0,17:19,2,3,.667,2,3,.667,4,4,1.000,1,5,6,0,1,1,0,1,10,12.2,0
14,10,2023-11-19,24-221,DET,@,TOR,L (-29),0,25:22,5,6,.833,2,3,.667,7,8,.875,0,4,4,3,0,1,1,2,19,18.6,-12
15,11,2023-11-20,24-222,DET,,DEN,L (-4),0,18:19,4,8,.500,3,5,.600,0,0,,0,1,1,2,0,0,1,1,11,7.3,-2
