Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2010-10-27,7890,LAC,H,POR,L (-10),1,38:36,8,14,.571,0,0,,4,6,.667,9,5,14,4,1,0,2,4,20,20.6,-9
2,2,2010-10-29,7892,LAC,A,GSW,L (-18),1,29:13,6,14,.429,0,0,,2,5,.400,6,4,10,3,1,0,4,5,14,7.9,-20
3,3,2010-10-31,7894,LAC,H,DAL,L (-16),1,32:19,4,15,.267,0,1,.000,8,12,.667,4,5,9,0,2,0,3,2,16,8.0,-27
4,4,2010-11-01,7895,LAC,H,SAS,L (-9),1,39:01,7,13,.538,0,0,,3,7,.429,2,6,8,1,0,1,1,1,17,12.3,-2
5,5,2010-11-03,7897,LAC,H,OKC,W (+15),1,32:26,7,12,.583,0,0,,4,10,.400,4,5,9,0,0,0,2,2,18,11.5,-2
6,6,2010-11-05,7899,LAC,A,DEN,L (-7),1,33:34,11,18,.611,0,0,,4,4,1.000,5,5,10,3,0,0,1,1,26,23.5,-5
7,7,2010-11-06,7900,LAC,A,UTA,L (-2),1,36:59,5,10,.500,0,0,,6,8,.750,3,14,17,2,1,0,5,6,16,11.5,+8
8,8,2010-11-09,7903,LAC,A,NOH,L (-19),1,30:06,4,9,.444,0,0,,2,3,.667,1,5,6,0,0,0,1,4,10,4.5,-26
9,9,2010-11-10,7904,LAC,A,SAS,L (-12),1,38:12,5,18,.278,0,0,,1,2,.500,2,6,8,3,3,1,2,1,11,6.6,-15
10,10,2010-11-12,7906,LAC,H,DET,L (-6),1,43:44,8,15,.533,0,0,,2,5,.400,2,16,18,4,1,2,3,4,18,16.3,-10
11,11,2010-11-15,7909,LAC,H,NJN,L (-14),1,30:01,5,8,.625,0,0,,1,4,.250,3,0,3,1,0,0,3,5,11,4.0,-18
