,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,2014-10-29,20-202,PHI,@,IND,L (-12),1,34:53,2,11,0.182,0,0,,2,6,0.333,4,6,10,0,0,3,2,4,6,0.6,2
1,2,2,2014-10-31,20-204,PHI,@,MIL,L (-12),1,35:07,7,11,0.636,0,0,,0,0,,1,9,10,2,1,3,0,3,14,15.8,-4
2,3,3,2014-11-01,20-205,PHI,,MIA,L (-18),1,25:23,1,4,0.25,0,0,,0,0,,0,5,5,3,1,1,3,1,2,1.5,-19
3,4,4,2014-11-03,20-207,PHI,,HOU,L (-11),1,29:52,5,8,0.625,0,0,,0,0,,0,1,1,5,6,1,3,3,10,12.7,-6
4,5,5,2014-11-05,20-209,PHI,,ORL,L (-2),1,17:01,2,4,0.5,0,0,,0,0,,1,1,2,3,0,1,3,0,4,2.8,8
5,8,6,2014-11-13,20-217,PHI,@,DAL,L (-53),0,28:35,2,7,0.286,0,0,,1,6,0.167,4,3,7,0,3,1,5,2,5,0.5,-39
6,9,7,2014-11-14,20-218,PHI,@,HOU,L (-1),0,23:18,3,7,0.429,0,0,,2,3,0.667,1,5,6,0,0,1,4,5,8,0.8,3
7,10,8,2014-11-17,20-221,PHI,@,SAS,L (-25),0,25:10,2,8,0.25,0,0,,0,0,,1,5,6,0,1,1,0,4,4,1.5,-7
8,11,9,2014-11-19,20-223,PHI,,BOS,L (-11),1,34:10,5,10,0.5,0,0,,0,0,,1,7,8,3,2,1,0,2,10,11.8,-15
9,12,10,2014-11-21,20-225,PHI,,PHO,L (-26),1,27:44,1,1,1.0,0,0,,1,5,0.2,0,5,5,2,0,0,2,4,3,0.4,-9
10,13,11,2014-11-22,20-226,PHI,@,NYK,L (-8),1,38:42,6,11,0.545,0,0,,5,10,0.5,3,9,12,2,1,1,2,0,17,15.6,-12
11,14,12,2014-11-24,20-228,PHI,,POR,L (-10),0,32:53,6,7,0.857,0,0,,0,0,,1,4,5,3,3,2,0,3,12,16.7,-18
12,15,13,2014-11-26,20-230,PHI,,BRK,L (-8),1,36:30,2,4,0.5,0,0,,2,2,1.0,1,4,5,0,3,1,2,2,6,6.8,-6
13,16,14,2014-11-29,20-233,PHI,,DAL,L (-7),1,37:12,5,10,0.5,0,0,,0,0,,3,6,9,0,1,1,2,3,10,7.4,-8
14,18,15,2014-12-03,20-237,PHI,@,MIN,W (+8),1,25:28,4,8,0.5,0,0,,0,0,,0,3,3,0,2,1,1,4,8,5.0,-2
15,19,16,2014-12-05,20-239,PHI,,OKC,L (-12),1,34:22,4,9,0.444,0,0,,3,4,0.75,6,4,10,2,2,1,4,5,11,9.4,-18
16,20,17,2014-12-06,20-240,PHI,@,DET,W (+7),1,37:13,3,7,0.429,0,0,,3,4,0.75,2,6,8,2,1,1,3,3,9,7.0,10
17,21,18,2014-12-10,20-244,PHI,@,ATL,L (-16),1,33:44,3,7,0.429,0,0,,2,4,0.5,0,5,5,3,0,3,2,3,8,6.0,-13
18,22,19,2014-12-12,20-246,PHI,@,BRK,L (-18),1,21:29,0,8,0.0,0,0,,0,0,,4,2,6,0,1,1,5,4,0,-7.1,-4
19,23,20,2014-12-13,20-247,PHI,,MEM,L (-5),1,30:33,1,4,0.25,0,0,,2,4,0.5,0,5,5,1,4,2,3,4,4,3.8,-16
20,24,21,2014-12-15,20-249,PHI,,BOS,L (-18),1,29:16,9,12,0.75,0,0,,1,1,1.0,3,5,8,4,3,2,3,4,19,20.4,-2
21,25,22,2014-12-19,20-253,PHI,,CHO,L (-18),1,30:50,3,7,0.429,0,0,,0,0,,1,8,9,3,3,3,2,1,6,10.2,-11
22,26,23,2014-12-21,20-255,PHI,@,ORL,W (+8),1,32:18,5,13,0.385,0,0,,3,3,1.0,4,8,12,1,1,1,3,2,13,9.7,-8
23,27,24,2014-12-23,20-257,PHI,@,MIA,W (+4),1,28:56,0,5,0.0,0,0,,1,4,0.25,5,5,10,2,0,2,3,1,1,0.7,-7
24,28,25,2014-12-26,20-260,PHI,@,POR,L (-21),1,28:18,4,9,0.444,0,0,,0,2,0.0,1,6,7,2,4,2,1,1,8,10.4,-14
25,29,26,2014-12-27,20-261,PHI,@,UTA,L (-17),1,31:35,2,5,0.4,0,0,,1,1,1.0,1,9,10,2,1,0,1,1,5,6.7,-14
26,30,27,2014-12-30,20-264,PHI,@,GSW,L (-40),1,25:48,3,13,0.231,0,0,,2,3,0.667,2,5,7,1,1,0,2,1,8,1.9,-12
27,31,28,2015-01-02,20-267,PHI,@,PHO,L (-16),1,21:51,2,6,0.333,0,0,,0,0,,4,2,6,0,0,2,0,2,4,4.6,-15
28,32,29,2015-01-03,20-268,PHI,@,LAC,L (-36),1,33:48,3,12,0.25,0,0,,1,2,0.5,6,6,12,4,0,1,6,3,7,1.7,-27
29,33,30,2015-01-05,20-270,PHI,,CLE,W (+3),1,25:30,2,9,0.222,0,0,,2,2,1.0,1,5,6,0,0,2,2,2,6,1.3,-7
30,34,31,2015-01-07,20-272,PHI,,MIL,L (-20),1,28:28,6,10,0.6,0,0,,1,2,0.5,4,1,5,1,2,2,2,3,13,12.0,-17
31,35,32,2015-01-09,20-274,PHI,@,BRK,W (+2),1,32:20,6,10,0.6,0,0,,0,0,,1,4,5,2,0,2,1,2,12,10.3,6
32,36,33,2015-01-10,20-275,PHI,,IND,W (+1),1,30:59,2,5,0.4,0,0,,2,5,0.4,2,7,9,0,0,5,1,4,6,6.5,-9
33,37,34,2015-01-13,20-278,PHI,,ATL,L (-18),1,31:28,1,4,0.25,0,0,,0,2,0.0,3,3,6,1,2,1,1,3,2,3.0,-19
34,38,35,2015-01-14,20-279,PHI,@,TOR,L (-16),1,39:01,5,9,0.556,0,0,,2,4,0.5,3,5,8,1,3,1,0,2,12,14.1,-19
35,39,36,2015-01-16,20-281,PHI,,NOP,W (+15),1,32:46,7,10,0.7,0,0,,3,4,0.75,2,9,11,2,2,5,0,2,17,22.6,19
36,40,37,2015-01-17,20-282,PHI,@,DET,L (-18),1,23:58,3,7,0.429,0,0,,1,2,0.5,2,5,7,0,1,2,2,2,7,5.4,-20
37,41,38,2015-01-19,20-284,PHI,@,WAS,L (-35),1,30:42,4,9,0.444,0,0,,3,4,0.75,4,3,7,3,4,1,1,4,11,13.8,-4
38,43,39,2015-01-23,20-288,PHI,,TOR,L (-5),1,33:02,5,12,0.417,0,0,,2,2,1.0,5,9,14,1,2,0,2,5,12,10.5,15
39,44,40,2015-01-24,20-289,PHI,@,MEM,L (-18),1,23:35,3,6,0.5,0,0,,1,2,0.5,2,4,6,0,1,1,0,2,7,7.1,-2
40,45,41,2015-01-26,20-291,PHI,@,NOP,L (-25),1,31:07,1,9,0.111,0,0,,0,0,,1,5,6,2,0,2,1,2,2,-0.7,-14
41,46,42,2015-01-28,20-293,PHI,,DET,W (+20),1,28:59,2,5,0.4,0,0,,1,2,0.5,2,2,4,5,4,2,1,1,5,11.4,34
42,47,43,2015-01-30,20-295,PHI,,MIN,W (+9),1,30:54,7,8,0.875,0,0,,0,0,,3,3,6,3,4,6,1,4,14,21.9,6
43,48,44,2015-01-31,20-296,PHI,@,ATL,L (-6),1,28:57,5,8,0.625,0,0,,1,2,0.5,2,8,10,0,0,2,2,3,11,9.0,-6
44,49,45,2015-02-02,20-298,PHI,@,CLE,L (-13),1,32:30,2,5,0.4,0,0,,0,0,,0,4,4,2,2,3,3,3,4,3.8,-9
45,50,46,2015-02-03,20-299,PHI,,DEN,W (+7),1,26:56,3,6,0.5,0,0,,4,5,0.8,1,7,8,1,1,2,2,2,10,9.7,-8
46,51,47,2015-02-06,20-302,PHI,@,BOS,L (-11),1,26:16,1,5,0.2,0,0,,6,8,0.75,1,6,7,0,1,1,4,3,8,3.1,-18
47,52,48,2015-02-07,20-303,PHI,,CHO,W (+8),1,34:18,5,9,0.556,0,0,,2,2,1.0,0,7,7,1,3,2,1,0,12,13.9,9
48,53,49,2015-02-09,20-305,PHI,,GSW,L (-5),1,32:02,5,8,0.625,0,0,,1,2,0.5,3,4,7,4,1,1,1,3,11,12.6,-4
49,54,50,2015-02-20,20-316,PHI,,IND,L (-11),1,33:14,5,9,0.556,0,0,,2,4,0.5,5,4,9,0,4,9,1,3,12,19.7,-3
50,55,51,2015-02-22,20-318,PHI,@,ORL,L (-5),1,34:42,3,7,0.429,0,0,,4,6,0.667,0,3,3,5,2,2,1,3,10,11.1,-7
51,56,52,2015-02-23,20-319,PHI,@,MIA,L (-11),1,31:02,5,10,0.5,0,0,,8,10,0.8,2,5,7,2,0,4,0,4,18,17.7,0
52,57,53,2015-02-25,20-321,PHI,@,MIL,L (-16),1,30:07,2,9,0.222,0,0,,4,4,1.0,1,7,8,1,1,1,5,4,8,1.1,-5
53,58,54,2015-02-27,20-323,PHI,,WAS,W (+8),1,33:57,5,9,0.556,0,0,,4,6,0.667,3,10,13,3,2,3,2,5,14,16.2,6
54,59,55,2015-03-01,20-325,PHI,@,IND,L (-20),1,34:45,2,8,0.25,0,0,,6,6,1.0,5,7,12,1,1,3,3,4,10,10.0,-15
55,60,56,2015-03-02,20-326,PHI,,TOR,L (-11),1,32:15,7,7,1.0,0,0,,3,4,0.75,0,7,7,3,2,1,3,3,17,17.2,-8
56,61,57,2015-03-04,20-328,PHI,@,OKC,L (-5),1,40:03,3,10,0.3,0,0,,2,4,0.5,2,11,13,1,4,5,5,4,8,7.7,12
57,62,58,2015-03-06,20-330,PHI,,UTA,L (-6),1,37:23,5,12,0.417,0,0,,0,0,,5,6,11,1,6,0,1,5,10,12.6,-9
58,63,59,2015-03-07,20-331,PHI,,ATL,W (+8),1,31:44,4,12,0.333,0,0,,3,6,0.5,7,10,17,0,5,1,2,1,11,14.2,8
59,64,60,2015-03-11,20-335,PHI,,CHI,L (-9),1,36:08,4,9,0.444,0,0,,0,4,0.0,4,11,15,1,4,2,2,6,8,9.5,-16
60,65,61,2015-03-13,20-337,PHI,,SAC,W (+7),1,28:27,7,13,0.538,0,0,,2,2,1.0,4,8,12,4,1,1,1,4,16,16.8,3
61,66,62,2015-03-14,20-338,PHI,,BRK,L (-7),1,29:35,7,10,0.7,0,0,,3,3,1.0,1,6,7,2,1,2,5,6,17,11.7,-6
62,67,63,2015-03-16,20-340,PHI,@,BOS,L (-19),1,33:50,7,15,0.467,0,0,,4,6,0.667,1,6,7,1,2,1,1,5,18,12.4,-15
63,68,64,2015-03-18,20-342,PHI,,DET,W (+11),1,22:23,5,10,0.5,0,0,,1,2,0.5,3,1,4,0,1,3,1,0,11,10.1,2
64,69,65,2015-03-20,20-344,PHI,,NYK,W (+16),1,32:03,9,14,0.643,0,0,,5,7,0.714,7,7,14,1,5,3,1,2,23,29.0,7
65,70,66,2015-03-22,20-346,PHI,@,LAL,L (-14),1,32:48,4,9,0.444,0,0,,1,2,0.5,0,7,7,1,0,2,0,2,9,7.3,-13
66,71,67,2015-03-24,20-348,PHI,@,SAC,L (-1),1,29:10,5,10,0.5,0,0,,4,5,0.8,3,7,10,3,0,6,2,5,14,15.1,7
67,72,68,2015-03-25,20-349,PHI,@,DEN,W (+14),1,33:24,5,8,0.625,0,0,,4,7,0.571,4,11,15,2,4,4,2,1,14,21.1,22
68,73,69,2015-03-27,20-351,PHI,,LAC,L (-21),1,39:03,12,17,0.706,0,0,,6,8,0.75,5,9,14,2,2,0,4,3,30,26.5,-8
69,74,70,2015-03-29,20-353,PHI,@,CLE,L (-1),1,34:16,4,12,0.333,0,0,,0,0,,1,10,11,3,2,0,2,4,8,5.4,4
70,75,71,2015-03-30,20-354,PHI,,LAL,L (-2),1,36:08,7,18,0.389,0,0,,5,10,0.5,7,7,14,4,1,1,3,2,19,14.9,-8
71,76,72,2015-04-01,20-356,PHI,@,WAS,L (-13),1,37:53,5,9,0.556,0,0,,4,7,0.571,4,6,10,3,2,2,1,1,14,17.2,-12
72,77,73,2015-04-04,20-359,PHI,@,CHO,L (-1),1,10:35,1,2,0.5,0,0,,0,0,,1,1,2,0,1,1,2,0,2,1.7,-4
73,78,74,2015-04-05,20-360,PHI,@,NYK,L (-10),1,36:33,7,14,0.5,0,0,,0,1,0.0,5,4,9,4,1,2,1,3,14,14.3,-10
74,79,75,2015-04-08,20-363,PHI,,WAS,L (-29),1,24:00,2,8,0.25,0,0,,1,2,0.5,3,5,8,1,1,0,0,1,5,4.7,-16
75,1,1,2015-10-28,21-201,PHI,@,BOS,L (-17),1,35:02,5,13,0.385,0,0,,4,7,0.571,3,10,13,2,3,2,3,4,14,12.0,-2
76,2,2,2015-10-30,21-203,PHI,,UTA,L (-28),1,35:49,2,12,0.167,0,0,,4,4,1.0,4,6,10,2,0,2,2,3,8,4.6,-20
77,3,3,2015-11-02,21-206,PHI,,CLE,L (-7),1,33:27,7,13,0.538,0,0,,0,2,0.0,3,5,8,2,1,3,4,2,14,10.2,-13
78,4,4,2015-11-04,21-208,PHI,@,MIL,L (-4),1,33:03,8,16,0.5,0,0,,1,2,0.5,5,7,12,1,1,1,3,5,17,11.6,9
79,5,5,2015-11-06,21-210,PHI,@,CLE,L (-6),1,35:41,9,18,0.5,0,0,,0,0,,3,9,12,2,5,2,3,1,18,18.2,-7
80,6,6,2015-11-07,21-211,PHI,,ORL,L (-8),1,21:20,1,4,0.25,0,0,,0,0,,1,3,4,0,0,1,4,3,2,-3.3,-4
81,9,7,2015-11-13,21-217,PHI,@,OKC,L (-17),1,31:59,4,12,0.333,0,0,,5,6,0.833,2,9,11,2,2,0,4,1,13,8.9,-14
82,10,8,2015-11-14,21-218,PHI,@,SAS,L (-9),1,31:28,2,8,0.25,0,0,,2,4,0.5,0,3,3,2,2,0,3,3,6,0.5,-21
83,11,9,2015-11-16,21-220,PHI,,DAL,L (-6),1,38:23,5,12,0.417,0,0,,2,4,0.5,2,10,12,1,2,1,5,3,12,6.4,-4
84,12,10,2015-11-18,21-222,PHI,,IND,L (-27),1,23:38,1,3,0.333,0,0,,0,0,,1,2,3,0,0,0,2,0,2,-0.4,-23
85,13,11,2015-11-20,21-224,PHI,@,CHO,L (-25),0,27:01,7,9,0.778,0,0,,2,4,0.5,1,8,9,0,0,0,2,3,16,11.6,-6
86,14,12,2015-11-21,21-225,PHI,@,MIA,L (-5),1,30:10,4,9,0.444,0,0,,2,4,0.5,3,5,8,2,2,0,2,5,10,7.5,-22
87,15,13,2015-11-23,21-227,PHI,@,MIN,L (-5),1,32:01,2,6,0.333,0,0,,3,3,1.0,0,5,5,0,2,1,3,3,7,3.6,-7
88,16,14,2015-11-25,21-229,PHI,@,BOS,L (-4),1,34:04,1,7,0.143,0,0,,1,2,0.5,1,7,8,2,0,1,1,3,3,0.8,-20
89,19,15,2015-12-01,21-235,PHI,,LAL,W (+12),0,26:19,5,7,0.714,0,0,,4,6,0.667,2,7,9,3,1,0,3,1,14,13.5,2
90,20,16,2015-12-02,21-236,PHI,@,NYK,L (-12),1,32:20,3,11,0.273,0,0,,0,2,0.0,1,5,6,0,2,0,4,0,6,-1.1,-13
91,21,17,2015-12-05,21-239,PHI,,DEN,L (-3),1,31:13,5,8,0.625,0,0,,4,7,0.571,1,4,5,0,0,2,5,2,14,6.7,-5
92,22,18,2015-12-07,21-241,PHI,,SAS,L (-51),1,24:03,6,9,0.667,0,0,,1,2,0.5,3,3,6,1,2,1,1,4,13,12.5,-25
