,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,1984-10-26,21-356,GSW,,PHO,L (-8),0,15:00,4,9,0.444,0,0,,2,4,0.5,0,0,0,2,2,0,1,1,10,6.5,
1,2,2,1984-10-27,21-357,GSW,@,DEN,L (-4),0,17:00,1,6,0.167,0,0,,1,2,0.5,0,2,2,2,1,0,3,4,3,-2.8,
2,3,3,1984-10-30,21-360,GSW,@,LAL,L (-34),0,10:00,1,5,0.2,0,0,,2,4,0.5,0,0,0,3,1,1,1,3,4,1.7,
3,4,4,1984-11-01,21-362,GSW,,SAS,L (-15),0,1:00,1,1,1.0,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,4,3.7,
4,5,5,1984-11-03,21-364,GSW,,UTA,W (+5),0,2:00,1,2,0.5,0,0,,1,2,0.5,1,0,1,0,0,0,0,0,3,2.3,
5,6,6,1984-11-09,22-004,GSW,@,UTA,L (-8),0,8:00,4,6,0.667,0,1,0.0,0,0,,1,0,1,0,0,0,0,1,8,5.7,
6,7,7,1984-11-11,22-006,GSW,@,POR,L (-12),0,8:00,1,3,0.333,0,0,,2,2,1.0,0,0,0,0,0,0,0,4,4,0.7,
7,8,8,1984-11-17,22-012,GSW,,NJN,L (-17),0,1:00,0,0,,0,0,,1,2,0.5,0,1,1,0,0,0,1,0,1,-0.1,
8,9,9,1984-11-20,22-015,GSW,@,NYK,L (-5),0,7:00,1,2,0.5,0,0,,0,0,,0,0,0,0,0,1,0,1,2,1.3,
9,10,10,1984-11-21,22-016,GSW,@,BOS,L (-44),0,17:00,6,10,0.6,0,0,,2,4,0.5,0,0,0,0,0,0,1,3,14,6.4,
10,11,11,1984-11-23,22-018,GSW,@,CLE,W (+1),0,6:00,0,1,0.0,0,0,,0,0,,0,1,1,1,0,0,0,2,0,-0.5,
11,12,12,1984-12-01,22-026,GSW,@,PHO,L (-12),0,3:00,0,1,0.0,0,0,,0,2,0.0,0,0,0,0,0,0,0,0,0,-1.5,
12,13,13,1984-12-04,22-029,GSW,,UTA,L (-2),0,11:00,2,6,0.333,0,0,,1,2,0.5,0,0,0,0,2,0,1,4,5,0.6,
13,14,14,1984-12-06,22-031,GSW,,HOU,W (+1),0,4:00,0,1,0.0,0,0,,1,2,0.5,0,0,0,0,0,0,0,2,1,-0.9,
