Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1981-10-30,8420,WSB,A,BOS,L (-24),0,10:00,0,3,0.0,0,0.0,,3,4,0.75,0.0,0.0,0,0,,,,2,3,,
2,2,1981-11-03,8424,WSB,H,PHI,L (-13),1,18:00,3,5,0.6,0,0.0,,1,2,0.5,,,5,0,,0.0,,1,7,,
3,3,1981-11-05,8426,WSB,A,MIL,L (-8),1,13:00,0,2,0.0,0,0.0,,0,0,,0.0,0.0,0,0,0.0,0.0,1.0,3,0,-3.6,
4,4,1981-11-06,8427,WSB,H,DET,W (+4),1,14:00,2,5,0.4,0,,,0,0,,,,5,0,,,,1,4,,
5,5,1981-11-10,8431,WSB,H,BOS,L (-6),1,9:00,2,3,0.667,0,,,0,0,,,,3,0,,,,4,4,,
6,6,1981-11-12,8433,WSB,A,ATL,W (+8),1,18:00,3,3,1.0,0,0.0,,0,0,,,,6,0,,,,4,6,,
7,7,1981-11-14,8435,WSB,H,CHI,W (+5),1,13:00,2,4,0.5,0,0.0,,0,0,,0.0,2.0,2,0,0.0,0.0,0.0,0,4,2.6,
8,8,1981-11-17,8438,WSB,H,MIL,L (-4),1,13:00,2,3,0.667,0,0.0,,2,2,1.0,,,3,1,0.0,1.0,3.0,3,6,,
9,9,1981-11-19,8440,WSB,A,DET,L (-25),1,10:00,1,2,0.5,0,0.0,,3,4,0.75,,,2,1,,,,2,5,,
10,10,1981-12-01,8452,WSB,H,SAS,L (-11),0,7:00,1,2,0.5,0,0.0,,0,0,,,,3,1,0.0,0.0,1.0,3,2,,
11,11,1981-12-03,8454,WSB,A,NYK,W (+26),0,1:00,0,1,0.0,0,,,0,0,,0.0,0.0,0,0,,,,0,0,,
12,12,1981-12-08,8459,WSB,A,LAL,L (-4),0,6:00,0,1,0.0,0,,,0,0,,,,2,0,,,,2,0,,
13,13,1981-12-11,8462,WSB,A,SDC,W (+4),0,3:00,0,2,0.0,0,0.0,,1,2,0.5,0.0,0.0,0,0,,0.0,0.0,1,1,,
14,14,1981-12-18,8469,WSB,H,BOS,L (-1),0,11:00,2,5,0.4,0,0.0,,1,1,1.0,,,4,1,,,,1,5,,
15,15,1981-12-22,8473,WSB,A,CHI,L (-2),0,4:00,0,0,,0,0.0,,0,0,,0.0,1.0,1,0,0.0,0.0,0.0,0,0,0.3,
16,16,1981-12-26,8477,WSB,A,NJN,W (+15),0,3:00,0,3,0.0,0,,,0,0,,,,1,0,,,,3,0,,
17,17,1982-01-06,8488,WSB,A,PHI,L (-14),0,8:00,3,6,0.5,0,0.0,,2,2,1.0,0.0,0.0,0,0,,0.0,,1,8,,
18,18,1982-01-20,8502,WSB,H,SEA,W (+11),0,2:00,0,0,,0,0.0,,0,0,,1.0,0.0,1,0,,,1.0,1,0,,
