,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
0,1,1,1990-11-02,22-228,GSW,@,DEN,W (+4),0,11:00,2,2,1.0,0,0,,1,2,0.5,0,2,2,2,1,0,0,3,5,5.8,
1,2,2,1990-11-04,22-230,GSW,@,LAC,L (-2),0,8:00,0,0,,0,0,,0,0,,0,3,3,0,0,0,0,2,0,0.1,
2,3,3,1990-11-06,22-232,GSW,,LAC,W (+21),0,22:00,2,4,0.5,0,0,,2,5,0.4,2,5,7,0,0,0,2,5,6,1.7,
3,4,4,1990-11-07,22-233,GSW,@,PHO,L (-7),0,17:00,1,4,0.25,0,0,,2,4,0.5,2,3,5,0,0,1,0,3,4,2.6,
4,5,5,1990-11-09,22-235,GSW,,ATL,W (+15),0,12:00,3,4,0.75,0,0,,0,0,,3,2,5,0,0,0,0,3,6,5.9,
5,6,6,1990-11-10,22-236,GSW,@,SEA,W (+17),0,19:00,3,9,0.333,0,0,,5,6,0.833,8,2,10,0,0,0,0,3,11,10.5,
6,7,7,1990-11-13,22-239,GSW,,SAS,W (+4),0,4:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,
7,8,8,1990-11-15,22-241,GSW,,CHI,W (+10),0,8:00,1,4,0.25,0,0,,0,2,0.0,5,0,5,1,0,1,2,0,2,1.7,
8,9,9,1990-11-17,22-243,GSW,,SAC,W (+1),0,8:00,0,1,0.0,0,0,,0,0,,1,1,2,0,0,1,3,3,0,-3.2,
9,10,10,1990-11-18,22-244,GSW,@,LAL,L (-22),0,22:00,6,9,0.667,0,0,,3,4,0.75,5,2,7,0,1,2,1,3,15,15.0,
10,11,11,1990-11-20,22-246,GSW,,ORL,W (+3),1,18:00,4,5,0.8,0,0,,0,0,,2,6,8,0,1,0,2,6,8,5.9,
11,12,12,1990-11-23,22-249,GSW,@,POR,L (-24),1,27:00,5,9,0.556,0,0,,0,2,0.0,2,6,8,1,1,0,1,5,10,6.8,
12,13,13,1990-11-24,22-250,GSW,,NJN,L (-4),1,29:00,4,10,0.4,0,0,,4,5,0.8,9,7,16,0,1,2,0,2,12,16.2,
13,14,14,1990-11-27,22-253,GSW,@,WSB,L (-2),1,16:00,1,3,0.333,0,0,,0,0,,1,1,2,0,0,0,1,5,2,-1.7,
14,15,15,1990-11-28,22-254,GSW,@,CLE,W (+2),1,8:00,1,3,0.333,0,0,,0,0,,0,2,2,0,0,0,1,4,2,-1.7,
15,16,16,1990-11-30,22-256,GSW,@,ORL,W (+6),1,10:00,3,5,0.6,0,0,,0,0,,3,0,3,0,0,1,1,1,6,5.1,
16,17,17,1990-12-01,22-257,GSW,@,MIA,W (+26),1,21:00,7,9,0.778,0,0,,2,2,1.0,1,3,4,0,2,0,0,4,16,14.5,
17,18,18,1990-12-05,22-261,GSW,,WSB,L (-6),1,17:00,1,1,1.0,0,0,,2,2,1.0,0,2,2,0,2,2,0,3,4,6.5,
18,19,19,1990-12-07,22-263,GSW,,DET,W (+3),1,25:00,2,3,0.667,0,0,,2,2,1.0,3,7,10,1,0,1,1,5,6,7.3,
19,20,20,1990-12-11,22-267,GSW,@,UTA,L (-18),0,11:00,0,4,0.0,0,0,,0,0,,2,1,3,0,1,0,0,3,0,-1.3,
20,21,21,1990-12-13,22-269,GSW,,SEA,W (+23),1,19:00,2,2,1.0,0,0,,2,2,1.0,2,5,7,0,0,0,1,2,6,6.5,
21,22,22,1990-12-15,22-271,GSW,,LAL,L (-2),1,26:00,4,5,0.8,0,0,,2,3,0.667,4,2,6,0,0,0,1,3,10,8.9,
22,23,23,1990-12-18,22-274,GSW,@,POR,L (-28),1,17:00,4,7,0.571,0,0,,2,4,0.5,1,7,8,0,2,0,2,5,10,6.7,
23,24,24,1990-12-20,22-276,GSW,,POR,W (+7),1,27:00,3,9,0.333,0,0,,1,1,1.0,5,8,13,0,1,1,4,5,7,3.5,
24,25,25,1990-12-22,22-278,GSW,,MIN,W (+13),1,31:00,1,2,0.5,0,0,,1,2,0.5,2,6,8,0,1,1,1,4,3,3.9,
25,26,26,1990-12-26,22-282,GSW,@,MIL,L (-7),1,15:00,3,6,0.5,0,0,,2,4,0.5,2,3,5,1,1,0,1,3,8,6.0,
26,27,27,1990-12-27,22-283,GSW,@,CHI,L (-15),1,21:00,3,4,0.75,0,0,,0,0,,0,1,1,0,1,0,1,5,6,2.7,
27,28,28,1990-12-29,22-285,GSW,@,ATL,L (-4),1,6:00,2,3,0.667,0,0,,0,0,,0,0,0,0,0,0,1,1,4,1.3,
28,29,29,1991-01-03,22-290,GSW,@,SAC,L (-18),1,18:00,1,5,0.2,0,0,,4,6,0.667,4,2,6,0,0,0,0,5,6,3.5,
29,30,30,1991-01-04,22-291,GSW,,LAL,W (+16),0,21:00,2,4,0.5,0,0,,1,4,0.25,2,5,7,0,1,0,0,5,5,3.7,
30,31,31,1991-01-06,22-293,GSW,@,LAL,L (-27),0,11:00,2,3,0.667,0,0,,1,2,0.5,3,1,4,0,1,0,1,3,5,4.5,
31,32,32,1991-01-10,22-297,GSW,@,SEA,W (+10),0,11:00,3,3,1.0,0,0,,0,0,,2,5,7,1,0,0,1,3,6,6.5,
32,33,33,1991-01-12,22-299,GSW,,PHO,L (-9),0,12:00,2,4,0.5,0,0,,1,3,0.333,2,2,4,0,0,0,1,4,5,1.6,
33,34,34,1991-01-15,22-302,GSW,@,NJN,W (+1),0,17:00,3,5,0.6,0,0,,1,1,1.0,3,1,4,0,2,1,0,4,7,8.2,
34,35,35,1991-01-16,22-303,GSW,@,BOS,W (+5),0,17:00,3,7,0.429,0,0,,1,2,0.5,6,4,10,0,0,0,1,2,7,6.5,
35,36,36,1991-01-18,22-305,GSW,@,PHI,W (+3),0,26:00,2,3,0.667,0,0,,1,2,0.5,1,4,5,0,0,0,1,4,5,2.6,
36,37,37,1991-01-19,22-306,GSW,@,MIN,L (-8),0,20:00,2,4,0.5,0,0,,1,2,0.5,4,5,9,1,0,2,0,5,5,7.0,
37,38,38,1991-01-22,22-309,GSW,,HOU,W (+7),0,12:00,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,3,2,2,-2.1,
38,39,39,1991-01-25,22-312,GSW,,MIL,W (+29),0,23:00,4,8,0.5,0,0,,2,2,1.0,3,3,6,0,0,1,1,5,10,6.7,
39,40,40,1991-01-28,22-315,GSW,,NYK,W (+9),0,10:00,1,3,0.333,0,0,,0,1,0.0,2,2,4,0,0,0,0,2,2,1.1,
40,41,41,1991-01-31,22-318,GSW,,LAC,W (+16),0,17:00,1,5,0.2,0,0,,2,2,1.0,3,3,6,0,0,1,2,4,4,1.0,
41,42,42,1991-02-01,22-319,GSW,@,POR,L (-20),0,18:00,2,5,0.4,0,0,,1,2,0.5,3,5,8,0,0,1,3,3,5,2.0,
