Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-10-25,19-255,DAL,@,SAS,W (+7),0,30:40,7,8,.875,0,0,,2,3,.667,5,5,10,1,1,1,1,4,16,17.6,+20
2,2,2023-10-27,19-257,DAL,,BRK,W (+5),1,16:50,4,4,1.000,0,0,,1,2,.500,1,1,2,0,0,1,1,0,9,8.1,+1
3,3,2023-10-30,19-260,DAL,@,MEM,W (+15),1,13:38,1,2,.500,0,0,,0,0,,1,5,6,0,0,1,0,5,2,1.9,-2
4,4,2023-11-01,19-262,DAL,,CHI,W (+9),1,33:21,3,5,.600,0,0,,1,4,.250,7,6,13,6,2,1,1,3,7,14.9,+15
5,5,2023-11-03,19-264,DAL,@,DEN,L (-11),1,24:48,2,3,.667,0,1,.000,0,0,,1,3,4,0,1,1,0,2,4,5.2,-10
6,6,2023-11-05,19-266,DAL,,CHO,W (+6),1,32:24,7,9,.778,0,0,,1,2,.500,3,11,14,1,0,1,2,4,15,14.3,+1
7,7,2023-11-06,19-267,DAL,@,ORL,W (+15),1,15:50,4,5,.800,0,0,,2,2,1.000,2,3,5,0,1,1,2,5,10,8.1,+1
8,,2023-11-08,19-269,DAL,,TOR,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8,2023-11-10,19-271,DAL,,LAC,W (+18),1,26:12,3,8,.375,0,0,,0,0,,2,2,4,1,0,1,1,6,6,1.6,+15
10,9,2023-11-12,19-273,DAL,@,NOP,W (+12),1,26:16,4,5,.800,0,0,,2,4,.500,1,1,2,0,1,2,1,5,10,7.7,+13
11,10,2023-11-14,19-275,DAL,@,NOP,L (-21),1,21:05,1,2,.500,0,1,.000,2,2,1.000,3,6,9,2,0,0,0,2,4,7.5,-8
12,11,2023-11-15,19-276,DAL,@,WAS,W (+13),1,23:38,7,8,.875,0,0,,3,3,1.000,4,5,9,2,1,2,1,2,17,20.5,+16
13,12,2023-11-18,19-279,DAL,@,MIL,L (-7),1,23:54,3,4,.750,0,0,,0,0,,3,7,10,2,0,1,3,5,6,5.7,-1
14,13,2023-11-19,19-280,DAL,,SAC,L (-16),1,29:09,3,6,.500,0,0,,0,0,,5,4,9,0,1,2,1,3,6,7.9,-16
15,14,2023-11-22,19-283,DAL,@,LAL,W (+3),1,19:08,1,3,.333,0,0,,0,0,,4,6,10,3,0,0,1,0,2,6.0,+1
16,,2023-11-25,19-286,DAL,@,LAC,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,15,2023-11-28,19-289,DAL,,HOU,W (+6),1,27:47,4,4,1.000,0,0,,0,0,,2,3,5,2,0,2,0,5,8,9.9,-2
18,16,2023-12-01,19-292,DAL,,MEM,L (-14),1,22:31,2,5,.400,0,0,,0,0,,1,4,5,1,1,2,2,1,4,3.9,-8
19,17,2023-12-02,19-293,DAL,,OKC,L (-6),1,39:19,9,9,1.000,0,0,,2,5,.400,6,10,16,0,1,7,2,2,20,26.4,+12
20,18,2023-12-06,19-297,DAL,,UTA,W (+50),1,24:06,5,6,.833,0,0,,0,0,,1,3,4,1,1,2,0,2,10,11.7,+26
21,19,2023-12-08,19-299,DAL,@,POR,W (+13),1,28:21,5,6,.833,0,0,,0,0,,1,8,9,2,1,2,2,4,10,11.1,+6
22,20,2023-12-11,19-302,DAL,@,MEM,W (+7),1,35:23,8,9,.889,0,0,,0,0,,5,11,16,2,0,1,4,3,16,16.6,+5
23,21,2023-12-12,19-303,DAL,,LAL,W (+2),1,30:02,4,7,.571,0,0,,0,0,,4,4,8,0,2,3,1,4,8,10.2,+8
24,22,2023-12-14,19-305,DAL,,MIN,L (-18),1,31:51,7,9,.778,0,0,,1,2,.500,3,3,6,0,1,2,2,3,15,13.3,-12
25,23,2023-12-16,19-307,DAL,@,POR,W (+11),1,5:59,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0.3,-4
