Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-10-25,23-297,LAC,,POR,W (+12),0,5:18,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.8,-12
2,,2023-10-27,23-299,LAC,@,UTA,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2,2023-10-29,23-301,LAC,,SAS,W (+40),0,4:50,1,2,.500,1,2,.500,0,0,,0,4,4,1,1,0,0,1,3,4.5,+10
4,3,2023-10-31,23-303,LAC,,ORL,W (+16),0,19:02,3,4,.750,1,2,.500,0,0,,1,2,3,1,0,1,0,4,7,6.5,+11
5,4,2023-11-01,23-304,LAC,@,LAL,L (-5),0,5:39,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-7
6,5,2023-11-06,23-309,LAC,@,NYK,L (-14),0,4:25,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+2
7,,2023-11-08,23-311,LAC,@,BRK,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,6,2023-11-10,23-313,LAC,@,DAL,L (-18),0,12:44,3,4,.750,1,1,1.000,0,0,,1,0,1,0,0,0,1,2,7,4.3,+10
9,,2023-11-12,23-315,LAC,,MEM,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,,2023-11-14,23-317,LAC,@,DEN,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,,2023-11-17,23-320,LAC,,HOU,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,,2023-11-20,23-323,LAC,@,SAS,W (+25),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,,2023-11-22,23-325,LAC,@,SAS,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,,2023-11-24,23-327,LAC,,NOP,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,7,2023-11-25,23-328,LAC,,DAL,W (+19),0,4:45,0,2,.000,0,1,.000,0,0,,1,2,3,0,0,0,0,0,0,-0.1,-1
16,,2023-11-27,23-330,LAC,,DEN,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,8,2023-11-29,23-332,LAC,@,SAC,W (+14),0,10:53,1,2,.500,1,2,.500,0,0,,0,2,2,0,0,0,0,3,3,1.4,-3
18,9,2023-11-30,23-333,LAC,@,GSW,L (-6),0,6:06,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,-1.2,-6
19,10,2023-12-02,23-335,LAC,,GSW,W (+1),0,11:04,0,3,.000,0,3,.000,0,0,,0,1,1,3,0,0,0,1,0,-0.1,-6
20,11,2023-12-06,23-339,LAC,,DEN,W (+9),0,17:10,1,4,.250,1,3,.333,0,0,,0,4,4,1,0,0,0,4,3,0.9,+17
21,12,2023-12-08,23-341,LAC,@,UTA,W (+14),0,13:30,0,2,.000,0,0,,1,2,.500,2,1,3,1,0,1,0,3,1,1.1,-7
22,13,2023-12-11,23-344,LAC,,POR,W (+5),0,5:23,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-5
23,14,2023-12-12,23-345,LAC,,SAC,W (+20),0,24:19,3,5,.600,1,3,.333,0,0,,1,5,6,0,0,1,1,5,7,4.6,-3
