Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
3,1,2005-11-06,8221,NYK,H,GSW,L (-2),0,18:20,3,4,.750,0,0,,2,4,.500,5,6,11,2,1,0,2,2,8,10.5,0
4,2,2005-11-09,8224,NYK,A,POR,L (-12),0,12:50,3,5,.600,0,0,,0,0,,1,5,6,2,0,1,1,3,6,5.8,+5
6,3,2005-11-13,8228,NYK,A,SAC,W (+10),0,0:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
7,4,2005-11-14,8229,NYK,A,UTA,W (+11),0,11:58,1,3,.333,0,0,,0,0,,1,3,4,0,0,0,4,1,2,-2.5,-4
8,5,2005-11-16,8231,NYK,A,LAL,L (-5),0,24:50,5,8,.625,0,0,,0,0,,5,6,11,1,0,2,1,1,10,12.4,+14
9,6,2005-11-18,8233,NYK,A,DEN,L (-9),0,19:17,0,4,.000,0,0,,0,2,.000,7,4,11,1,1,0,2,4,0,0.6,-3
10,7,2005-11-20,8235,NYK,H,POR,W (+11),0,12:01,0,1,.000,0,0,,2,2,1.000,0,0,0,1,0,0,0,2,2,1.2,-3
11,8,2005-11-23,8238,NYK,A,CHA,L (-13),0,14:35,0,0,,0,0,,5,6,.833,0,1,1,0,1,0,1,2,5,4.1,+4
12,9,2005-11-26,8241,NYK,H,PHI,W (+3),0,3:30,0,1,.000,0,0,,0,0,,2,0,2,1,0,0,0,0,0,1.4,-3
13,10,2005-11-28,8243,NYK,A,MIA,L (-13),0,10:02,2,3,.667,0,0,,0,0,,1,2,3,0,0,0,1,3,4,1.8,+7
14,11,2005-11-30,8245,NYK,H,CHI,W (+8),0,5:20,0,1,.000,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,0.2,-6
15,12,2005-12-02,8247,NYK,A,DET,L (-8),0,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
23,13,2005-12-17,8262,NYK,H,IND,L (-6),0,9:18,2,2,1.000,0,0,,1,5,.200,1,0,1,0,0,1,0,3,5,3.0,+4
24,14,2005-12-21,8266,NYK,H,SAS,L (-13),0,16:17,2,5,.400,0,0,,5,6,.833,1,1,2,0,2,1,0,1,9,9.2,-2
25,15,2005-12-23,8268,NYK,H,UTA,W (+8),0,3:40,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+8
