Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2009-10-28,8409,UTA,A,DEN,L (-9),0,5:12,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-6
2,2,2009-10-30,8411,UTA,H,LAC,W (+13),0,2:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
3,3,2009-11-02,8414,UTA,H,HOU,L (-17),0,15:57,2,5,.400,0,2,.000,2,2,1.000,0,1,1,0,0,0,1,1,6,2.2,-2
4,4,2009-11-03,8415,UTA,A,DAL,L (-11),0,14:35,3,5,.600,0,0,,2,4,.500,0,1,1,2,0,0,0,1,8,6.2,-2
5,5,2009-11-05,8417,UTA,H,SAS,W (+14),0,24:55,5,8,.625,1,2,.500,1,3,.333,1,2,3,0,2,0,0,3,12,9.7,+5
6,6,2009-11-07,8419,UTA,H,SAC,L (-5),0,21:40,4,5,.800,0,0,,3,3,1.000,0,1,1,0,0,0,0,3,11,8.2,-9
7,7,2009-11-09,8421,UTA,A,NYK,W (+2),0,18:40,2,5,.400,0,1,.000,2,2,1.000,0,2,2,0,0,0,3,1,6,0.5,+4
8,8,2009-11-11,8423,UTA,A,BOS,L (-19),0,25:01,2,6,.333,0,3,.000,0,0,,0,0,0,0,1,0,0,1,4,1.2,-9
9,9,2009-11-13,8425,UTA,A,PHI,W (+22),1,38:26,5,11,.455,3,4,.750,3,3,1.000,2,2,4,2,2,0,3,4,16,11.1,+18
10,10,2009-11-14,8426,UTA,A,CLE,L (-4),1,34:29,5,9,.556,3,3,1.000,0,0,,0,1,1,2,0,0,5,2,13,4.6,-7
11,11,2009-11-18,8430,UTA,H,TOR,W (+13),1,25:42,2,5,.400,0,1,.000,0,0,,0,1,1,1,0,0,0,1,4,1.9,+3
12,12,2009-11-19,8431,UTA,A,SAS,W (+7),1,20:17,2,5,.400,0,2,.000,1,2,.500,0,2,2,0,0,0,1,3,5,0.3,-4
13,13,2009-11-21,8433,UTA,H,DET,W (+3),1,26:53,2,5,.400,0,0,,1,2,.500,0,0,0,0,0,0,1,1,5,0.5,-4
14,14,2009-11-24,8436,UTA,H,OKC,L (-10),1,20:16,2,4,.500,0,2,.000,3,4,.750,0,1,1,0,0,0,2,1,7,2.5,-9
15,15,2009-11-26,8438,UTA,H,CHI,W (+19),1,22:06,3,6,.500,0,0,,0,1,.000,1,2,3,0,0,0,0,1,6,3.5,+1
16,16,2009-11-28,8440,UTA,H,POR,W (+16),1,29:06,1,4,.250,1,3,.333,2,2,1.000,0,5,5,3,0,0,1,1,5,4.8,+20
17,17,2009-11-30,8442,UTA,H,MEM,W (+27),1,38:12,6,7,.857,2,2,1.000,3,3,1.000,0,1,1,5,2,0,2,2,17,17.5,+12
18,18,2009-12-04,8446,UTA,H,IND,W (+9),1,35:16,7,13,.538,2,7,.286,2,3,.667,2,3,5,1,2,1,1,5,18,14.0,+17
19,19,2009-12-05,8447,UTA,A,MIN,L (-7),1,34:15,5,9,.556,1,4,.250,0,1,.000,1,2,3,0,0,0,0,2,11,6.8,-6
20,20,2009-12-07,8449,UTA,H,SAS,W (+3),1,34:09,4,10,.400,2,4,.500,1,1,1.000,0,0,0,3,1,0,1,2,11,6.9,+15
21,21,2009-12-09,8451,UTA,A,LAL,L (-24),1,32:44,2,12,.167,0,3,.000,3,3,1.000,2,2,4,0,0,0,1,3,7,-0.8,-20
22,22,2009-12-10,8452,UTA,H,ORL,W (+9),1,36:53,3,9,.333,0,5,.000,2,2,1.000,1,3,4,1,1,0,1,3,8,4.0,+4
23,23,2009-12-12,8454,UTA,H,LAL,W (+8),1,37:36,7,12,.583,2,5,.400,3,4,.750,1,1,2,6,0,0,1,1,19,16.8,+13
24,24,2009-12-14,8456,UTA,H,MIN,L (-2),1,32:52,3,9,.333,1,4,.250,1,1,1.000,0,1,1,3,0,0,0,2,8,4.5,+1
25,25,2009-12-16,8458,UTA,A,NJN,W (+16),1,20:07,3,3,1.000,0,0,,4,4,1.000,0,0,0,1,0,0,0,0,10,9.8,+4
26,26,2009-12-18,8460,UTA,A,ATL,L (-13),1,23:24,3,6,.500,1,2,.500,4,4,1.000,1,1,2,1,1,0,1,2,11,8.9,-13
27,27,2009-12-19,8461,UTA,A,CHA,W (+8),1,7:03,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-3
28,28,2009-12-21,8463,UTA,A,ORL,L (-5),0,8:25,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,1,0,1.3,-8
29,29,2009-12-23,8465,UTA,A,MIA,L (-10),0,25:22,2,7,.286,0,2,.000,0,2,.000,1,6,7,0,0,0,0,1,4,1.2,+5
30,30,2009-12-26,8468,UTA,H,PHI,W (+21),0,34:24,6,9,.667,1,2,.500,3,5,.600,2,5,7,3,2,1,4,1,16,14.6,+18
31,31,2009-12-30,8472,UTA,A,MIN,W (+4),0,6:45,0,2,.000,0,0,,0,0,,0,1,1,1,0,0,1,0,0,-1.4,-5
32,32,2009-12-31,8473,UTA,A,OKC,L (-1),0,26:49,7,10,.700,0,1,.000,0,0,,1,2,3,1,1,1,0,1,14,13.1,+1
33,33,2010-01-02,8475,UTA,H,DEN,L (-10),0,22:02,2,5,.400,0,2,.000,2,2,1.000,0,2,2,2,0,0,4,3,6,0.1,-4
34,34,2010-01-04,8477,UTA,H,NOH,L (-4),0,14:42,1,5,.200,1,1,1.000,0,0,,1,2,3,0,0,0,0,0,3,1.2,-1
35,35,2010-01-06,8479,UTA,H,MEM,W (+23),0,19:41,5,9,.556,1,1,1.000,4,4,1.000,0,1,1,3,0,0,2,3,15,9.9,+17
36,36,2010-01-08,8481,UTA,A,MEM,L (-2),0,14:15,2,9,.222,0,0,,0,0,,1,1,2,0,0,0,1,1,4,-1.9,-1
37,37,2010-01-09,8482,UTA,A,DAL,W (+18),0,14:11,4,5,.800,2,3,.667,0,0,,0,0,0,0,0,1,0,1,10,8.4,+6
38,38,2010-01-11,8484,UTA,H,MIA,W (+29),0,18:18,5,8,.625,3,5,.600,5,6,.833,0,3,3,0,1,0,0,0,18,15.9,+17
39,39,2010-01-14,8487,UTA,H,CLE,W (+1),0,15:36,2,4,.500,1,2,.500,1,2,.500,0,1,1,1,0,1,1,2,6,3.5,+1
40,40,2010-01-16,8489,UTA,H,MIL,W (+17),0,12:23,2,4,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,4,1.6,+3
41,41,2010-01-17,8490,UTA,A,DEN,L (-7),0,13:11,3,7,.429,1,1,1.000,2,2,1.000,1,1,2,1,2,1,0,1,9,9.3,-8
