Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2020-12-23,21-258,DET,@,MIN,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1,2020-12-26,21-261,DET,,CLE,L (-9),0,6:01,0,2,.000,0,2,.000,0,2,.000,1,1,2,0,0,0,0,1,0,-1.6,-1
3,2,2020-12-28,21-263,DET,@,ATL,L (-8),1,30:15,3,11,.273,2,7,.286,2,2,1.000,1,6,7,1,0,0,0,1,10,6.3,+4
4,3,2020-12-29,21-264,DET,,GSW,L (-10),0,15:09,3,9,.333,3,5,.600,2,2,1.000,0,3,3,0,0,0,1,3,11,4.6,+2
5,4,2021-01-01,21-267,DET,,BOS,W (+3),1,30:11,5,11,.455,5,8,.625,2,4,.500,0,7,7,1,2,0,2,1,17,12.9,+13
6,5,2021-01-03,21-269,DET,,BOS,L (-2),0,19:41,2,6,.333,2,3,.667,0,0,,0,3,3,2,1,0,0,2,6,5.1,0
7,6,2021-01-04,21-270,DET,@,MIL,L (-10),1,30:51,3,8,.375,1,6,.167,2,2,1.000,0,3,3,0,0,0,0,2,9,4.7,-1
8,7,2021-01-06,21-272,DET,@,MIL,L (-15),0,24:08,6,14,.429,6,10,.600,2,2,1.000,0,10,10,3,1,0,1,1,20,17.3,+2
9,8,2021-01-08,21-274,DET,,PHO,W (+5),0,26:42,4,8,.500,2,5,.400,0,0,,1,3,4,0,1,0,1,1,10,7.2,-8
10,9,2021-01-10,21-276,DET,,UTA,L (-10),0,27:17,3,9,.333,2,6,.333,4,4,1.000,2,1,3,1,0,0,0,4,12,7.7,-10
11,10,2021-01-13,21-279,DET,,MIL,L (-9),0,19:36,3,8,.375,2,6,.333,2,3,.667,0,2,2,0,0,0,2,1,10,3.4,-16
12,11,2021-01-16,21-282,DET,@,MIA,W (+20),0,11:03,1,3,.333,1,3,.333,2,2,1.000,0,1,1,0,0,0,0,2,5,2.8,-2
13,12,2021-01-18,21-284,DET,@,MIA,L (-6),0,3:30,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,1,0,-1.8,-6
14,13,2021-01-20,21-286,DET,@,ATL,L (-8),0,8:01,0,2,.000,0,2,.000,0,0,,0,1,1,1,1,0,1,1,0,-0.8,+3
15,14,2021-01-22,21-288,DET,,HOU,L (-1),0,15:15,0,3,.000,0,3,.000,2,2,1.000,0,0,0,0,0,0,1,0,2,-1.1,-17
16,15,2021-01-23,21-289,DET,,PHI,L (-4),1,19:18,4,9,.444,2,5,.400,0,0,,1,2,3,0,1,0,0,1,10,7.2,-9
17,16,2021-01-25,21-291,DET,,PHI,W (+15),0,8:38,0,2,.000,0,2,.000,0,0,,0,3,3,0,0,0,1,1,0,-1.9,-10
18,17,2021-01-27,21-293,DET,@,CLE,L (-15),1,19:30,2,4,.500,1,3,.333,2,2,1.000,0,2,2,2,0,0,2,1,7,4.6,-11
19,,2021-01-28,21-294,DET,,LAL,W (+15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,18,2021-01-30,21-296,DET,@,GSW,L (-27),0,15:27,1,4,.250,0,3,.000,0,0,,0,4,4,1,0,0,0,1,2,1.1,-1
21,19,2021-02-02,21-299,DET,@,UTA,L (-12),0,10:49,2,6,.333,1,2,.500,0,0,,0,1,1,0,0,0,0,1,5,1.5,+9
22,20,2021-02-05,21-302,DET,@,PHO,L (-17),1,25:47,5,13,.385,2,8,.250,2,3,.667,1,3,4,2,1,1,1,1,14,9.8,+3
23,21,2021-02-06,21-303,DET,@,LAL,L (-6),1,25:43,1,7,.143,1,3,.333,4,4,1.000,0,2,2,0,2,0,2,0,7,3.1,-14
