Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2008-03-21,8694,MIA,H,WAS,L (-17),0,7:25,1,4,.250,1,3,.333,2,2,1.000,0,1,1,3,0,0,0,1,5,4.6,+6
2,2,2008-03-22,8695,MIA,A,CHA,L (-12),0,7:02,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-0.8,-5
3,3,2008-03-24,8697,MIA,H,MIL,W (+5),0,10:09,0,3,.000,0,3,.000,0,0,,1,2,3,1,0,0,0,3,0,-1.3,-1
4,4,2008-03-26,8699,MIA,A,NYK,L (-7),0,13:27,0,4,.000,0,3,.000,2,2,1.000,0,2,2,2,0,0,2,2,2,-1.6,-15
5,5,2008-03-27,8700,MIA,A,DET,L (-16),0,32:00,3,10,.300,1,5,.200,8,9,.889,0,4,4,2,2,0,2,3,15,10.2,-18
6,6,2008-03-30,8703,MIA,A,BOS,L (-26),0,19:44,2,8,.250,2,6,.333,6,6,1.000,0,0,0,0,1,0,3,2,12,4.4,-3
7,7,2008-03-31,8704,MIA,A,IND,L (-20),0,15:17,3,5,.600,1,1,1.000,1,1,1.000,0,0,0,1,0,0,3,3,8,2.2,-10
8,8,2008-04-02,8706,MIA,H,NOH,L (-29),0,24:49,3,12,.250,3,7,.429,6,6,1.000,0,2,2,2,0,0,1,1,15,8.4,-20
9,9,2008-04-04,8708,MIA,A,WAS,L (-14),0,15:41,1,1,1.000,1,1,1.000,0,0,,0,2,2,2,1,0,1,2,3,3.9,-8
10,10,2008-04-06,8710,MIA,H,DET,L (-16),0,24:14,2,8,.250,1,5,.200,4,4,1.000,0,2,2,5,2,0,2,2,9,7.5,-2
12,11,2008-04-11,8715,MIA,H,MEM,L (-5),0,4:18,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-0.4,0
14,12,2008-04-14,8718,MIA,A,TOR,L (-16),0,3:02,0,0,,0,0,,1,1,1.000,0,0,0,0,0,0,1,0,1,0.0,0
2,1,2008-11-17,8934,SAS,A,LAC,W (+3),0,4:09,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,1,0,3,1.0,-2
3,2,2008-11-19,8936,SAS,H,DEN,L (-10),0,6:25,0,1,.000,0,0,,2,2,1.000,0,1,1,2,1,0,0,1,2,3.6,+9
4,3,2008-11-21,8938,SAS,H,UTA,W (+25),0,8:14,1,3,.333,1,2,.500,0,0,,0,0,0,0,0,0,0,2,3,0.5,+1
3,1,2012-04-14,10178,UTA,A,MEM,L (-5),0,5:08,0,1,.000,0,1,.000,0,0,,0,2,2,1,0,0,0,0,0,0.6,0
4,2,2012-04-16,10180,UTA,H,DAL,W (+2),0,4:58,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,1,1,3,0.6,+3
5,3,2012-04-18,10182,UTA,A,POR,W (+21),0,5:18,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,1,0,-3.5,-4
8,4,2012-04-26,10190,UTA,H,POR,W (+2),0,14:59,3,8,.375,1,4,.250,0,0,,0,0,0,0,0,0,3,2,7,-1.2,-11
