Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2007-11-02,8311,ATL,H,DAL,W (+7),0,14:19,3,4,.750,0,0,,2,2,1.000,0,0,0,3,0,0,2,4,8,4.9,-6
2,2,2007-11-04,8313,ATL,A,DET,L (-1),0,22:22,5,6,.833,1,1,1.000,0,0,,0,0,0,0,2,0,4,1,11,6.4,+11
3,3,2007-11-06,8315,ATL,A,NJN,L (-5),1,25:24,1,5,.200,1,3,.333,4,5,.800,0,4,4,0,0,0,4,1,7,0.3,-3
4,4,2007-11-07,8316,ATL,H,PHO,W (+9),1,24:16,3,7,.429,0,2,.000,0,2,.000,1,0,1,1,1,0,1,4,6,1.3,+1
5,5,2007-11-09,8318,ATL,A,BOS,L (-23),1,26:25,3,5,.600,0,0,,1,1,1.000,1,1,2,5,1,0,2,1,7,7.8,-12
6,6,2007-11-11,8320,ATL,H,WAS,L (-11),1,13:52,0,4,.000,0,2,.000,0,0,,0,1,1,5,1,0,0,2,0,1.2,-18
7,7,2007-11-14,8323,ATL,H,CHA,W (+8),1,22:54,1,2,.500,0,0,,0,0,,0,0,0,7,2,0,0,1,2,7.5,+12
16,8,2007-12-03,8342,ATL,A,PHI,W (+9),0,23:39,0,8,.000,0,3,.000,0,0,,0,5,5,5,2,0,2,3,0,-1.8,+16
17,9,2007-12-04,8343,ATL,H,DET,L (-11),0,20:32,5,6,.833,0,1,.000,1,1,1.000,0,0,0,2,0,0,2,1,11,7.8,-22
18,10,2007-12-06,8345,ATL,H,MIN,W (+1),0,14:11,0,3,.000,0,0,,0,0,,0,1,1,1,0,0,1,2,0,-2.9,-6
19,11,2007-12-08,8347,ATL,H,MEM,W (+8),0,16:59,2,5,.400,1,2,.500,0,0,,1,1,2,3,1,0,2,4,5,2.8,-20
20,12,2007-12-10,8349,ATL,A,ORL,W (+11),0,15:54,1,5,.200,0,0,,0,0,,0,1,1,2,1,0,1,2,2,-0.2,-4
21,13,2007-12-11,8350,ATL,H,TOR,L (-12),0,21:44,1,5,.200,0,1,.000,0,0,,0,1,1,6,0,0,0,2,2,2.6,+6
22,14,2007-12-14,8353,ATL,A,DET,L (-10),0,16:04,2,7,.286,0,0,,0,0,,0,2,2,0,1,0,1,1,4,0.1,-13
25,15,2007-12-19,8358,ATL,H,MIA,W (+3),0,8:29,0,0,,0,0,,4,4,1.000,0,0,0,0,1,0,1,1,4,3.6,+3
26,16,2007-12-21,8360,ATL,A,WAS,W (+5),0,6:36,0,3,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,2,0,-2.2,-5
27,17,2007-12-26,8365,ATL,H,IND,W (+12),0,15:28,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,4,3.4,-2
28,18,2007-12-29,8368,ATL,A,DAL,L (-13),0,23:17,4,11,.364,0,0,,4,5,.800,0,0,0,2,3,0,1,5,12,6.9,-1
29,19,2008-01-02,8372,ATL,A,CLE,L (-4),0,8:33,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,1,0,0,-1.1,-4
30,20,2008-01-04,8374,ATL,A,IND,L (-22),0,23:48,4,9,.444,1,3,.333,2,2,1.000,0,0,0,2,0,0,1,3,11,5.5,+2
31,21,2008-01-05,8375,ATL,H,NJN,L (-6),0,13:18,2,4,.500,0,1,.000,3,3,1.000,0,1,1,4,1,0,2,2,7,6.3,+7
32,22,2008-01-09,8379,ATL,H,CLE,W (+9),0,16:41,1,2,.500,0,1,.000,1,2,.500,1,0,1,1,1,0,3,1,3,0.6,+1
33,23,2008-01-11,8381,ATL,H,WAS,L (-4),0,6:43,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,2,1,0,-2.4,-7
34,24,2008-01-13,8383,ATL,H,CHI,W (+21),0,21:56,2,8,.250,0,1,.000,1,1,1.000,2,1,3,3,1,0,1,1,5,3.6,-5
35,25,2008-01-15,8385,ATL,H,DEN,W (+11),0,21:55,3,9,.333,0,2,.000,0,0,,0,1,1,5,0,0,1,0,6,3.7,+9
36,26,2008-01-16,8386,ATL,A,MIL,L (-7),0,12:08,2,4,.500,0,1,.000,0,0,,0,1,1,1,1,0,2,0,4,2.0,-5
37,27,2008-01-18,8388,ATL,A,TOR,L (-11),0,17:33,0,3,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-2.5,0
38,28,2008-01-21,8391,ATL,H,POR,L (-2),1,19:46,3,4,.750,1,1,1.000,0,0,,2,3,5,5,0,0,0,3,7,10.0,+5
39,29,2008-01-23,8393,ATL,A,DEN,L (-7),0,4:08,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-1.2,-11
40,30,2008-01-25,8395,ATL,A,SEA,W (+9),0,14:09,0,5,.000,0,0,,0,0,,1,1,2,0,0,0,1,2,0,-4.3,-4
41,31,2008-01-27,8397,ATL,A,POR,L (-1),0,15:42,2,3,.667,0,1,.000,0,0,,0,0,0,2,0,0,0,0,4,4.1,-4
42,32,2008-01-29,8399,ATL,A,PHO,L (-33),0,27:19,4,10,.400,0,1,.000,0,0,,0,1,1,4,0,0,2,1,8,3.3,-15
43,33,2008-01-30,8400,ATL,A,LAC,L (-7),0,9:47,1,4,.250,0,1,.000,0,0,,1,1,2,2,0,0,1,1,2,0.6,+13
44,34,2008-02-02,8403,ATL,H,NJN,W (+12),0,21:04,0,1,.000,0,0,,0,0,,0,0,0,8,0,0,0,0,0,4.9,+10
45,35,2008-02-04,8405,ATL,H,PHI,W (+5),0,4:51,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-7
47,36,2008-02-08,8409,ATL,H,CLE,L (-5),0,1:22,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,+4
48,37,2008-02-09,8410,ATL,A,HOU,L (-19),0,23:09,3,8,.375,0,0,,3,4,.750,1,0,1,2,0,0,0,0,9,6.3,+1
49,38,2008-02-12,8413,ATL,H,DET,L (-4),0,6:37,0,2,.000,0,0,,0,0,,0,1,1,2,0,0,0,1,0,-0.1,-6
50,39,2008-02-13,8414,ATL,A,CHA,L (-2),0,29:20,6,8,.750,0,0,,1,2,.500,0,2,2,2,1,0,1,0,13,11.4,+11
51,40,2008-02-19,8420,ATL,A,LAL,L (-29),0,31:50,6,10,.600,0,0,,4,4,1.000,0,1,1,3,3,0,2,2,16,14.0,-11
52,41,2008-02-20,8421,ATL,A,SAC,L (-12),0,16:36,2,6,.333,1,1,1.000,2,2,1.000,0,2,2,0,0,0,1,0,7,3.2,+1
64,42,2008-03-12,8442,ATL,H,HOU,L (-8),0,9:56,0,4,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0,-1.8,-9
65,43,2008-03-14,8444,ATL,H,LAC,W (+24),0,23:50,5,9,.556,0,0,,0,0,,0,2,2,3,0,0,1,3,10,6.2,+4
66,44,2008-03-16,8446,ATL,A,NYK,W (+11),0,17:23,0,3,.000,0,0,,2,4,.500,0,1,1,1,0,0,2,3,2,-3.1,+4
67,45,2008-03-17,8447,ATL,A,WAS,W (+9),0,11:26,2,4,.500,0,0,,0,0,,0,0,0,0,1,0,2,2,4,0.2,-7
68,46,2008-03-19,8449,ATL,A,NJN,L (-8),0,11:26,2,3,.667,0,0,,0,0,,0,0,0,1,1,0,0,1,4,4.0,-4
69,47,2008-03-22,8452,ATL,H,ORL,W (+8),0,4:22,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-2
70,48,2008-03-25,8455,ATL,A,CHI,L (-9),0,5:26,1,3,.333,0,0,,0,0,,0,0,0,0,1,0,0,0,2,1.3,+2
71,49,2008-03-26,8456,ATL,H,MIL,W (+19),0,15:45,4,4,1.000,0,0,,2,3,.667,0,0,0,3,0,0,0,1,10,10.1,+9
72,50,2008-03-28,8458,ATL,H,CHI,W (+3),0,5:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-10
73,51,2008-03-30,8460,ATL,H,NYK,W (+5),0,8:34,0,1,.000,0,0,,0,0,,0,1,1,3,1,0,1,1,0,1.3,-6
74,52,2008-03-31,8461,ATL,A,MEM,W (+17),0,20:42,1,4,.250,1,2,.500,0,0,,0,1,1,1,0,0,3,2,3,-2.2,-19
75,53,2008-04-02,8463,ATL,H,TOR,W (+7),0,4:22,0,0,,0,0,,0,0,,1,0,1,2,0,0,0,0,0,2.1,-6
76,54,2008-04-04,8465,ATL,H,PHI,L (-5),0,7:14,1,3,.333,0,1,.000,0,0,,0,0,0,2,0,0,0,1,2,1.3,-6
81,55,2008-04-15,8476,ATL,H,ORL,L (-16),0,16:18,5,5,1.000,0,0,,1,1,1.000,0,2,2,4,0,0,0,1,11,12.5,+8
82,56,2008-04-16,8477,ATL,A,MIA,L (-14),0,2:47,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,0
1,1,2008-10-29,8673,ATL,A,ORL,W (+14),0,15:47,2,5,.400,0,1,.000,0,0,,0,4,4,2,0,0,0,1,4,3.5,-5
2,2,2008-11-01,8676,ATL,H,PHI,W (+7),0,12:50,1,3,.333,0,2,.000,0,0,,0,1,1,1,0,0,0,1,2,0.9,-9
3,3,2008-11-05,8680,ATL,A,NOH,W (+8),0,12:08,0,3,.000,0,3,.000,1,2,.500,1,1,2,2,0,0,1,0,1,-0.1,+7
4,4,2008-11-07,8682,ATL,H,TOR,W (+18),0,13:06,1,4,.250,0,1,.000,0,0,,0,1,1,4,0,0,2,1,2,0.3,-4
5,5,2008-11-09,8684,ATL,A,OKC,W (+4),0,5:47,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,2,0,-0.5,-3
6,6,2008-11-11,8686,ATL,A,CHI,W (+5),0,8:23,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1.1,-17
7,7,2008-11-12,8687,ATL,A,BOS,L (-1),0,0:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
8,8,2008-11-14,8689,ATL,A,NJN,L (-7),0,10:23,4,5,.800,1,1,1.000,0,1,.000,0,0,0,3,0,0,2,3,9,5.6,+6
9,9,2008-11-15,8690,ATL,H,NJN,L (-12),0,10:24,0,2,.000,0,0,,3,5,.600,0,0,0,2,0,0,0,0,3,2.2,-1
10,10,2008-11-18,8693,ATL,A,IND,L (-17),0,12:34,4,6,.667,0,0,,1,1,1.000,0,3,3,2,0,0,0,1,9,8.3,-4
11,11,2008-11-19,8694,ATL,H,WAS,W (+4),0,8:46,1,3,.333,1,2,.500,0,0,,0,1,1,1,0,0,0,0,3,2.3,-3
12,12,2008-11-21,8696,ATL,H,CHA,W (+5),0,16:32,1,2,.500,0,0,,1,2,.500,1,0,1,1,0,0,0,0,3,3.0,+8
