Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2021-10-20,9485,SAS,H,ORL,W (+26),0,4:24,0,1,.000,0,0,,1,2,.500,1,0,1,1,0,1,0,0,1,2.0,0
3,2,2021-10-23,9488,SAS,H,MIL,L (-10),0,0:48,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+2
6,3,2021-10-30,9495,SAS,A,MIL,W (+9),0,0:17,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,
7,4,2021-11-01,9497,SAS,A,IND,L (-13),0,5:20,4,4,1.000,1,1,1.000,1,1,1.000,1,0,1,1,0,0,0,0,10,10.2,+7
17,5,2021-11-24,9520,SAS,H,ATL,L (-18),0,4:54,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,0.6,+3
19,6,2021-11-29,9525,SAS,H,WAS,W (+17),0,1:45,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+1
20,7,2021-12-02,9528,SAS,A,POR,W (+31),0,3:44,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+6
23,8,2021-12-07,9533,SAS,H,NYK,L (-12),0,2:45,2,2,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,5,4.4,+2
26,9,2021-12-12,9538,SAS,H,NOP,W (+15),0,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-4
27,10,2021-12-15,9541,SAS,H,CHO,L (-16),0,6:04,2,5,.400,0,2,.000,0,0,,2,2,4,1,0,1,1,0,4,3.7,+10
28,11,2021-12-17,9543,SAS,A,UTA,W (+2),0,6:20,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,2,2,0.2,+14
29,12,2021-12-19,9545,SAS,A,SAC,L (-7),0,10:51,1,2,.500,1,1,1.000,4,4,1.000,1,1,2,0,1,0,1,1,7,6.6,+7
