Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-12-15,25-250,CHO,,NOP,L (-5),0,12:51,0,1,.000,0,0,,2,2,1.000,2,5,7,0,0,0,2,6,2,-0.2,-6
2,2,2023-12-16,25-251,CHO,,PHI,L (-53),0,28:34,1,3,.333,0,0,,0,0,,3,5,8,1,0,0,1,3,2,2.4,-45
3,,2023-12-18,25-253,CHO,@,TOR,L (-15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3,2023-12-20,25-255,CHO,@,IND,L (-31),0,7:22,2,2,1.000,0,0,,0,0,,1,1,2,0,1,0,0,0,4,5.4,+1
5,4,2023-12-23,25-258,CHO,,DEN,L (-7),0,6:34,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,2,0,0.2,-4
6,5,2023-12-26,25-261,CHO,@,LAC,L (-9),0,3:53,0,0,,0,0,,0,0,,0,1,1,0,0,2,0,0,0,1.7,-3
7,6,2023-12-28,25-263,CHO,@,LAL,L (-21),0,9:26,1,1,1.000,0,0,,0,2,.000,0,1,1,0,0,0,0,1,2,0.8,-2
8,,2023-12-29,25-264,CHO,@,PHO,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,7,2024-01-01,25-267,CHO,@,DEN,L (-18),0,12:19,0,1,.000,0,0,,2,2,1.000,1,3,4,0,0,0,0,1,2,2.5,+14
10,8,2024-01-02,25-268,CHO,@,SAC,W (+7),0,15:43,0,1,.000,0,0,,0,0,,0,1,1,0,2,2,1,4,0,0.4,-7
11,9,2024-01-05,25-271,CHO,@,CHI,L (-13),0,17:06,1,1,1.000,0,0,,2,2,1.000,0,2,2,0,1,1,1,4,4,3.4,-5
12,10,2024-01-08,25-274,CHO,,CHI,L (-7),0,14:30,1,2,.500,0,0,,1,2,.500,3,1,4,0,0,0,1,3,3,1.8,+1
13,11,2024-01-10,25-276,CHO,,SAC,L (-25),0,21:39,1,2,.500,0,0,,0,0,,1,3,4,1,0,1,1,4,2,1.4,-26
14,12,2024-01-12,25-278,CHO,@,SAS,L (-36),0,18:47,0,4,.000,0,0,,0,0,,4,3,7,2,0,0,2,6,0,-2.1,-9
15,13,2024-01-14,25-280,CHO,@,MIA,L (-17),0,11:10,1,1,1.000,0,0,,0,0,,2,0,2,0,0,0,0,3,2,1.9,0
16,14,2024-01-17,25-283,CHO,@,NOP,L (-20),0,13:27,1,2,.500,0,0,,2,2,1.000,1,1,2,0,0,1,1,4,4,2.1,-21
17,15,2024-01-19,25-285,CHO,,SAS,W (+4),0,20:04,0,1,.000,0,0,,0,0,,2,1,3,1,0,2,0,1,0,2.7,-10
18,16,2024-01-20,25-286,CHO,,PHI,L (-8),0,17:46,0,0,,0,0,,0,0,,2,1,3,2,0,0,3,6,0,-2.3,+9
