Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2,1,2012-11-02,7456,OKC,H,POR,W (+14),0,1:08,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+3
4,2,2012-11-06,7460,OKC,H,TOR,W (+20),0,5:55,1,3,.333,1,3,.333,0,0,,0,1,1,1,0,0,0,0,3,2.3,-3
7,3,2012-11-11,7465,OKC,H,CLE,W (+15),0,2:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
8,4,2012-11-12,7466,OKC,A,DET,W (+2),0,2:56,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,-5
10,5,2012-11-16,7470,OKC,A,NOH,W (+15),0,5:49,1,4,.250,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-0.4,-6
11,6,2012-11-18,7472,OKC,H,GSW,W (+10),0,1:47,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0,-2.0,-3
15,7,2012-11-26,7480,OKC,H,CHA,W (+45),0,12:00,0,5,.000,0,1,.000,3,3,1.000,0,2,2,1,0,0,0,3,3,-0.4,0
16,8,2012-11-28,7482,OKC,H,HOU,W (+22),0,2:34,2,2,1.000,2,2,1.000,0,0,,0,0,0,0,0,0,0,0,6,5.4,+3
24,9,2012-12-17,7501,OKC,H,SAS,W (+14),0,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
25,10,2012-12-19,7503,OKC,A,ATL,W (+8),0,5:09,2,3,.667,1,2,.500,0,0,,0,1,1,0,1,0,0,0,5,5.0,+9
29,11,2012-12-29,7513,OKC,A,HOU,W (+30),0,5:01,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.0,-4
30,12,2012-12-31,7515,OKC,H,PHO,W (+18),0,1:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1
31,13,2013-01-02,7517,OKC,H,BRK,L (-17),0,1:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
36,14,2013-01-11,7526,OKC,A,LAL,W (+15),0,4:26,0,3,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,1,0,-2.2,-10
38,15,2013-01-14,7529,OKC,A,PHO,W (+12),0,1:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
39,16,2013-01-16,7531,OKC,H,DEN,W (+20),0,9:41,1,5,.200,0,1,.000,0,0,,1,0,1,0,0,0,1,3,2,-2.6,-8
55,17,2013-02-22,7568,OKC,H,MIN,W (+16),0,3:00,1,3,.333,1,2,.500,0,0,,0,1,1,0,0,1,0,0,3,2.3,0
56,18,2013-02-24,7570,OKC,H,CHI,W (+30),0,12:00,2,3,.667,1,1,1.000,4,4,1.000,1,1,2,0,1,0,0,1,9,9.3,+4
62,19,2013-03-08,7582,OKC,A,CHA,W (+22),0,7:26,2,3,.667,1,2,.500,0,0,,0,0,0,0,0,0,0,0,5,3.7,0
68,20,2013-03-19,7593,OKC,H,DEN,L (-10),0,0:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
72,21,2013-03-27,7601,OKC,H,WAS,W (+23),0,5:57,0,2,.000,0,1,.000,6,6,1.000,0,0,0,1,0,0,0,0,6,5.3,+2
81,22,2013-04-15,7620,OKC,H,SAC,W (+9),0,12:00,4,8,.500,0,4,.000,0,0,,1,1,2,0,0,0,0,1,8,4.6,-7
82,23,2013-04-17,7622,OKC,H,MIL,L (-6),0,41:08,6,21,.286,0,6,.000,1,1,1.000,2,5,7,2,0,1,2,2,13,2.9,-15
1,1,2013-10-30,7818,OKC,A,UTA,W (+3),0,17:28,2,6,.333,0,1,.000,0,0,,1,2,3,0,1,0,0,2,4,2.1,-6
2,2,2013-11-01,7820,OKC,A,MIN,L (-19),0,21:15,7,15,.467,2,5,.400,0,0,,0,4,4,2,0,1,1,1,16,10.2,-2
3,3,2013-11-03,7822,OKC,H,PHO,W (+7),0,15:53,3,5,.600,0,2,.000,2,2,1.000,0,2,2,1,0,1,0,3,8,6.5,+4
4,4,2013-11-06,7825,OKC,H,DAL,W (+14),0,20:15,4,7,.571,3,5,.600,2,2,1.000,0,3,3,3,0,1,2,2,13,10.6,+4
5,5,2013-11-08,7827,OKC,A,DET,W (+9),0,16:08,3,6,.500,2,3,.667,2,2,1.000,0,0,0,0,0,0,0,3,10,5.8,+17
6,6,2013-11-10,7829,OKC,H,WAS,W (+1),0,20:18,2,6,.333,1,4,.250,3,3,1.000,0,2,2,0,2,0,0,1,8,6.8,+13
7,7,2013-11-13,7832,OKC,A,LAC,L (-8),0,13:49,0,5,.000,0,1,.000,0,0,,1,1,2,1,1,0,1,2,0,-2.6,-2
8,8,2013-11-14,7833,OKC,A,GSW,L (-1),0,18:02,3,9,.333,3,7,.429,0,0,,0,0,0,1,0,0,0,1,9,4.2,-1
