Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
6,1,2021-10-30,6959,GSW,H,OKC,W (+21),0,6:04,1,4,.250,1,3,.333,0,0,,0,0,0,0,1,0,2,2,3,-1.2,-9
7,2,2021-11-03,6963,GSW,H,CHO,W (+22),0,1:51,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+5
8,3,2021-11-05,6965,GSW,H,NOP,W (+41),0,7:14,1,1,1.000,0,0,,0,0,,0,3,3,1,0,0,1,1,2,1.9,+7
9,4,2021-11-07,6967,GSW,H,HOU,W (+13),0,1:29,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
10,5,2021-11-08,6968,GSW,H,ATL,W (+14),0,6:51,0,1,.000,0,0,,1,2,.500,0,1,1,0,0,0,1,2,1,-1.6,-3
12,6,2021-11-12,6972,GSW,H,CHI,W (+26),0,15:41,4,6,.667,0,1,.000,0,0,,0,1,1,1,0,0,0,3,8,5.2,+7
13,7,2021-11-14,6974,GSW,A,CHO,L (-4),0,9:50,4,6,.667,0,0,,1,3,.333,3,2,5,0,2,1,0,2,9,10.2,+11
14,8,2021-11-16,6976,GSW,A,BRK,W (+18),0,18:47,3,6,.500,0,2,.000,1,2,.500,2,4,6,1,0,1,3,4,7,3.0,+5
15,9,2021-11-18,6978,GSW,A,CLE,W (+15),0,6:45,0,4,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.8,+9
16,10,2021-11-19,6979,GSW,A,DET,W (+3),0,11:39,1,6,.167,0,2,.000,4,4,1.000,2,1,3,2,1,0,0,2,6,5.5,+1
17,11,2021-11-21,6981,GSW,H,TOR,W (+15),0,7:38,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,1,0,-1.8,-13
18,12,2021-11-24,6984,GSW,H,PHI,W (+20),0,4:15,0,1,.000,0,0,,1,2,.500,0,1,1,0,0,0,0,0,1,0.2,-5
20,13,2021-11-28,6988,GSW,A,LAC,W (+15),0,2:45,2,2,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,0,5,5.0,-1
21,14,2021-11-30,6990,GSW,A,PHO,L (-8),0,0:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
24,15,2021-12-06,6996,GSW,H,ORL,W (+31),0,12:00,4,7,.571,0,1,.000,1,2,.500,1,2,3,0,1,0,0,0,9,7.6,+12
26,16,2021-12-11,7001,GSW,A,PHI,L (-9),0,0:46,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+4
27,17,2021-12-13,7003,GSW,A,IND,W (+2),0,6:01,1,3,.333,0,1,.000,1,2,.500,0,1,1,0,0,0,1,0,3,0.2,+11
28,18,2021-12-14,7004,GSW,A,NYK,W (+9),0,10:16,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,4,4.0,+7
29,19,2021-12-17,7007,GSW,A,BOS,W (+4),0,3:54,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,0.6,-6
30,20,2021-12-18,7008,GSW,A,TOR,L (-19),1,36:07,9,15,.600,4,6,.667,4,6,.667,0,1,1,2,2,0,6,2,26,15.2,-17
