Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2014-10-29,7927,PHI,A,IND,L (-12),0,19:42,1,5,.200,0,1,.000,0,2,.000,1,1,2,1,1,1,1,1,2,0.1,-15
2,2,2014-10-31,7929,PHI,A,MIL,L (-12),0,13:39,5,7,.714,2,3,.667,0,0,,1,0,1,0,0,0,1,2,12,8.0,-10
3,3,2014-11-01,7930,PHI,H,MIA,L (-18),0,20:49,2,4,.500,1,3,.333,3,4,.750,0,1,1,2,0,3,2,3,8,6.2,-10
4,4,2014-11-03,7932,PHI,H,HOU,L (-11),0,26:41,5,9,.556,3,4,.750,1,4,.250,1,2,3,1,0,1,0,3,14,10.0,+3
5,5,2014-11-05,7934,PHI,H,ORL,L (-2),0,28:59,5,10,.500,1,2,.500,1,1,1.000,0,2,2,0,0,3,1,1,12,8.3,0
6,6,2014-11-07,7936,PHI,H,CHI,L (-3),0,27:34,2,7,.286,0,2,.000,2,2,1.000,2,3,5,4,2,0,3,5,6,4.0,-6
7,7,2014-11-09,7938,PHI,A,TOR,L (-32),0,28:06,5,10,.500,1,4,.250,0,1,.000,1,0,1,1,2,4,4,1,11,7.4,-12
8,8,2014-11-13,7942,PHI,A,DAL,L (-53),1,25:25,2,6,.333,2,6,.333,2,2,1.000,0,2,2,1,1,1,3,3,8,3.4,-17
9,9,2014-11-14,7943,PHI,A,HOU,L (-1),0,16:28,2,5,.400,0,0,,0,0,,1,4,5,0,2,0,2,3,4,2.0,+8
10,10,2014-11-17,7946,PHI,A,SAS,L (-25),0,23:35,3,9,.333,0,4,.000,2,3,.667,0,5,5,0,0,1,0,3,8,3.5,-5
11,11,2014-11-19,7948,PHI,H,BOS,L (-11),0,11:08,3,3,1.000,2,2,1.000,0,0,,0,2,2,0,0,1,2,1,8,6.0,+4
12,12,2014-11-21,7950,PHI,H,PHO,L (-26),0,28:29,5,12,.417,1,4,.250,6,6,1.000,1,2,3,0,2,0,0,2,17,13.1,-12
13,13,2014-11-22,7951,PHI,A,NYK,L (-8),0,20:16,3,6,.500,2,3,.667,0,0,,0,0,0,0,1,0,2,3,8,2.8,+2
14,14,2014-11-24,7953,PHI,H,POR,L (-10),0,27:23,2,4,.500,0,1,.000,2,2,1.000,0,0,0,4,0,2,0,1,6,7.8,+5
15,15,2014-11-26,7955,PHI,H,BRK,L (-8),0,33:08,7,15,.467,2,5,.400,2,2,1.000,3,3,6,1,0,1,2,3,18,11.5,+2
16,16,2014-11-29,7958,PHI,H,DAL,L (-7),0,32:11,8,17,.471,2,3,.667,3,3,1.000,9,4,13,1,1,2,5,3,21,16.7,-3
17,17,2014-12-01,7960,PHI,H,SAS,L (-6),0,30:15,2,8,.250,1,5,.200,5,8,.625,1,8,9,2,3,2,2,5,10,8.9,-17
18,18,2014-12-03,7962,PHI,A,MIN,W (+8),0,35:47,4,13,.308,2,9,.222,2,2,1.000,4,5,9,2,1,4,3,1,12,10.6,+7
19,19,2014-12-05,7964,PHI,H,OKC,L (-12),0,32:32,3,9,.333,1,5,.200,4,6,.667,2,3,5,3,1,0,2,2,11,7.7,+2
20,20,2014-12-06,7965,PHI,A,DET,W (+7),0,32:46,3,10,.300,0,3,.000,0,0,,2,4,6,2,2,4,2,3,6,5.8,+6
21,21,2014-12-10,7969,PHI,A,ATL,L (-16),0,23:05,3,11,.273,1,7,.143,3,4,.750,1,3,4,2,2,2,1,3,10,7.3,0
22,22,2014-12-12,7971,PHI,A,BRK,L (-18),0,19:18,0,1,.000,0,0,,0,0,,0,2,2,0,1,1,3,3,0,-2.6,-16
24,23,2014-12-15,7974,PHI,H,BOS,L (-18),0,20:24,2,10,.200,0,4,.000,2,2,1.000,1,2,3,0,1,3,1,3,6,2.0,-20
