Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-10-25,19-278,ORL,,HOU,W (+30),0,4:48,2,2,1.000,0,0,,1,1,1.000,0,0,0,1,0,2,0,0,5,6.5,+9
2,,2023-10-27,19-280,ORL,@,POR,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,,2023-10-30,19-283,ORL,@,LAL,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2,2023-10-31,19-284,ORL,@,LAC,L (-16),0,3:56,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0.3,-1
5,3,2023-11-02,19-286,ORL,@,UTA,W (+2),0,15:47,4,4,1.000,0,0,,1,3,.333,1,2,3,1,2,0,1,2,9,9.2,+6
6,4,2023-11-04,19-288,ORL,,LAL,W (+19),1,30:02,4,6,.667,2,3,.667,1,1,1.000,1,3,4,2,1,0,0,2,11,11.6,+32
7,5,2023-11-06,19-290,ORL,,DAL,L (-15),1,32:38,3,7,.429,2,4,.500,0,0,,2,3,5,2,0,0,1,2,8,6.2,-13
8,6,2023-11-09,19-293,ORL,,ATL,L (-1),0,17:28,3,4,.750,1,2,.500,2,2,1.000,2,1,3,1,1,1,1,3,9,9.3,-3
9,7,2023-11-11,19-295,ORL,,MIL,W (+15),1,28:09,1,3,.333,0,1,.000,0,0,,0,0,0,3,0,0,1,2,2,0.6,+6
10,8,2023-11-14,19-298,ORL,@,BRK,L (-20),1,19:08,1,4,.250,0,3,.000,0,0,,0,0,0,1,0,0,1,2,2,-1.5,-4
11,9,2023-11-15,19-299,ORL,@,CHI,W (+2),1,26:39,3,8,.375,0,2,.000,1,2,.500,2,2,4,2,0,0,2,3,7,2.4,-2
12,10,2023-11-17,19-301,ORL,@,CHI,W (+6),1,11:24,1,2,.500,0,0,,0,1,.000,0,0,0,0,0,0,3,0,2,-2.4,-4
13,11,2023-11-19,19-303,ORL,@,IND,W (+12),1,24:16,1,5,.200,0,2,.000,5,6,.833,0,5,5,1,0,2,2,5,7,3.1,-6
14,12,2023-11-21,19-305,ORL,,TOR,W (+19),1,23:26,2,7,.286,0,3,.000,1,2,.500,2,3,5,1,1,0,0,3,5,3.3,+7
15,13,2023-11-22,19-306,ORL,,DEN,W (+5),1,15:27,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,3,2,0,-3.5,+4
16,14,2023-11-24,19-308,ORL,,BOS,W (+17),1,6:14,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1.8,-6
17,15,2023-11-26,19-310,ORL,,CHO,W (+13),1,15:26,1,4,.250,0,1,.000,0,0,,0,0,0,3,0,0,0,3,2,0.5,-2
18,16,2023-11-29,19-313,ORL,,WAS,W (+19),1,26:58,3,5,.600,1,2,.500,0,0,,0,5,5,3,0,1,2,1,7,6.6,+4
19,17,2023-12-01,19-315,ORL,,WAS,W (+5),1,23:04,2,4,.500,1,1,1.000,1,2,.500,0,2,2,3,0,1,1,3,6,4.8,-5
