Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,,2023-10-25,23-241,CLE,@,BRK,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,2023-10-27,23-243,CLE,,OKC,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1,2023-10-28,23-244,CLE,,IND,L (-12),0,3:39,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-10
4,2,2023-10-31,23-247,CLE,,NYK,L (-18),0,22:11,5,12,.417,0,1,.000,0,0,,1,3,4,2,2,1,3,3,10,5.1,-9
5,3,2023-11-01,23-248,CLE,@,NYK,W (+6),0,11:16,1,1,1.000,0,0,,2,2,1.000,0,1,1,0,1,0,0,3,4,3.8,+3
6,,2023-11-03,23-250,CLE,@,IND,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,,2023-11-05,23-252,CLE,,GSW,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,,2023-11-08,23-255,CLE,@,OKC,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,4,2023-11-11,23-258,CLE,@,GSW,W (+8),0,1:32,0,0,,0,0,,1,6,.167,0,0,0,0,0,0,0,0,1,-1.0,-8
10,5,2023-11-13,23-260,CLE,@,SAC,L (-12),0,2:58,0,1,.000,0,0,,0,0,,0,3,3,3,0,0,0,1,0,1.9,+1
