Game of season,Game for player,Date,Age (days),Team,Home/Away,Opp,Win/Loss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,1999-02-05,6923,IND,H,WAS,W (+15),0,2:42,0,0,,0,0,,0,2,.000,0,2,2,0,0,0,1,0,0,-1.2,-2
2,2,1999-02-07,6925,IND,A,DET,L (-9),0,0:58,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-2
11,3,1999-02-24,6942,IND,H,TOR,W (+20),0,4:22,1,3,.333,0,1,.000,0,0,,0,0,0,0,1,0,0,1,2,0.9,-2
13,4,1999-02-26,6944,IND,A,ORL,L (-3),0,0:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
16,5,1999-03-05,6951,IND,H,GSW,L (-19),0,12:48,2,4,.500,0,0,,0,0,,3,1,4,0,0,0,2,0,4,2.4,-8
18,6,1999-03-10,6956,IND,H,NJN,W (+11),0,1:45,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-1.0,-4
26,7,1999-03-24,6970,IND,A,ATL,L (-1),0,11:02,0,3,.000,0,0,,2,2,1.000,2,0,2,0,0,0,0,2,2,0.5,+5
27,8,1999-03-26,6972,IND,A,NJN,W (+9),0,16:40,3,8,.375,0,1,.000,2,2,1.000,3,2,5,1,0,1,1,4,8,5.1,+4
28,9,1999-03-28,6974,IND,A,BOS,W (+8),0,6:24,0,1,.000,0,0,,3,4,.750,1,2,3,0,0,0,0,1,3,2.8,-1
29,10,1999-03-29,6975,IND,H,ATL,L (-1),0,14:51,1,3,.333,0,1,.000,0,0,,1,0,1,1,1,0,0,4,2,1.1,-12
30,11,1999-03-30,6976,IND,A,NYK,L (-1),0,23:20,1,3,.333,0,0,,0,0,,2,4,6,0,0,0,1,5,2,-0.1,+5
31,12,1999-04-01,6978,IND,A,TOR,L (-1),0,16:38,2,7,.286,0,1,.000,0,0,,3,1,4,0,0,0,2,2,4,-0.5,+3
34,13,1999-04-05,6982,IND,A,DET,W (+2),0,12:40,1,5,.200,0,1,.000,0,0,,1,2,3,1,1,1,0,2,2,1.8,+3
35,14,1999-04-07,6984,IND,A,CHI,W (+17),0,17:01,4,6,.667,0,0,,0,2,.000,1,2,3,0,1,0,1,2,8,5.1,-3
36,15,1999-04-09,6986,IND,H,DET,L (-1),0,4:23,0,0,,0,0,,0,0,,1,0,1,0,0,0,1,1,0,-0.7,-1
41,16,1999-04-18,6995,IND,A,MIA,L (-4),0,0:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,
42,17,1999-04-19,6996,IND,A,BOS,W (+16),0,2:57,0,3,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-2.2,-7
44,18,1999-04-24,7001,IND,H,CHI,W (+18),0,1:16,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,1.3,-2
45,19,1999-04-25,7002,IND,A,NJN,L (-22),0,2:31,2,3,.667,0,0,,0,1,.000,1,0,1,0,0,0,0,0,4,3.0,0
