Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,2023-10-25,19-339,TOR,,MIN,W (+3),0,2:07,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-0.4,+1
2,2,2023-10-27,19-341,TOR,@,CHI,L (-1),0,5:45,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,-1.1,-6
3,3,2023-10-28,19-342,TOR,,PHI,L (-7),0,28:27,5,8,.625,4,6,.667,2,2,1.000,2,0,2,1,0,0,1,5,16,11.5,+1
4,4,2023-10-30,19-344,TOR,,POR,L (-8),0,20:50,2,7,.286,0,3,.000,0,0,,1,5,6,0,2,0,0,3,4,2.9,-9
5,5,2023-11-01,19-346,TOR,,MIL,W (+19),0,21:15,2,10,.200,1,8,.125,0,0,,0,1,1,0,0,0,0,1,5,-1.3,-3
6,6,2023-11-02,19-347,TOR,@,PHI,L (-15),0,13:35,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,1,1,0,-2.1,-17
7,7,2023-11-05,19-350,TOR,@,SAS,W (+7),0,14:09,0,2,.000,0,2,.000,0,0,,1,2,3,4,0,0,1,1,0,1.3,0
8,8,2023-11-08,19-353,TOR,@,DAL,W (+11),0,6:37,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-3.1,0
9,9,2023-11-11,19-356,TOR,@,BOS,L (-23),0,14:32,1,4,.250,0,2,.000,2,2,1.000,0,1,1,1,0,0,1,1,4,1.2,-4
10,10,2023-11-13,19-358,TOR,,WAS,W (+4),0,24:01,3,4,.750,2,3,.667,0,0,,3,1,4,2,0,0,2,2,8,7.4,+2
11,11,2023-11-15,19-360,TOR,,MIL,L (-16),1,26:23,2,10,.200,1,6,.167,6,6,1.000,0,0,0,2,1,0,1,4,11,4.6,-29
12,12,2023-11-17,19-362,TOR,,BOS,L (-3),0,10:00,0,5,.000,0,4,.000,0,0,,0,1,1,1,0,0,2,0,0,-4.5,-10
13,13,2023-11-19,19-364,TOR,,DET,W (+29),0,12:06,1,3,.333,1,2,.500,2,2,1.000,0,0,0,0,1,0,0,2,5,3.5,-3
14,14,2023-11-21,20-001,TOR,@,ORL,L (-19),0,11:40,1,4,.250,1,3,.333,0,0,,0,2,2,2,0,0,0,0,3,2.6,-2
15,,2023-11-22,20-002,TOR,@,IND,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,15,2023-11-24,20-004,TOR,,CHI,W (+13),0,9:01,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,1,1,2,0.9,+2
17,,2023-11-26,20-006,TOR,@,CLE,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,,2023-11-28,20-008,TOR,@,BRK,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
19,,2023-11-29,20-009,TOR,,PHO,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,,2023-12-01,20-011,TOR,,NYK,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
21,,2023-12-06,20-016,TOR,,MIA,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
22,,2023-12-08,20-018,TOR,@,CHO,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
23,16,2023-12-11,20-021,TOR,@,NYK,L (-6),0,4:17,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,-6
24,,2023-12-13,20-023,TOR,,ATL,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
25,17,2023-12-15,20-025,TOR,,ATL,L (-21),0,2:43,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,0,0,0,3,1.3,+1
26,,2023-12-18,20-028,TOR,,CHO,W (+15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
27,,2023-12-20,20-030,TOR,,DEN,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
28,18,2023-12-22,20-032,TOR,@,PHI,L (-10),0,2:17,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,1.0,+5
29,,2023-12-23,20-033,TOR,,UTA,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
30,19,2023-12-27,20-037,TOR,@,WAS,W (+30),0,4:53,1,1,1.000,0,0,,1,1,1.000,0,0,0,0,1,0,0,0,3,3.7,+4
31,,2023-12-29,20-039,TOR,@,BOS,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,,2023-12-30,20-040,TOR,@,DET,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,,2024-01-01,20-042,TOR,,CLE,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,,2024-01-03,20-044,TOR,@,MEM,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
